company_name,high,low,last_price,prev_close,change,percent_gain
Olectra Greente,"1,127.90","1,015.00","1,123.75","1,025.40",98.35,9.59
Mazagon Dock,"1,918.80","1,719.00","1,863.10","1,741.30",121.8,6.99
JBM Auto,"1,344.85","1,185.00","1,311.10","1,228.90",82.2,6.69
Cochin Shipyard,695.20,645.40,687.90,645.85,42.05,6.51
Amber Enterpris,"2,623.00","2,468.15","2,603.05","2,477.05",126,5.09
Jindal Worldwid,421.00,392.35,412.25,393.05,19.2,4.88
PVR INOX,"1,732.00","1,656.00","1,713.55","1,638.80",74.75,4.56
NMDC,119.15,112.80,118.70,113.75,4.95,4.35
Rainbow Child,"1,086.00","1,040.40","1,081.90","1,038.45",43.45,4.18
IRFC,51.30,44.85,50.85,48.90,1.95,3.99
Archean Chem,543.95,504.00,539.15,519.60,19.55,3.76
Mastek,"2,154.60","2,034.50","2,135.45","2,059.00",76.45,3.71
TMB,488.00,462.35,476.35,460.45,15.9,3.45
SJVN,57.90,54.80,57.55,55.65,1.9,3.41
Angel One,"1,800.95","1,712.40","1,775.45","1,719.60",55.85,3.25
Bank of Mah,39.20,36.20,38.85,37.65,1.2,3.19
Kalyan Jeweller,211.15,194.05,208.80,202.40,6.4,3.16
Motilal Oswal,954.00,893.25,943.70,915.10,28.6,3.13
Bank of India,89.95,85.10,89.70,87.25,2.45,2.81
HEG,"1,743.85","1,685.50","1,727.55","1,683.20",44.35,2.63
Medplus Health,896.00,869.05,890.20,867.45,22.75,2.62
Blue Dart,"6,423.95","6,195.25","6,378.40","6,221.75",156.65,2.52
Finolex Ind,210.50,200.40,208.65,203.55,5.1,2.51
Hindustan Aeron,"3,892.00","3,715.40","3,878.85","3,791.00",87.85,2.32
Trent,"1,935.00","1,860.15","1,929.60","1,885.80",43.8,2.32
Campus Active,302.00,290.50,295.75,289.25,6.5,2.25
DCM Shriram,902.00,861.00,898.95,879.30,19.65,2.23
Varun Beverages,872.00,833.80,868.15,849.40,18.75,2.21
Varun Beverages,872.00,833.80,868.15,849.40,18.75,2.21
Solar Ind,"4,193.80","4,052.55","4,162.25","4,073.65",88.6,2.17
Apar Ind,"4,172.05","4,008.00","4,145.25","4,061.75",83.5,2.06
Graphite India,444.60,420.10,439.70,430.90,8.8,2.04
Godrej Prop,"1,552.85","1,495.30","1,549.90","1,519.95",29.95,1.97
Mahindra Logist,381.00,368.10,379.85,372.55,7.3,1.96
CSB Bank,307.95,290.10,304.85,299.10,5.75,1.92
Suven Pharma,510.00,499.00,509.50,500.30,9.2,1.84
Polycab,"4,750.00","4,636.10","4,744.70","4,659.45",85.25,1.83
Ratnamani Metal,"2,670.00","2,605.05","2,665.30","2,619.55",45.75,1.75
Metro Brands,"1,102.00","1,065.95","1,095.40","1,077.00",18.4,1.71
Supreme Ind,"4,200.00","4,080.05","4,140.25","4,071.35",68.9,1.69
LTIMindtree,"5,203.95","5,065.00","5,193.30","5,107.35",85.95,1.68
Jamna Auto,114.75,108.75,111.05,109.25,1.8,1.65
MphasiS,"2,375.70","2,285.00","2,367.55","2,329.65",37.9,1.63
CG Consumer,302.75,291.35,300.35,295.55,4.8,1.62
Aarti Ind,465.85,449.05,463.90,456.65,7.25,1.59
Infosys,"1,395.00","1,365.60","1,393.55","1,371.85",21.7,1.58
Can Fin Homes,740.00,700.05,734.80,723.70,11.1,1.53
APL Apollo,"1,586.00","1,543.70","1,575.40","1,551.85",23.55,1.52
JSW Energy,356.60,340.00,347.25,342.05,5.2,1.52
Godrej Consumer,"1,043.65","1,015.00","1,035.55","1,020.15",15.4,1.51
Tata Comm,"1,714.95","1,652.80","1,705.65","1,680.35",25.3,1.51
Indiamart Inter,"3,188.00","3,078.80","3,180.75","3,134.20",46.55,1.49
Intellect Desig,707.95,675.50,704.40,694.10,10.3,1.48
Bombay Burmah,"1,027.40",980.05,"1,003.15",988.60,14.55,1.47
Divis Labs,"3,747.45","3,601.75","3,730.55","3,679.15",51.4,1.4
Max Financial,852.80,821.05,845.75,834.60,11.15,1.34
Chola Fin Hold,939.80,889.00,932.35,920.00,12.35,1.34
Interglobe Avi,"2,571.90","2,480.00","2,549.10","2,515.90",33.2,1.32
NMDC Steel,47.60,46.30,46.80,46.20,0.6,1.3
V-Guard Ind,309.95,296.00,307.80,303.85,3.95,1.3
Lemon Tree Hote,96.15,92.50,95.90,94.70,1.2,1.27
HUL,"2,540.00","2,488.10","2,533.10","2,501.80",31.3,1.25
Central Bank,33.80,32.35,33.35,32.95,0.4,1.21
Jyothy Labs,324.85,310.20,321.70,317.90,3.8,1.2
Reliance,"2,582.30","2,525.00","2,577.25","2,547.15",30.1,1.18
APTUS VALUE,269.90,265.00,268.45,265.35,3.1,1.17
Indiabulls Real,65.75,62.30,64.90,64.15,0.75,1.17
CAMS,"2,465.00","2,380.00","2,454.45","2,426.40",28.05,1.16
Poly Medicure,"1,499.00","1,422.05","1,464.20","1,447.50",16.7,1.15
Home First,858.95,842.10,852.90,843.25,9.65,1.14
Whirlpool,"1,573.75","1,510.00","1,559.15","1,542.20",16.95,1.1
UCO Bank,29.95,28.30,29.35,29.05,0.3,1.03
Lakshmi Machine,"13,360.60","13,135.00","13,288.65","13,154.80",133.85,1.02
MCX India,"1,594.60","1,548.60","1,590.85","1,575.10",15.75,1
Sun TV Network,558.95,535.05,550.50,545.05,5.45,1
IFB Industries,844.00,819.60,838.05,829.85,8.2,0.99
Aurobindo Pharm,887.70,850.65,871.65,863.15,8.5,0.98
Godrej Agrovet,479.90,466.05,478.30,473.80,4.5,0.95
Persistent,"4,950.00","4,841.00","4,938.10","4,892.55",45.55,0.93
TATA Cons. Prod,845.90,829.65,844.70,836.90,7.8,0.93
Apollo Tyres,401.35,386.70,399.50,395.85,3.65,0.92
TV18 Broadcast,43.95,41.70,43.70,43.30,0.4,0.92
Union Bank,92.70,89.00,92.20,91.40,0.8,0.88
Indian Bank,398.00,377.55,391.15,387.90,3.25,0.84
HUDCO,68.30,64.50,67.90,67.35,0.55,0.82
Larsen,"2,663.55","2,616.00","2,659.90","2,638.50",21.4,0.81
Greenpanel Ind,336.30,328.00,335.05,332.40,2.65,0.8
Krishna Inst.,"1,895.00","1,844.10","1,878.80","1,863.80",15,0.8
Astral Ltd,"2,001.80","1,900.00","1,989.45","1,974.30",15.15,0.77
Thermax,"2,566.45","2,530.30","2,563.55","2,544.50",19.05,0.75
Craftsman,"4,847.70","4,710.00","4,790.80","4,755.45",35.35,0.74
Just Dial,779.60,747.05,776.05,770.35,5.7,0.74
Ajanta Pharma,"1,745.00","1,676.40","1,738.60","1,725.95",12.65,0.73
P and G,"15,508.45","15,155.55","15,394.40","15,283.80",110.6,0.72
Balkrishna Ind,"2,372.00","2,302.60","2,367.75","2,351.30",16.45,0.7
ICICI Bank,962.90,946.00,959.55,952.85,6.7,0.7
Kajaria Ceramic,"1,469.85","1,439.65","1,457.95","1,447.90",10.05,0.69
Oracle Fin Serv,"3,994.00","3,909.90","3,985.60","3,958.40",27.2,0.69
Cyient,"1,564.00","1,515.85","1,553.50","1,542.95",10.55,0.68
AIA Engineering,"3,668.55","3,545.00","3,624.30","3,600.65",23.65,0.66
Tube Investment,"2,918.95","2,811.00","2,868.50","2,850.20",18.3,0.64
Easy Trip,41.40,39.85,40.60,40.35,0.25,0.62
Easy Trip,41.40,39.85,40.60,40.35,0.25,0.62
TCNS Clothing C,435.00,429.05,433.20,430.75,2.45,0.57
Bajaj Holdings,"7,330.00","7,156.75","7,300.10","7,259.65",40.45,0.56
Garware Technic,"3,235.00","3,140.00","3,191.60","3,173.95",17.65,0.56
RBL Bank,224.50,218.00,223.65,222.40,1.25,0.56
Eris Life,831.60,816.25,825.85,821.35,4.5,0.55
Asian Paints,"3,209.90","3,152.25","3,202.60","3,185.35",17.25,0.54
PB Fintech,741.00,715.55,731.30,727.45,3.85,0.53
Transport Corp,794.95,771.10,787.55,783.40,4.15,0.53
Birlasoft,448.90,438.65,448.15,445.85,2.3,0.52
Balrampur Chini,395.05,385.60,392.80,390.80,2,0.51
Wipro,416.20,409.50,415.15,413.05,2.1,0.51
Escorts Kubota,"2,598.05","2,556.65","2,590.95","2,578.25",12.7,0.49
Lupin,"1,105.95","1,078.00","1,082.00","1,076.90",5.1,0.47
Data Patterns,"2,118.00","2,025.55","2,099.65","2,090.00",9.65,0.46
ONGC,180.45,177.35,178.00,177.20,0.8,0.45
Hero Motocorp,"3,025.00","2,952.20","3,010.65","2,998.20",12.45,0.42
Phoenix Mills,"1,734.15","1,704.75","1,717.15","1,710.05",7.1,0.42
Torrent Power,646.80,628.50,642.60,639.90,2.7,0.42
Narayana Hruda,995.90,973.40,989.95,985.90,4.05,0.41
Bandhan Bank,228.75,221.55,227.75,226.85,0.9,0.4
NHPC,50.75,49.35,50.35,50.15,0.2,0.4
Restaurant Bran,118.70,114.00,116.55,116.10,0.45,0.39
Endurance Techn,"1,664.40","1,632.20","1,649.90","1,643.45",6.45,0.39
Bajaj Auto,"4,633.70","4,541.00","4,616.70","4,599.05",17.65,0.38
Oil India,280.00,275.10,279.35,278.30,1.05,0.38
Mahindra Holida,344.80,331.45,341.05,339.80,1.25,0.37
Cera Sanitary,"8,527.40","8,313.00","8,454.35","8,424.40",29.95,0.36
Route,"1,528.00","1,499.05","1,520.05","1,514.70",5.35,0.35
United Brewerie,"1,542.30","1,500.20","1,539.10","1,533.80",5.3,0.35
Motherson SWI,60.10,58.15,59.40,59.20,0.2,0.34
Aditya Birla F,213.20,208.00,211.95,211.30,0.65,0.31
Shriram Finance,"1,819.30","1,774.55","1,813.55","1,807.95",5.6,0.31
Dabur India,567.75,556.00,564.85,563.15,1.7,0.3
Axis Bank,943.30,928.90,939.95,937.20,2.75,0.29
MTAR Tech,"2,275.00","2,182.05","2,217.15","2,211.20",5.95,0.27
MRF,"106,650.00","104,807.00","106,266.35","105,989.25",277.1,0.26
Nestle,"22,040.00","21,709.25","21,899.50","21,842.40",57.1,0.26
Page Industries,"41,148.75","40,443.20","41,009.55","40,905.00",104.55,0.26
Navin Fluorine,"4,494.35","4,408.00","4,482.45","4,470.85",11.6,0.26
IDFC,118.95,116.00,118.55,118.25,0.3,0.25
AU Small Financ,710.80,699.05,706.60,704.95,1.65,0.23
Alembic Pharma,798.00,762.70,790.60,788.90,1.7,0.22
Cummins,"1,746.95","1,701.00","1,741.90","1,738.60",3.3,0.19
IRB Infra,26.50,25.65,26.05,26.00,0.05,0.19
IRB Infra,26.50,25.65,26.05,26.00,0.05,0.19
Zee Entertain,279.45,265.70,271.40,270.90,0.5,0.18
COFORGE LTD.,"5,348.00","5,221.05","5,277.05","5,267.90",9.15,0.17
Sun Pharma,"1,142.00","1,120.50","1,134.25","1,132.35",1.9,0.17
Kotak Mahindra,"1,802.35","1,785.00","1,794.10","1,791.45",2.65,0.15
JK Paper,334.65,327.05,333.20,332.75,0.45,0.14
MMTC Ltd,39.40,37.10,38.55,38.50,0.05,0.13
KPIL,655.00,620.00,642.25,641.55,0.7,0.11
ITC,451.25,445.05,449.20,448.75,0.45,0.1
Power Grid Corp,245.30,240.75,244.50,244.30,0.2,0.08
TML - D,404.30,392.95,401.30,401.00,0.3,0.07
TML - D,404.30,392.95,401.30,401.00,0.3,0.07
CESC,79.10,76.70,78.35,78.30,0.05,0.06
M&M,"1,550.75","1,524.00","1,546.85","1,546.45",0.4,0.03
Piramal Enter,"1,037.25","1,013.20","1,025.25","1,024.95",0.3,0.03
TCS,"3,455.00","3,411.00","3,449.85","3,448.80",1.05,0.03
Colgate,"1,987.95","1,945.95","1,963.05","1,962.70",0.35,0.02
Dr Reddys Labs,"5,879.00","5,800.00","5,823.35","5,823.00",0.35,0.01
Syngene Intl,797.40,781.90,793.95,793.85,0.1,0.01
