company_name,high,low,last_price,prev_close,change,percent_gain
Inox Wind,209.07,178.52,208.55,174.23,34.32,19.7
Rail Vikas,583.00,522.40,575.85,518.15,57.7,11.14
Voltas,"1,598.00","1,463.15","1,582.55","1,428.85",153.7,10.76
Glenmark Life,"1,006.00",911.30,998.60,914.60,84,9.18
Jubilant Food,656.00,604.20,651.35,598.90,52.45,8.76
TITAGARH,"1,465.00","1,315.45","1,448.60","1,348.70",99.9,7.41
Amara Raja,"1,638.00","1,516.20","1,597.70","1,505.80",91.9,6.1
V-Guard Ind,509.00,466.05,503.25,474.40,28.85,6.08
HFCL,143.20,130.66,140.42,132.51,7.91,5.97
Welspun Corp,701.80,635.75,696.80,657.80,39,5.93
Bikaji Foods,894.20,812.05,861.85,815.45,46.4,5.69
Praj Industries,711.00,662.60,706.80,672.05,34.75,5.17
Suzlon Energy,80.36,74.65,80.36,76.54,3.82,4.99
Redington,203.70,190.30,199.41,190.15,9.26,4.87
Suven Pharma,"1,028.00",915.75,"1,018.20",972.55,45.65,4.69
Granules India,697.55,658.75,689.10,658.75,30.35,4.61
Hitachi Energy,"11,611.85","10,804.95","11,514.80","11,010.80",504,4.58
Graphite India,548.00,532.15,542.65,519.75,22.9,4.41
AAVAS Financier,"1,779.30","1,692.15","1,716.25","1,644.95",71.3,4.33
Macrotech Dev,"1,318.00","1,235.00","1,298.00","1,244.35",53.65,4.31
Laxmi Organic,287.90,261.70,279.25,267.85,11.4,4.26
C. E. Info Syst,"2,390.00","2,182.55","2,317.90","2,225.55",92.35,4.15
EPL,227.00,213.16,225.10,216.39,8.71,4.03
SUMITOMO,539.00,508.35,537.15,516.40,20.75,4.02
PNC Infratech,520.00,481.05,484.60,465.95,18.65,4
Tejas Networks,"1,266.00","1,180.05","1,251.85","1,204.85",47,3.9
UNO Minda,"1,051.45",997.25,"1,045.05","1,006.20",38.85,3.86
Caplin Labs,"1,570.00","1,514.30","1,556.95","1,500.60",56.35,3.76
Natco Pharma,"1,539.70","1,420.60","1,494.50","1,440.35",54.15,3.76
NMDC,230.70,217.11,229.63,221.53,8.1,3.66
Oil India,682.00,630.55,667.25,643.95,23.3,3.62
Safari Ind,"2,457.70","2,366.00","2,388.65","2,307.95",80.7,3.5
Hind Zinc,627.90,599.00,614.20,594.00,20.2,3.4
Mahindra Life,584.35,547.00,578.40,559.55,18.85,3.37
Mastek,"2,886.95","2,659.05","2,825.00","2,733.25",91.75,3.36
Archean Chem,739.90,710.10,735.10,712.05,23.05,3.24
Blue Dart,"8,210.00","7,875.25","8,172.15","7,926.90",245.25,3.09
Fine Organics,"5,456.10","5,181.10","5,431.35","5,271.55",159.8,3.03
eClerx Services,"2,565.00","2,458.00","2,556.00","2,481.45",74.55,3
Jyothy Labs,564.35,536.00,561.05,544.95,16.1,2.95
Ircon Internati,276.60,259.15,272.10,264.60,7.5,2.83
Ircon Internati,276.60,259.15,272.10,264.60,7.5,2.83
Railtel,492.95,465.30,482.75,469.45,13.3,2.83
Prestige Estate,"1,771.00","1,693.20","1,766.65","1,718.15",48.5,2.82
Triveni Engg,391.95,374.00,390.45,379.80,10.65,2.8
SignatureGlobal,"1,460.00","1,391.35","1,453.40","1,414.85",38.55,2.72
HUDCO,312.90,293.35,300.10,292.20,7.9,2.7
IRFC,187.45,179.80,184.56,179.79,4.77,2.65
ONGC,344.70,329.90,341.30,332.55,8.75,2.63
EID Parry,807.50,767.10,798.60,778.35,20.25,2.6
KPIT Tech,"1,827.90","1,716.00","1,803.45","1,758.25",45.2,2.57
Manappuram Fin,210.51,201.84,209.92,204.77,5.15,2.52
UTI AMC,"1,037.00",983.90,"1,018.35",993.35,25,2.52
Poly Medicure,"1,932.55","1,879.30","1,926.45","1,879.30",47.15,2.51
Jindal Stainles,688.30,631.00,681.30,664.75,16.55,2.49
Mah Seamless,600.50,576.55,594.10,579.65,14.45,2.49
Kalyan Jeweller,555.80,528.70,551.85,538.80,13.05,2.42
Coromandel Int,"1,764.40","1,706.00","1,734.05","1,693.70",40.35,2.38
Piramal Pharma,191.00,181.95,185.84,181.52,4.32,2.38
Elecon Eng,598.00,565.70,595.70,582.00,13.7,2.35
Elecon Eng,598.00,565.70,595.70,582.00,13.7,2.35
Jupiter Wagons,581.90,549.45,568.50,555.55,12.95,2.33
Ajanta Pharma,"3,085.00","2,980.00","3,067.45","2,998.85",68.6,2.29
AIA Engineering,"4,949.95","4,741.90","4,813.35","4,708.10",105.25,2.24
DOMS Industries,"2,464.20","2,395.00","2,443.40","2,391.40",52,2.17
Sundaram Fin,"3,908.00","3,732.90","3,891.55","3,809.30",82.25,2.16
Minda Corp,524.10,508.05,521.45,510.60,10.85,2.12
General Insuran,407.00,388.10,397.55,389.50,8.05,2.07
Piramal Enter,"1,012.60",961.05,989.00,969.00,20,2.06
HEG,"2,124.00","2,065.00","2,100.65","2,058.80",41.85,2.03
Sanofi India,"6,792.50","6,603.10","6,736.85","6,603.10",133.75,2.03
Glenmark,"1,516.45","1,472.30","1,502.50","1,472.95",29.55,2.01
Hero Motocorp,"5,325.00","5,185.00","5,311.85","5,207.20",104.65,2.01
Yes Bank,24.62,23.54,24.42,23.94,0.48,2.01
GAIL,234.90,225.36,231.90,227.38,4.52,1.99
Clean Science,"1,664.55","1,580.25","1,636.30","1,604.50",31.8,1.98
Fortis Health,503.40,486.00,499.45,489.75,9.7,1.98
Deepak Fert,"1,029.00",981.10,"1,013.90",994.85,19.05,1.91
Godrej Ind,909.00,864.80,899.00,882.15,16.85,1.91
Petronet LNG,375.60,361.85,373.70,366.70,7,1.91
KEI Industries,"4,325.00","4,159.65","4,304.50","4,224.25",80.25,1.9
Carborundum,"1,562.90","1,506.80","1,552.90","1,524.15",28.75,1.89
UPL,568.95,546.65,565.10,554.60,10.5,1.89
Axis Bank,"1,169.10","1,135.85","1,164.30","1,142.75",21.55,1.89
Engineers India,228.70,212.60,227.10,222.90,4.2,1.88
Craftsman,"5,445.00","5,200.00","5,369.05","5,270.25",98.8,1.87
Can Fin Homes,822.80,798.00,818.20,803.15,15.05,1.87
Federal Bank,201.70,195.00,201.24,197.56,3.68,1.86
PNB Housing Fin,847.10,815.65,836.10,821.00,15.1,1.84
SAIL,132.95,127.10,131.70,129.35,2.35,1.82
HDFC AMC,"4,216.75","4,070.00","4,208.10","4,133.25",74.85,1.81
Saregama India,506.90,477.05,488.45,480.00,8.45,1.76
Trent,"6,434.00","6,277.00","6,382.35","6,275.35",107,1.71
Ratnamani Metal,"3,650.00","3,540.00","3,614.85","3,555.10",59.75,1.68
Schaeffler Ind,"4,041.90","3,865.00","4,026.50","3,960.70",65.8,1.66
Birlasoft,593.00,570.00,587.30,577.70,9.6,1.66
Oracle Fin Serv,"10,785.20","10,455.05","10,734.55","10,564.10",170.45,1.61
Apar Ind,"8,465.00","8,169.95","8,406.95","8,278.00",128.95,1.56
CESC,179.50,171.11,178.46,175.75,2.71,1.54
Page Industries,"41,050.00","39,588.65","40,821.30","40,205.85",615.45,1.53
Infosys,"1,803.50","1,768.10","1,797.40","1,770.75",26.65,1.51
Delhivery,412.00,399.10,404.60,398.70,5.9,1.48
Oberoi Realty,"1,827.75","1,757.80","1,814.15","1,788.25",25.9,1.45
MMTC Ltd,103.35,95.60,101.83,100.38,1.45,1.44
JSW Steel,926.20,898.10,917.35,905.10,12.25,1.35
Gujarat Gas,620.60,603.90,618.90,610.70,8.2,1.34
ICICI Securitie,763.65,743.45,757.45,747.45,10,1.34
FSN E-Co Nykaa,196.60,188.31,194.59,192.04,2.55,1.33
LIC Housing Fin,649.15,626.35,646.65,638.15,8.5,1.33
Emami,819.20,800.25,808.05,797.50,10.55,1.32
Chennai Petro,937.35,886.65,924.10,912.10,12,1.32
Lemon Tree,121.99,115.25,121.32,119.78,1.54,1.29
Divis Labs,"4,905.00","4,777.55","4,891.00","4,829.95",61.05,1.26
Sunteck Realty,593.75,569.00,586.00,578.70,7.3,1.26
Brigade Ent,"1,141.65","1,089.80","1,139.15","1,125.40",13.75,1.22
Exide Ind,503.50,487.30,499.10,493.20,5.9,1.2
Ipca Labs,"1,390.00","1,353.20","1,381.95","1,365.65",16.3,1.19
Rainbow Child,"1,244.90","1,214.20","1,241.25","1,227.05",14.2,1.16
Fert and Chem,"1,023.80",963.10,993.20,981.95,11.25,1.15
Mahanagar Gas,"1,838.60","1,786.25","1,826.80","1,805.95",20.85,1.15
MCX India,"4,465.00","4,345.00","4,427.70","4,377.95",49.75,1.14
L&T Finance,168.75,164.01,168.02,166.20,1.82,1.1
Jio Financial,330.95,322.30,329.15,325.60,3.55,1.09
NLC India,269.00,258.65,267.95,265.05,2.9,1.09
MRPL,210.95,198.50,207.14,204.96,2.18,1.06
Cummins,"3,776.55","3,650.05","3,753.60","3,715.10",38.5,1.04
Hindalco,634.40,616.50,629.35,622.90,6.45,1.04
IGL,545.00,533.50,542.95,537.40,5.55,1.03
GE Shipping,"1,367.15","1,321.00","1,346.10","1,332.80",13.3,1
CRISIL,"4,467.45","4,375.55","4,459.65","4,415.85",43.8,0.99
Adani Green Ene,"1,816.00","1,667.50","1,798.30","1,780.85",17.45,0.98
City Union Bank,165.89,161.53,164.83,163.28,1.55,0.95
IEX,195.62,189.01,194.44,192.67,1.77,0.92
Chambal Fert,536.50,515.70,527.25,522.50,4.75,0.91
Mazagon Dock,"5,060.00","4,944.00","4,962.15","4,917.80",44.35,0.9
SJVN,141.90,137.00,140.55,139.32,1.23,0.88
BEML,"4,082.60","3,964.45","4,057.75","4,023.15",34.6,0.86
Balrampur Chini,505.90,485.00,495.15,491.00,4.15,0.85
EIH,398.95,382.25,393.15,389.85,3.3,0.85
Allcargo,60.97,59.94,60.70,60.20,0.5,0.83
Aurobindo Pharm,"1,490.00","1,440.60","1,461.80","1,449.70",12.1,0.83
Anand Rathi,"3,735.95","3,600.00","3,654.20","3,624.30",29.9,0.82
HINDPETRO,383.50,370.50,379.70,376.65,3.05,0.81
Blue Star,"1,630.00","1,565.05","1,617.60","1,604.80",12.8,0.8
JB Chemicals,"1,960.00","1,907.20","1,945.45","1,930.35",15.1,0.78
JB Chemicals,"1,960.00","1,907.20","1,945.45","1,930.35",15.1,0.78
Rattanindia Ent,85.00,78.52,80.64,80.02,0.62,0.77
Vedanta,436.00,424.75,432.10,428.85,3.25,0.76
CenturyPlyboard,729.00,708.00,723.45,718.10,5.35,0.75
JK Paper,494.70,470.35,489.95,486.30,3.65,0.75
Tata Motors,"1,079.90","1,055.00","1,076.15","1,068.10",8.05,0.75
Tata Motors,"1,079.90","1,055.00","1,076.15","1,068.10",8.05,0.75
3M India,"38,199.85","37,339.00","37,718.65","37,439.80",278.85,0.74
Mankind Pharma,"2,159.00","2,096.40","2,152.05","2,136.15",15.9,0.74
Cipla,"1,593.00","1,571.05","1,586.25","1,574.75",11.5,0.73
One 97 Paytm,527.00,499.45,514.60,510.85,3.75,0.73
Century,"2,229.00","2,182.75","2,206.80","2,190.95",15.85,0.72
Escorts Kubota,"3,732.65","3,655.00","3,714.35","3,687.80",26.55,0.72
Indigo Paints,"1,444.00","1,414.00","1,432.65","1,422.45",10.2,0.72
Just Dial,"1,366.95","1,279.80","1,301.10","1,291.75",9.35,0.72
Triveni Turbine,707.45,680.00,700.65,695.70,4.95,0.71
Eris Life,"1,217.00","1,195.00","1,206.05","1,198.05",8,0.67
Action Const,"1,314.00","1,262.00","1,295.15","1,286.95",8.2,0.64
Tata Chemicals,"1,056.00","1,030.60","1,048.35","1,041.70",6.65,0.64
Kansai Nerolac,296.50,289.60,295.55,293.70,1.85,0.63
IRB Infra,63.19,61.75,62.36,61.97,0.39,0.63
IRB Infra,63.19,61.75,62.36,61.97,0.39,0.63
Guj Mineral,374.00,364.10,370.85,368.55,2.3,0.62
Shriram Finance,"3,015.00","2,927.60","2,976.10","2,958.10",18,0.61
HDFC Bank,"1,675.95","1,647.35","1,660.10","1,650.20",9.9,0.6
Star Health,590.95,573.00,583.25,579.80,3.45,0.6
Havells India,"1,821.40","1,790.55","1,810.05","1,799.40",10.65,0.59
Tata Motors DVR,739.50,722.55,736.10,731.75,4.35,0.59
Tata Motors DVR,739.50,722.55,736.10,731.75,4.35,0.59
Muthoot Finance,"1,904.25","1,866.20","1,890.10","1,879.20",10.9,0.58
SRF,"2,583.95","2,525.35","2,568.50","2,553.65",14.85,0.58
Gland,"2,085.00","2,021.00","2,037.95","2,026.45",11.5,0.57
APL Apollo,"1,447.50","1,415.00","1,432.90","1,425.10",7.8,0.55
DLF,840.80,822.45,835.45,830.90,4.55,0.55
Ambuja Cements,641.00,617.75,635.45,632.00,3.45,0.55
Welspun Living,180.54,173.85,178.27,177.31,0.96,0.54
GlaxoSmithKline,"2,944.90","2,875.05","2,890.25","2,875.05",15.2,0.53
LTIMindtree,"5,435.50","5,319.85","5,400.45","5,373.55",26.9,0.5
Quess Corp,723.95,707.05,710.35,706.80,3.55,0.5
Krishna Inst.,"2,250.00","2,205.05","2,245.60","2,234.60",11,0.49
Avenue Supermar,"5,025.00","4,960.55","5,013.80","4,989.95",23.85,0.48
Dr Lal PathLab,"3,250.00","3,103.50","3,227.10","3,211.65",15.45,0.48
Firstsource Sol,287.40,280.05,285.70,284.35,1.35,0.47
Godrej Prop,"2,965.50","2,871.05","2,939.55","2,925.70",13.85,0.47
Kaynes Tech,"4,324.55","4,200.75","4,298.95","4,279.15",19.8,0.46
Siemens,"7,050.00","6,765.00","6,920.95","6,889.50",31.45,0.46
Shree Cements,"24,456.40","24,008.45","24,408.35","24,296.60",111.75,0.46
ZFCVINDIA,"15,578.55","15,111.15","15,493.85","15,424.20",69.65,0.45
Asian Paints,"3,084.00","3,003.70","3,053.20","3,040.60",12.6,0.41
Sonata,609.80,591.40,604.05,601.60,2.45,0.41
Maruti Suzuki,"12,370.00","12,100.00","12,273.25","12,224.20",49.05,0.4
Nuvoco Vistas,336.75,328.50,335.40,334.05,1.35,0.4
Chalet Hotels,798.85,775.00,789.05,786.00,3.05,0.39
FDC,496.05,481.30,491.10,489.20,1.9,0.39
GNFC,677.80,654.10,669.70,667.10,2.6,0.39
SBFC Finance,82.47,80.34,81.58,81.27,0.31,0.38
Tech Mahindra,"1,524.50","1,489.40","1,512.50","1,506.70",5.8,0.38
AB Capital,214.32,208.41,212.59,211.80,0.79,0.37
Mahindra Holida,440.05,428.15,436.00,434.40,1.6,0.37
Tata Tech,994.90,980.35,993.10,989.65,3.45,0.35
Apollo Tyres,497.40,487.20,493.50,491.85,1.65,0.34
CDSL,"2,667.95","2,569.45","2,573.80","2,565.25",8.55,0.33
Godfrey Phillip,"4,599.90","4,411.60","4,444.55","4,430.05",14.5,0.33
JSW Infra,320.75,313.25,319.10,318.05,1.05,0.33
Prince Pipes,601.95,589.50,596.55,594.65,1.9,0.32
P and G,"17,498.00","16,950.05","17,070.10","17,017.85",52.25,0.31
Motherson SWI,71.98,70.71,71.46,71.26,0.2,0.28
Biocon,342.00,330.25,337.85,336.95,0.9,0.27
MRF,"138,500.00","134,500.00","137,285.50","136,911.70",373.8,0.27
Rajesh Exports,297.85,291.35,295.45,294.65,0.8,0.27
MOTHERSON,189.97,185.11,188.21,187.74,0.47,0.25
Dalmia Bharat,"1,754.00","1,726.15","1,745.00","1,740.60",4.4,0.25
Sapphire Foods,"1,611.30","1,572.70","1,594.45","1,590.60",3.85,0.24
Whirlpool,"2,107.90","2,058.65","2,094.45","2,089.50",4.95,0.24
INDUS TOWERS,421.00,413.70,415.90,414.95,0.95,0.23
Colgate,"3,493.65","3,432.50","3,459.90","3,452.40",7.5,0.22
Jindal Steel,920.60,902.20,918.10,916.20,1.9,0.21
Ramco Cements,804.80,791.00,801.25,799.75,1.5,0.19
TVS Supply,194.00,186.37,190.03,189.67,0.36,0.19
360 ONE WAM,"1,047.45",996.00,"1,035.25","1,033.35",1.9,0.18
360 ONE WAM,"1,047.45",996.00,"1,035.25","1,033.35",1.9,0.18
Kotak Mahindra,"1,791.05","1,751.25","1,772.55","1,769.65",2.9,0.16
Tata Steel,153.40,149.88,152.06,151.81,0.25,0.16
Tata Steel,153.40,149.88,152.06,151.81,0.25,0.16
ICICI Bank,"1,178.25","1,156.00","1,172.80","1,171.60",1.2,0.1
Latent View,497.00,486.70,492.55,492.05,0.5,0.1
Tata Power,422.90,411.05,418.15,417.75,0.4,0.1
IndusInd Bank,"1,357.60","1,336.65","1,350.85","1,349.80",1.05,0.08
Restaurant Bran,108.27,105.57,106.67,106.60,0.07,0.07
India Cements,368.65,364.10,367.25,367.00,0.25,0.07
Hindustan Aeron,"4,759.70","4,682.10","4,726.55","4,723.90",2.65,0.06
Hindustan Aeron,"4,759.70","4,682.10","4,726.55","4,723.90",2.65,0.06
HUL,"2,763.40","2,722.40","2,748.70","2,747.20",1.5,0.05
Sammaan Capital,161.03,157.11,160.30,160.22,0.08,0.05
IOC,171.00,167.79,169.16,169.09,0.07,0.04
Medplus Health,649.30,640.55,644.40,644.25,0.15,0.02
UltraTechCement,"11,379.80","11,211.20","11,302.85","11,300.35",2.5,0.02
Chola Invest.,"1,353.95","1,332.85","1,348.75","1,348.65",0.1,0.01
