company_name,high,low,last_price,prev_close,change,percent_gain
BEML,"3,718.00","3,252.00","3,676.45","3,210.05",466.40,14.53
ABB India,"8,188.95","7,400.00","7,984.25","7,178.35",805.90,11.23
Hind Zinc,586.00,506.80,579.10,525.50,53.60,10.2
Hitachi Energy,"9,549.15","8,761.40","9,440.95","8,761.40",679.55,7.76
Siemens,"6,666.00","6,218.55","6,620.10","6,168.15",451.95,7.33
Tejas Networks,"1,219.00","1,088.45","1,199.85","1,119.45",80.40,7.18
UPL,540.00,502.45,534.10,501.90,32.20,6.42
Dr Lal PathLab,"2,540.00","2,417.00","2,494.30","2,347.90",146.40,6.24
C. E. Info Syst,"1,979.80","1,750.45","1,915.00","1,803.05",111.95,6.21
Motilal Oswal,"2,291.00","2,166.65","2,268.45","2,147.40",121.05,5.64
Cipla,"1,425.95","1,369.55","1,414.65","1,339.55",75.10,5.61
Cera Sanitary,"7,149.70","6,703.00","7,119.40","6,744.35",375.05,5.56
M&M Financial,265.50,251.30,263.75,250.55,13.20,5.27
Welspun Corp,587.70,561.80,583.65,555.15,28.50,5.13
Lupin,"1,698.00","1,604.00","1,688.60","1,608.55",80.05,4.98
Phoenix Mills,"3,019.80","2,835.05","2,997.85","2,857.95",139.90,4.9
Metropolis,"1,840.00","1,715.90","1,831.00","1,747.85",83.15,4.76
Polycab,"6,468.90","6,222.25","6,430.90","6,155.65",275.25,4.47
Aurobindo Pharm,"1,185.50","1,117.00","1,177.60","1,127.55",50.05,4.44
Metro Brands,"1,085.50","1,025.65","1,079.80","1,037.35",42.45,4.09
Asian Paints,"2,895.00","2,754.10","2,879.25","2,771.25",108.00,3.9
PB Fintech,"1,254.15","1,192.65","1,246.50","1,202.25",44.25,3.68
BHEL,286.30,267.30,283.30,274.30,9.00,3.28
Bombay Burmah,"1,563.70","1,477.40","1,553.70","1,505.65",48.05,3.19
Gland,"1,770.00","1,685.00","1,764.40","1,710.00",54.40,3.18
Adani Ports,"1,313.00","1,261.65","1,306.40","1,266.75",39.65,3.13
Grindwell Norto,"2,242.20","2,055.65","2,231.25","2,163.80",67.45,3.12
Divis Labs,"3,933.20","3,724.00","3,911.50","3,793.50",118.00,3.11
