company_name,high,low,last_price,prev_close,change,percent_gain
Sharda Crop,565.00,501.75,556.05,501.80,54.25,10.81
Aegis Logistics,351.50,320.80,346.70,318.10,28.6,8.99
Sterling Wilson,320.25,293.50,318.60,294.40,24.2,8.22
Mahindra CIE,499.00,460.05,492.20,458.80,33.4,7.28
Capri Global,778.00,708.05,760.05,710.05,50,7.04
Suzlon Energy,12.40,11.35,12.20,11.40,0.8,7.02
Fert and Chem,336.80,310.75,332.20,312.00,20.2,6.47
Shyam Metalics,321.00,295.00,311.20,293.90,17.3,5.89
Jindal Stainles,302.00,284.15,300.55,284.25,16.3,5.73
JSW Energy,265.00,250.30,263.35,249.60,13.75,5.51
Krishna Inst.,"1,625.00","1,542.00","1,619.90","1,541.65",78.25,5.08
Edelweiss,40.45,40.45,40.45,38.55,1.9,4.93
Brightcom Group,20.50,19.10,20.50,19.55,0.95,4.86
Angel One,"1,455.00","1,380.05","1,445.65","1,381.15",64.5,4.67
Ambuja Cements,460.95,440.00,459.15,439.05,20.1,4.58
Wockhardt,183.90,168.00,176.00,168.30,7.7,4.58
Prism Johnson,131.40,122.05,127.85,122.55,5.3,4.32
Laxmi Organic,272.95,260.50,271.35,260.55,10.8,4.15
Mazagon Dock,"1,062.00","1,009.00","1,027.00",986.10,40.9,4.15
Symphony,893.95,849.05,884.85,849.90,34.95,4.11
PB Fintech,628.65,597.70,624.05,599.85,24.2,4.03
Torrent Power,615.00,585.55,612.20,588.55,23.65,4.02
Go Fashion,"1,184.00","1,134.25","1,176.15","1,131.35",44.8,3.96
Hindustan Aeron,"3,440.00","3,289.00","3,413.10","3,283.50",129.6,3.95
Shree Cements,"25,857.95","24,777.05","25,793.80","24,820.05",973.75,3.92
Triveni Turbine,402.85,386.00,399.85,385.20,14.65,3.8
Bharat Dynamics,"1,199.95","1,135.00","1,191.25","1,147.80",43.45,3.79
Fine Organics,"4,975.20","4,775.95","4,946.00","4,769.65",176.35,3.7
UTI AMC,740.00,708.85,731.10,706.00,25.1,3.56
Motilal Oswal,666.00,645.05,662.85,641.20,21.65,3.38
Macrotech Dev,582.00,550.10,573.95,556.35,17.6,3.16
Ipca Labs,753.00,719.55,748.05,725.30,22.75,3.14
Zydus Wellness,"1,515.00","1,470.00","1,510.65","1,466.70",43.95,3
Tanla Platforms,811.70,775.10,805.40,782.20,23.2,2.97
Allcargo,286.60,275.80,284.40,276.30,8.1,2.93
UltraTechCement,"8,120.00","7,888.00","8,109.55","7,882.00",227.55,2.89
TVS Motor,"1,339.00","1,286.00","1,332.00","1,294.70",37.3,2.88
Hitachi Energy,"3,999.00","3,851.25","3,984.65","3,874.40",110.25,2.85
RITES,388.80,371.55,382.20,371.65,10.55,2.84
Galaxy Surfacta,"2,633.60","2,575.05","2,622.55","2,551.00",71.55,2.8
Orient Electric,244.00,234.55,243.35,237.00,6.35,2.68
Oberoi Realty,991.95,958.00,985.15,959.70,25.45,2.65
Fortis Health,282.55,274.30,281.70,274.45,7.25,2.64
C. E. Info Syst,"1,176.90","1,113.25","1,138.10","1,109.05",29.05,2.62
Aster DM Health,272.00,263.55,269.65,262.80,6.85,2.61
Rashtriya Chem,108.80,105.60,108.35,105.65,2.7,2.56
ACC,"1,864.00","1,815.00","1,856.30","1,810.45",45.85,2.53
Sun Pharma Adv,193.60,188.30,192.90,188.15,4.75,2.52
TTK Prestige,697.00,677.55,692.05,675.05,17,2.52
Rail Vikas,121.00,116.90,119.85,116.95,2.9,2.48
Redington,185.90,180.60,184.95,180.50,4.45,2.47
Cochin Shipyard,582.65,554.15,572.35,558.90,13.45,2.41
Latent View,349.20,338.50,347.05,339.10,7.95,2.34
3M India,"27,497.00","26,576.00","27,423.60","26,804.20",619.4,2.31
Ajanta Pharma,"1,439.00","1,372.50","1,410.90","1,379.35",31.55,2.29
HINDPETRO,263.25,256.60,262.35,256.50,5.85,2.28
Sudarshan Chem,501.75,479.75,498.30,487.30,11,2.26
Varroc Engineer,319.30,301.55,314.10,307.15,6.95,2.26
ICICI Prudentia,498.30,482.65,496.70,485.75,10.95,2.25
SKF India,"4,685.55","4,530.05","4,644.85","4,542.90",101.95,2.24
