company_name,high,low,last_price,prev_close,change,percent_gain
Castrol,186.00,164.20,182.55,162.55,20,12.3
NLC India,254.75,225.80,250.20,223.90,26.3,11.75
Alkyl Amines,"2,606.65","2,314.70","2,570.90","2,304.85",266.05,11.54
Bombay Burmah,"1,499.00","1,322.40","1,468.70","1,328.40",140.3,10.56
Balaji Amines,"2,650.00","2,395.50","2,614.60","2,365.20",249.4,10.54
Bharat Dynamics,"1,726.95","1,580.30","1,694.80","1,571.25",123.55,7.86
Mazagon Dock,"2,332.00","2,125.05","2,287.85","2,121.40",166.45,7.85
Tata Chemicals,"1,102.00","1,020.70","1,094.25","1,022.05",72.2,7.06
Aarti Ind,635.00,599.40,633.10,598.55,34.55,5.77
Cochin Shipyard,"1,390.00","1,292.65","1,374.50","1,301.40",73.1,5.62
NOCIL,280.00,260.90,277.95,263.55,14.4,5.46
Fine Organics,"4,875.00","4,609.45","4,837.90","4,599.95",237.95,5.17
Guj Alkali,799.00,752.35,789.35,751.45,37.9,5.04
Laurus Labs,436.70,415.85,435.45,414.55,20.9,5.04
HFCL,86.70,82.65,85.80,82.00,3.8,4.63
Divis Labs,"3,897.00","3,694.00","3,863.50","3,694.95",168.55,4.56
Greenpanel Ind,386.40,368.15,385.15,368.95,16.2,4.39
Adani Green Ene,"1,632.00","1,551.55","1,600.20","1,533.10",67.1,4.38
Hindustan Aeron,"2,829.95","2,701.25","2,820.65","2,703.70",116.95,4.33
Hindustan Aeron,"2,829.95","2,701.25","2,820.65","2,703.70",116.95,4.33
RITES,514.70,490.00,508.10,487.20,20.9,4.29
Bharat Elec,184.50,178.00,181.95,174.80,7.15,4.09
Epigral,946.80,900.50,937.00,900.30,36.7,4.08
HINDPETRO,392.00,366.80,384.15,369.30,14.85,4.02
Max Healthcare,680.00,651.40,674.85,648.90,25.95,4
India Cements,262.40,249.25,261.30,251.45,9.85,3.92
Deepak Nitrite,"2,487.75","2,379.45","2,472.40","2,379.45",92.95,3.91
Laxmi Organic,290.50,278.45,289.10,278.60,10.5,3.77
Graphite India,549.50,526.50,545.50,526.65,18.85,3.58
CESC,124.60,119.05,123.40,119.15,4.25,3.57
IOC,128.50,123.60,128.05,123.70,4.35,3.52
IIFL Finance,594.80,566.75,592.40,572.60,19.8,3.46
Hero Motocorp,"4,079.00","3,935.10","4,067.45","3,935.70",131.75,3.35
GSFC,232.65,222.00,231.55,224.10,7.45,3.32
NMDC,204.95,194.85,201.85,195.40,6.45,3.3
Network 18,92.30,88.00,88.85,86.10,2.75,3.19
Chambal Fert,372.30,359.15,371.15,359.80,11.35,3.15
Hikal,314.80,304.05,313.25,303.95,9.3,3.06
REC,422.70,405.25,419.00,406.60,12.4,3.05
Rashtriya Chem,157.40,150.70,156.55,151.95,4.6,3.03
Solar Ind,"6,825.00","6,596.65","6,793.15","6,594.90",198.25,3.01
Hind Copper,238.25,229.00,233.25,226.60,6.65,2.93
Kalyan Jeweller,345.00,335.80,343.30,333.70,9.6,2.88
Granules India,399.00,386.55,396.65,385.80,10.85,2.81
IFB Industries,955.00,905.50,933.50,908.15,25.35,2.79
Welspun Corp,548.00,520.30,545.10,530.55,14.55,2.74
BEML,"2,898.40","2,762.95","2,879.85","2,804.15",75.7,2.7
Torrent Pharma,"2,289.65","2,223.00","2,282.30","2,222.50",59.8,2.69
GNFC,754.00,727.00,750.70,731.20,19.5,2.67
Coromandel Int,"1,266.35","1,227.35","1,263.20","1,231.05",32.15,2.61
IEX,157.30,151.55,156.40,152.55,3.85,2.52
Eris Life,914.00,886.95,907.70,885.70,22,2.48
