company_name,high,low,last_price,prev_close,change,percent_gain
MMTC Ltd,102.60,84.96,102.60,85.50,17.10,20
Avanti Feeds,764.40,652.10,734.75,645.35,89.40,13.85
IDBI Bank,98.60,85.72,97.50,86.42,11.08,12.82
Castrol,274.80,245.27,270.55,246.60,23.95,9.71
HBL Power,653.75,608.20,648.55,593.65,54.90,9.25
ICICI Prudentia,697.50,634.95,694.25,638.40,55.85,8.75
DOMS Industries,"2,539.45","2,275.00","2,494.00","2,298.75",195.25,8.49
BSE Limited,"2,435.00","2,243.60","2,413.50","2,226.30",187.20,8.41
Alembic Pharma,"1,192.95","1,072.90","1,175.40","1,084.95",90.45,8.34
Borosil Renew,569.70,533.00,560.20,518.00,42.20,8.15
Sonata,752.40,680.10,737.65,683.50,54.15,7.92
Deepak Fert,847.45,793.50,842.15,783.40,58.75,7.5
Nuvama Wealth,"5,299.95","4,871.20","5,261.45","4,896.00",365.45,7.46
Prestige Estate,"1,900.00","1,755.75","1,887.75","1,762.25",125.50,7.12
MRPL,220.00,203.29,217.78,203.38,14.40,7.08
NLC India,287.46,261.69,284.03,265.49,18.54,6.98
LIC India,"1,170.00","1,088.15","1,160.55","1,086.65",73.90,6.8
Inox Wind,161.00,148.22,160.08,149.98,10.10,6.73
Alok Industries,27.27,25.35,27.07,25.37,1.70,6.7
Piramal Pharma,168.00,156.01,166.55,156.18,10.37,6.64
Chalet Hotels,865.35,798.25,857.60,805.55,52.05,6.46
Quess Corp,706.45,653.20,686.40,645.75,40.65,6.3
Kalyan Jeweller,633.60,555.45,587.25,552.75,34.50,6.24
HFCL,120.70,112.25,119.46,112.53,6.93,6.16
HEG,"2,178.00","2,012.05","2,133.70","2,010.80",122.90,6.11
Max Financial,"1,098.00","1,026.20","1,094.00","1,031.70",62.30,6.04
Archean Chem,747.40,691.50,741.55,699.60,41.95,6
Campus Active,309.40,285.40,303.75,286.65,17.10,5.97
Schaeffler Ind,"4,166.70","3,956.60","4,126.30","3,896.20",230.10,5.91
PCBL,294.00,273.85,291.85,276.10,15.75,5.7
Triveni Engg,415.50,392.00,413.60,391.50,22.10,5.64
Hitachi Energy,"12,202.80","11,410.10","12,030.30","11,396.80",633.50,5.56
Petronet LNG,358.35,333.60,350.60,333.55,17.05,5.11
Jai Balaji Ind,860.05,819.10,860.05,819.10,40.95,5
Raymond,"1,986.90","1,888.00","1,986.90","1,892.30",94.60,5
Suzlon Energy,60.72,59.63,60.72,57.83,2.89,5
Swan Energy,702.55,672.50,702.55,669.10,33.45,5
Aegis Logistics,880.00,835.00,874.95,834.20,40.75,4.88
KNR Construct,386.95,365.80,375.80,358.45,17.35,4.84
