company_name,high,low,last_price,prev_close,change,percent_gain
REC,557.85,510.65,553.90,507.15,46.75,9.22
Raymond,"2,333.00","2,113.25","2,294.55","2,103.35",191.20,9.09
Chola Invest.,"1,309.80","1,206.00","1,301.60","1,193.30",108.30,9.08
KFin Tech,822.00,748.35,815.95,749.95,66.00,8.8
Indiamart Inter,"2,908.25","2,702.00","2,861.05","2,643.90",217.15,8.21
HINDPETRO,536.75,504.50,533.50,495.40,38.10,7.69
Welspun Corp,608.70,565.00,605.20,564.35,40.85,7.24
Chola Fin Hold,"1,150.70","1,083.05","1,143.05","1,076.80",66.25,6.15
Power Finance,476.75,443.15,467.85,441.55,26.30,5.96
Carborundum,"1,550.00","1,425.95","1,506.60","1,422.30",84.30,5.93
HBL Power,544.50,505.00,540.70,512.00,28.70,5.61
Trent,"4,676.70","4,395.10","4,646.70","4,409.90",236.80,5.37
Avanti Feeds,585.00,532.60,558.20,532.50,25.70,4.83
Ashok Leyland,201.95,194.50,201.35,192.65,8.70,4.52
BPCL,637.05,614.50,634.65,607.35,27.30,4.49
Bosch,"30,899.95","29,356.05","30,670.45","29,356.05","1,314.40",4.48
Sanofi India,"8,700.00","8,383.00","8,677.75","8,325.55",352.20,4.23
Biocon,313.05,296.50,310.90,298.55,12.35,4.14
Triveni Turbine,581.90,535.95,559.60,537.55,22.05,4.1
BHEL,300.25,282.15,292.70,281.70,11.00,3.9
Power Grid Corp,317.25,301.85,313.60,301.85,11.75,3.89
Jindal Stainles,739.90,707.45,734.20,706.95,27.25,3.85
Sobha,"1,855.00","1,757.00","1,843.10","1,776.75",66.35,3.73
CESC,155.50,146.95,152.70,147.35,5.35,3.63
Zydus Life,992.00,951.05,988.00,953.55,34.45,3.61
Escorts Kubota,"3,491.85","3,331.10","3,479.80","3,358.55",121.25,3.61
RITES,711.80,686.00,708.50,684.05,24.45,3.57
GMR Airports,88.80,83.50,88.15,85.15,3.00,3.52
Birla Corp,"1,496.00","1,439.05","1,492.70","1,442.15",50.55,3.51
Asian Paints,"2,988.00","2,875.10","2,975.40","2,875.90",99.50,3.46
Dabur India,536.05,508.00,525.30,507.75,17.55,3.46
CAMS,"3,316.05","3,210.05","3,309.55","3,202.70",106.85,3.34
Federal Bank,170.30,162.85,168.00,162.60,5.40,3.32
Petronet LNG,322.45,305.90,320.75,310.55,10.20,3.28
Vedanta,413.90,397.30,410.80,397.85,12.95,3.25
CenturyPlyboard,660.00,633.10,658.00,637.35,20.65,3.24
Interglobe Avi,"4,122.90","3,970.10","4,108.25","3,982.30",125.95,3.16
Oberoi Realty,"1,536.50","1,456.30","1,529.35","1,483.35",46.00,3.1
HFCL,104.40,100.05,103.60,100.50,3.10,3.08
Ujjivan Small,55.90,53.50,55.25,53.65,1.60,2.98
JBM Auto,"1,990.00","1,901.35","1,959.80","1,904.50",55.30,2.9
Motilal Oswal,"2,488.00","2,385.05","2,442.55","2,376.90",65.65,2.76
Berger Paints,526.00,510.90,522.45,508.55,13.90,2.73
IOC,174.60,168.25,173.40,168.85,4.55,2.69
Tata Chemicals,"1,110.95","1,065.10","1,100.65","1,072.15",28.50,2.66
Schneider Infra,835.50,794.55,828.75,807.40,21.35,2.64
RBL Bank,268.25,259.25,267.05,260.30,6.75,2.59
Varun Beverages,"1,526.70","1,474.00","1,516.80","1,479.45",37.35,2.52
Varun Beverages,"1,526.70","1,474.00","1,516.80","1,479.45",37.35,2.52
IRB Infra,70.95,67.55,69.70,68.00,1.70,2.5
IRB Infra,70.95,67.55,69.70,68.00,1.70,2.5
BSE Limited,"2,900.00","2,830.00","2,858.75","2,790.15",68.60,2.46
Linde India,"8,579.45","8,182.30","8,455.00","8,255.80",199.20,2.41
Bajaj Auto,"9,146.45","8,826.10","9,110.65","8,903.65",207.00,2.32
KSB Pumps,"4,650.00","4,478.00","4,613.80","4,512.00",101.80,2.26
Sundaram Fin,"4,959.00","4,768.60","4,853.25","4,745.95",107.30,2.26
Kansai Nerolac,288.00,280.00,286.05,279.75,6.30,2.25
Polycab,"5,804.00","5,691.00","5,792.50","5,666.55",125.95,2.22
Container Corp,"1,055.55","1,028.60","1,050.50","1,028.00",22.50,2.19
