company_name,high,low,last_price,prev_close,change,percent_gain
Endurance Techn,"2,318.80","1,932.00","2,116.45","1,932.35",184.10,9.53
Sun Pharma Adv,423.35,385.00,420.55,384.90,35.65,9.26
Finolex Ind,240.00,221.00,237.35,218.30,19.05,8.73
CreditAccess Gr,"1,744.80","1,597.00","1,729.10","1,595.70",133.40,8.36
Olectra Greente,"1,493.30","1,344.00","1,452.80","1,349.05",103.75,7.69
BEML,"3,145.00","2,920.05","3,095.75","2,888.45",207.30,7.18
Swan Energy,566.40,530.60,560.25,524.40,35.85,6.84
Trident,41.60,37.95,40.90,38.30,2.60,6.79
Motherson SWI,66.00,62.10,65.65,62.00,3.65,5.89
Rattanindia Ent,88.00,80.80,86.00,81.60,4.40,5.39
Tube Investment,"3,824.00","3,559.65","3,751.05","3,559.65",191.40,5.38
Phoenix Mills,"2,598.00","2,369.00","2,488.85","2,364.50",124.35,5.26
APL Apollo,"1,551.00","1,454.15","1,523.75","1,450.85",72.90,5.02
Suzlon Energy,40.60,38.70,40.60,38.70,1.90,4.91
Angel One,"3,772.80","3,605.00","3,744.10","3,582.05",162.05,4.52
ICICI Securitie,762.00,727.40,757.45,725.95,31.50,4.34
NHPC,75.30,70.00,71.95,69.05,2.90,4.2
Aster DM Health,430.00,405.00,417.45,401.60,15.85,3.95
Birlasoft,717.20,689.60,714.35,687.50,26.85,3.91
Poly Medicure,"1,492.00","1,435.10","1,487.00","1,434.90",52.10,3.63
Lakshmi Machine,"14,274.90","13,652.20","14,141.45","13,649.80",491.65,3.6
Schaeffler Ind,"3,249.95","3,108.00","3,225.95","3,114.10",111.85,3.59
V-Mart Retail,"2,210.00","2,122.05","2,197.00","2,125.05",71.95,3.39
Hindustan Aeron,"3,079.00","2,965.10","2,998.85","2,904.25",94.60,3.26
Hindustan Aeron,"3,079.00","2,965.10","2,998.85","2,904.25",94.60,3.26
Bharat Dynamics,"1,759.00","1,694.95","1,737.30","1,682.95",54.35,3.23
Yes Bank,24.30,23.25,24.00,23.25,0.75,3.23
Indiabulls Real,102.40,95.20,97.35,94.35,3.00,3.18
Narayana Hruda,"1,224.90","1,183.75","1,217.45","1,179.90",37.55,3.18
Info Edge,"5,290.00","5,085.05","5,246.15","5,085.50",160.65,3.16
Kajaria Ceramic,"1,346.70","1,310.00","1,343.45","1,302.40",41.05,3.15
