company_name,high,low,last_price,prev_close,change,percent_gain
TVS Supply,150.00,125.30,145.82,131.73,14.09,10.7
Ashok Leyland,220.90,199.65,219.35,203.71,15.64,7.68
Campus Active,288.00,260.85,282.05,262.30,19.75,7.53
Godfrey Phillip,"5,585.85","4,835.55","5,463.00","5,125.95",337.05,6.58
SAIL,106.07,99.15,105.75,100.02,5.73,5.73
Inox Wind,177.54,164.05,175.74,166.33,9.41,5.66
Blue Star,"2,006.00","1,813.70","1,995.05","1,888.80",106.25,5.63
HBL Eng,514.85,462.15,507.45,481.95,25.5,5.29
Engineers India,171.00,148.63,168.87,161.00,7.87,4.89
Godrej Agrovet,757.00,694.05,754.45,719.95,34.5,4.79
CAMS,"3,552.95","3,301.05","3,528.00","3,378.35",149.65,4.43
SBI Card,819.70,771.45,816.40,784.35,32.05,4.09
Aegis Logistics,809.00,723.55,794.25,763.95,30.3,3.97
Union Bank,115.39,109.30,114.98,110.61,4.37,3.95
SBFC Finance,85.15,80.02,84.64,81.43,3.21,3.94
Angel One,"2,380.00","2,195.00","2,348.60","2,260.50",88.1,3.9
Motilal Oswal,658.90,602.65,655.00,631.35,23.65,3.75
NALCO,191.96,183.32,189.68,183.31,6.37,3.47
PB Fintech,"1,611.85","1,487.50","1,592.75","1,539.30",53.45,3.47
Schneider Infra,702.00,653.00,685.55,662.55,23,3.47
Triveni Turbine,582.50,546.55,575.80,556.85,18.95,3.4
Adani Energy,760.00,728.65,756.80,732.05,24.75,3.38
Emami,562.65,531.95,558.70,540.50,18.2,3.37
BSE Limited,"5,435.00","5,044.10","5,355.30","5,187.15",168.15,3.24
Chola Invest.,"1,358.50","1,302.00","1,351.85","1,310.30",41.55,3.17
Bajaj Holdings,"11,994.60","11,250.00","11,877.10","11,513.60",363.5,3.16
FSN E-Co Nykaa,173.63,164.40,171.93,166.83,5.1,3.06
JK Bank,100.43,94.92,99.72,96.88,2.84,2.93
Max Financial,"1,105.75","1,029.60","1,090.80","1,060.30",30.5,2.88
Sundaram Fin,"4,532.65","4,345.05","4,471.15","4,351.50",119.65,2.75
Varun Beverages,536.80,517.10,534.50,520.35,14.15,2.72
Varun Beverages,536.80,517.10,534.50,520.35,14.15,2.72
Varun Beverages,536.80,517.10,534.50,520.35,14.15,2.72
Elgi Equipments,575.00,530.00,550.40,536.25,14.15,2.64
Bajaj Finserv,"1,800.85","1,727.25","1,788.70","1,744.85",43.85,2.51
Bajaj Finserv,"1,800.85","1,727.25","1,788.70","1,744.85",43.85,2.51
Jupiter Wagons,335.85,301.05,325.70,317.95,7.75,2.44
Polycab,"5,706.00","5,374.00","5,641.30","5,508.05",133.25,2.42
SBI Life Insura,"1,466.95","1,407.50","1,452.15","1,419.00",33.15,2.34
NMDC,63.42,60.14,62.91,61.50,1.41,2.29
Narayana Hruda,"1,387.60","1,312.20","1,381.15","1,350.60",30.55,2.26
Nippon,558.75,516.05,553.00,540.85,12.15,2.25
Vardhman Text,438.90,413.55,437.45,428.15,9.3,2.17
ITI,295.00,268.00,288.20,282.10,6.1,2.16
Gujarat Fluoro,"3,859.90","3,601.05","3,841.15","3,761.25",79.9,2.12
Kaynes Tech,"4,288.00","3,961.05","4,182.45","4,096.45",86,2.1
Piramal Enter,984.70,921.00,978.40,959.35,19.05,1.99
Honasa Consumer,208.57,197.51,204.71,200.89,3.82,1.9
Gland,"1,512.00","1,411.10","1,478.75","1,451.75",27,1.86
Berger Paints,492.80,469.35,484.70,475.90,8.8,1.85
eClerx Services,"3,246.00","2,930.00","3,093.40","3,038.40",55,1.81
Quess Corp,623.95,600.05,620.40,609.80,10.6,1.74
HDFC Life,636.90,608.15,629.15,618.60,10.55,1.71
United Brewerie,"2,098.50","2,032.05","2,057.30","2,023.30",34,1.68
Tata Steel,133.29,128.31,132.28,130.11,2.17,1.67
