company_name,high,low,last_price,prev_close,change,percent_gain
Kalyan Jeweller,594.00,505.10,563.80,502.90,60.90,12.11
Aegis Logistics,778.00,666.35,758.75,677.75,81.00,11.95
Techno Electric,"1,126.50","1,002.90","1,107.45",991.75,115.70,11.67
Nuvama Wealth,"5,838.55","5,160.00","5,695.00","5,108.65",586.35,11.48
Jindal Saw,255.80,236.05,254.65,233.80,20.85,8.92
Jindal Saw,255.80,236.05,254.65,233.80,20.85,8.92
ABB India,"5,650.00","5,265.00","5,629.55","5,197.35",432.20,8.32
NLC India,237.40,222.20,227.74,211.34,16.40,7.76
Sundaram Fin,"4,721.20","4,336.65","4,637.50","4,311.70",325.80,7.56
NCC,235.35,220.55,233.35,217.10,16.25,7.49
Westlife Food,893.35,785.00,880.60,825.85,54.75,6.63
Castrol,193.69,183.75,187.89,176.47,11.42,6.47
Graphite India,502.00,470.05,499.95,469.85,30.10,6.41
Natco Pharma,"1,241.70","1,165.60","1,235.45","1,161.65",73.80,6.35
Amber Enterpris,"6,975.00","6,556.00","6,918.75","6,528.40",390.35,5.98
Equitas Bank,71.79,67.39,71.32,67.39,3.93,5.83
Poly Medicure,"2,550.00","2,265.15","2,415.80","2,283.05",132.75,5.81
Hindustan Aeron,"3,738.90","3,580.00","3,729.75","3,528.55",201.20,5.7
Hindustan Aeron,"3,738.90","3,580.00","3,729.75","3,528.55",201.20,5.7
Cummins,"2,863.95","2,705.15","2,853.50","2,700.70",152.80,5.66
MOTHERSON,142.14,137.15,137.92,130.61,7.31,5.6
Shriram Finance,579.90,545.40,576.75,546.15,30.60,5.6
Shriram Finance,579.90,545.40,576.75,546.15,30.60,5.6
JSW Energy,473.00,446.00,469.70,445.65,24.05,5.4
REC,428.60,407.00,427.35,405.50,21.85,5.39
Latent View,456.55,433.25,451.60,428.65,22.95,5.35
BHEL,207.80,197.56,206.72,196.24,10.48,5.34
India Cements,281.40,254.60,279.80,265.65,14.15,5.33
Power Finance,405.80,392.30,405.10,385.20,19.90,5.17
Aditya Birla Re,"2,229.00","2,102.20","2,198.45","2,093.15",105.30,5.03
Manappuram Fin,206.15,196.49,205.54,195.75,9.79,5
Mastek,"2,694.55","2,550.75","2,678.90","2,555.45",123.45,4.83
Jio Financial,246.95,235.00,245.10,233.97,11.13,4.76
Jindal Stainles,625.25,600.00,622.55,595.00,27.55,4.63
Larsen,"3,449.00","3,307.25","3,439.15","3,289.20",149.95,4.56
Concord Biotech,"2,265.00","2,156.80","2,237.25","2,139.90",97.35,4.55
Laurus Labs,614.50,585.75,611.95,586.35,25.60,4.37
Union Bank,114.10,110.28,113.88,109.15,4.73,4.33
SAIL,107.27,103.70,106.68,102.27,4.41,4.31
Chola Invest.,"1,399.50","1,342.05","1,394.90","1,337.65",57.25,4.28
Minda Corp,582.95,555.00,580.55,556.80,23.75,4.27
UTI AMC,"1,072.90","1,025.25","1,061.00","1,018.60",42.40,4.16
UNO Minda,"1,003.90",970.80,"1,001.50",962.15,39.35,4.09
Aurobindo Pharm,"1,174.95","1,131.10","1,171.30","1,125.40",45.90,4.08
Jyoti CNC Auto,"1,047.10",994.35,"1,040.50","1,000.80",39.70,3.97
ABSL AMC,689.00,638.80,680.90,655.05,25.85,3.95
Lupin,"2,115.95","2,041.60","2,111.20","2,032.25",78.95,3.88
Inox Wind,175.90,162.01,168.01,161.80,6.21,3.84
Ashok Leyland,211.99,206.98,211.67,203.91,7.76,3.81
Indian Bank,543.60,523.00,540.25,520.40,19.85,3.81
Vedanta,443.00,428.70,437.70,421.70,16.00,3.79
Bharat Elec,286.00,275.90,284.50,274.15,10.35,3.78
Ambuja Cements,514.75,497.50,513.70,495.15,18.55,3.75
Siemens,"5,435.00","5,247.85","5,420.55","5,225.90",194.65,3.72
Krishna Inst.,643.55,604.00,639.95,617.05,22.90,3.71
Krishna Inst.,643.55,604.00,639.95,617.05,22.90,3.71
Adani Ports,"1,127.90","1,091.75","1,125.10","1,084.85",40.25,3.71
Caplin Labs,"2,173.60","2,045.65","2,106.90","2,031.80",75.10,3.7
Coromandel Int,"1,883.60","1,812.75","1,878.15","1,811.70",66.45,3.67
GNFC,578.80,558.20,577.00,556.55,20.45,3.67
Inox India,943.45,913.90,940.10,906.90,33.20,3.66
Chambal Fert,514.00,496.45,512.75,494.75,18.00,3.64
Vodafone Idea,9.61,9.09,9.40,9.07,0.33,3.64
Craftsman,"4,457.05","4,234.00","4,386.55","4,232.85",153.70,3.63
KFin Tech,"1,117.80","1,066.50","1,098.65","1,060.20",38.45,3.63
Divis Labs,"6,230.00","5,972.70","6,096.25","5,884.10",212.15,3.61
Valor Estate,162.66,153.52,157.75,152.30,5.45,3.58
Honasa Consumer,233.38,222.67,232.49,224.50,7.99,3.56
DOMS Industries,"2,657.85","2,475.00","2,636.85","2,547.70",89.15,3.5
Guj Mineral,318.75,308.00,317.00,306.30,10.70,3.49
CDSL,"1,293.95","1,258.10","1,290.50","1,247.05",43.45,3.48
Sona BLW,524.85,499.55,502.40,485.50,16.90,3.48
CAMS,"3,528.20","3,411.10","3,513.85","3,398.00",115.85,3.41
Sobha,"1,403.85","1,350.95","1,390.40","1,344.60",45.80,3.41
HUDCO,205.84,200.00,204.84,198.11,6.73,3.4
IndusInd Bank,"1,053.90","1,014.70","1,047.15","1,012.70",34.45,3.4
LIC Housing Fin,579.80,564.20,576.50,557.60,18.90,3.39
General Insuran,411.95,389.90,401.40,388.35,13.05,3.36
Tata Motors,713.35,693.75,710.55,687.45,23.10,3.36
Tata Motors,713.35,693.75,710.55,687.45,23.10,3.36
NALCO,197.49,191.41,195.88,189.53,6.35,3.35
Gujarat Fluoro,"3,737.00","3,609.55","3,721.30","3,601.35",119.95,3.33
Tejas Networks,894.80,855.00,879.85,852.00,27.85,3.27
Adani Energy,753.45,731.00,751.80,728.15,23.65,3.25
Finolex Ind,209.80,202.79,208.21,201.65,6.56,3.25
Supreme Ind,"4,046.50","3,881.90","3,991.95","3,866.20",125.75,3.25
Piramal Enter,"1,049.85","1,015.55","1,046.45","1,014.00",32.45,3.2
Ramco Cements,913.55,879.15,907.80,879.75,28.05,3.19
Reliance,"1,288.80","1,246.60","1,285.20","1,245.90",39.30,3.15
Just Dial,860.90,837.00,859.10,832.95,26.15,3.14
CG Power ,608.80,591.80,603.85,585.50,18.35,3.13
MCX India,"5,900.00","5,640.00","5,857.70","5,681.15",176.55,3.11
Dixon Technolog,"15,104.45","14,451.00","14,933.65","14,486.15",447.50,3.09
UltraTechCement,"11,547.85","11,112.15","11,519.15","11,174.65",344.50,3.08
Muthoot Finance,"2,247.10","2,169.95","2,239.00","2,172.45",66.55,3.06
HEG,377.45,363.20,373.05,362.00,11.05,3.05
HEG,377.45,363.20,373.05,362.00,11.05,3.05
Elecon Eng,499.95,472.65,494.95,480.35,14.60,3.04
Elecon Eng,499.95,472.65,494.95,480.35,14.60,3.04
Godrej Prop,"2,422.00","2,328.15","2,389.85","2,319.75",70.10,3.02
Sterling Wilson,325.00,312.05,321.40,312.05,9.35,3
CCL Products,688.45,660.35,678.15,658.55,19.60,2.98
Birla Corp,"1,182.95","1,119.55","1,173.30","1,139.85",33.45,2.93
Adani Wilmar,273.00,265.10,272.55,264.90,7.65,2.89
IOC,124.68,122.50,124.46,120.96,3.50,2.89
Bharat Forge,"1,199.10","1,159.95","1,171.90","1,139.10",32.80,2.88
Indian Renew,194.20,189.34,191.88,186.53,5.35,2.87
NHPC,79.15,76.75,78.91,76.73,2.18,2.84
Bank of India,109.49,104.90,106.86,103.92,2.94,2.83
BSE Limited,"5,593.65","5,451.95","5,565.35","5,415.40",149.95,2.77
Ipca Labs,"1,472.45","1,425.00","1,468.05","1,428.60",39.45,2.76
JK Bank,105.80,101.00,103.35,100.59,2.76,2.74
NMDC,64.45,62.85,63.99,62.29,1.70,2.73
Vedant Fashions,970.10,928.95,958.45,933.10,25.35,2.72
Asian Paints,"2,418.60","2,263.75","2,354.35","2,292.25",62.10,2.71
HINDPETRO,334.85,327.15,333.70,324.90,8.80,2.71
Lemon Tree,148.75,143.60,147.46,143.59,3.87,2.7
Oil India,406.95,396.80,405.45,394.80,10.65,2.7
J. K. Cement,"4,911.60","4,700.00","4,878.95","4,751.35",127.60,2.69
Motilal Oswal,649.40,624.70,642.45,625.65,16.80,2.69
Mahindra Life,413.85,392.15,408.20,397.55,10.65,2.68
Intellect Desig,817.00,795.25,814.00,792.75,21.25,2.68
Godrej Agrovet,793.00,753.15,782.05,761.75,20.30,2.66
Sammaan Capital,142.00,136.66,141.29,137.63,3.66,2.66
Glenmark,"1,458.65","1,414.50","1,451.55","1,414.45",37.10,2.62
Axis Bank,"1,017.10",987.80,"1,015.30",989.40,25.90,2.62
Granules India,573.50,560.00,570.90,556.45,14.45,2.6
Hind Copper,243.39,235.00,238.47,232.50,5.97,2.57
Suven Pharma,"1,142.20","1,072.45","1,134.45","1,106.00",28.45,2.57
BPCL,256.65,250.20,255.95,249.55,6.40,2.56
HDFC Bank,"1,725.80","1,680.05","1,720.90","1,678.00",42.90,2.56
Max Healthcare,"1,184.00","1,145.00","1,174.30","1,145.00",29.30,2.56
NBCC (India),93.90,91.25,93.06,90.76,2.30,2.53
NTPC,320.45,310.30,319.10,311.25,7.85,2.52
Solar Ind,"9,835.00","9,465.15","9,749.75","9,510.30",239.45,2.52
Engineers India,167.53,163.00,166.92,162.86,4.06,2.49
Canara Bank,93.15,91.35,92.84,90.61,2.23,2.46
Canara Bank,93.15,91.35,92.84,90.61,2.23,2.46
HCL Tech,"1,735.90","1,692.05","1,732.55","1,692.00",40.55,2.4
SBI,781.25,765.65,779.20,760.95,18.25,2.4
Hitachi Energy,"12,445.00","11,473.65","12,029.35","11,748.10",281.25,2.39
Bank of Baroda,214.50,210.11,212.89,207.99,4.90,2.36
Can Fin Homes,665.00,649.30,663.60,648.30,15.30,2.36
Bandhan Bank,151.70,147.25,151.01,147.56,3.45,2.34
Godawari Power,183.00,177.12,182.03,177.88,4.15,2.33
Godawari Power,183.00,177.12,182.03,177.88,4.15,2.33
Kotak Mahindra,"1,941.20","1,877.20","1,928.50","1,884.50",44.00,2.33
