company_name,high,low,last_price,prev_close,change,percent_gain
Cochin Shipyard,822.00,685.40,807.85,687.90,119.95,17.44
JBM Auto,"1,474.00","1,300.00","1,443.85","1,311.10",132.75,10.13
Olectra Greente,"1,236.10","1,125.00","1,222.15","1,123.75",98.4,8.76
Fert and Chem,460.50,413.15,455.20,418.60,36.6,8.74
IOB,32.95,30.00,32.65,30.35,2.3,7.58
Kalyan Jeweller,225.00,204.70,222.80,208.80,14,6.7
VIP Industries,712.70,646.30,707.25,664.65,42.6,6.41
Jubilant Pharmo,460.00,432.00,458.00,431.70,26.3,6.09
Rattanindia Ent,52.15,47.30,50.75,47.85,2.9,6.06
JSW Energy,369.90,352.10,368.00,347.25,20.75,5.98
Redington,159.00,148.50,158.15,149.50,8.65,5.79
JK Paper,353.70,332.15,352.35,333.20,19.15,5.75
Central Bank,35.40,32.75,35.15,33.35,1.8,5.4
Indiabulls Hsg,166.70,147.35,165.00,156.70,8.3,5.3
KEC Intl,649.80,611.00,646.60,614.05,32.55,5.3
Nazara,700.00,662.10,696.65,662.10,34.55,5.22
UNO Minda,624.90,581.60,613.80,584.10,29.7,5.08
Brightcom Group,25.25,25.25,25.25,24.05,1.2,4.99
Piramal Pharma,101.50,95.20,101.10,96.50,4.6,4.77
Swan Energy,281.80,269.35,273.95,261.80,12.15,4.64
Escorts Kubota,"2,713.95","2,546.60","2,702.90","2,590.95",111.95,4.32
Latent View,416.40,384.50,404.00,387.90,16.1,4.15
Macrotech Dev,716.00,683.75,713.25,686.25,27,3.93
Mazagon Dock,"1,976.00","1,864.00","1,935.70","1,863.10",72.6,3.9
Piramal Enter,"1,068.80","1,017.10","1,064.65","1,025.25",39.4,3.84
Tejas Networks,869.95,839.05,843.00,813.30,29.7,3.65
Apar Ind,"4,332.80","4,146.10","4,294.20","4,145.25",148.95,3.59
UCO Bank,30.75,28.90,30.40,29.35,1.05,3.58
Ceat,"2,365.65","2,245.05","2,336.90","2,256.65",80.25,3.56
Tanla Platforms,"1,142.35","1,101.05","1,135.65","1,099.40",36.25,3.3
Carborundum,"1,099.00","1,028.00","1,092.00","1,057.85",34.15,3.23
Capri Global,798.00,755.45,786.10,761.85,24.25,3.18
Vaibhav Global,390.45,371.90,389.45,377.65,11.8,3.12
Data Patterns,"2,175.00","2,100.00","2,164.85","2,099.65",65.2,3.11
KEI Industries,"2,366.80","2,223.00","2,345.65","2,278.95",66.7,2.93
P and G,"15,883.00","15,200.00","15,845.50","15,394.40",451.1,2.93
Lupin,"1,116.00","1,078.35","1,112.85","1,082.00",30.85,2.85
Oracle Fin Serv,"4,144.80","3,983.15","4,099.05","3,985.60",113.45,2.85
Jubilant Ing.,435.85,416.90,432.60,420.90,11.7,2.78
Jindal Stainles,417.45,400.10,415.10,404.00,11.1,2.75
MMTC Ltd,40.40,38.30,39.60,38.55,1.05,2.72
NOCIL,233.00,221.50,231.20,225.10,6.1,2.71
GE Shipping,766.95,725.15,752.10,732.95,19.15,2.61
EIH,211.95,205.05,211.35,206.05,5.3,2.57
Varun Beverages,903.00,856.25,890.35,868.15,22.2,2.56
Varun Beverages,903.00,856.25,890.35,868.15,22.2,2.56
Apollo Hospital,"4,953.95","4,754.10","4,941.90","4,820.85",121.05,2.51
Solar Ind,"4,290.50","4,150.00","4,264.55","4,162.25",102.3,2.46
Zydus Life,659.80,637.60,657.40,641.65,15.75,2.45
UltraTechCement,"8,265.00","7,987.65","8,251.90","8,054.30",197.6,2.45
KSB Pumps,"2,714.60","2,604.25","2,661.60","2,599.60",62,2.38
HDFC AMC,"2,559.55","2,467.05","2,553.20","2,494.70",58.5,2.34
Supreme Ind,"4,324.70","4,140.45","4,237.25","4,140.25",97,2.34
Oil India,287.00,273.75,285.85,279.35,6.5,2.33
Polycab,"4,870.00","4,733.30","4,853.75","4,744.70",109.05,2.3
Affle India,"1,095.00","1,060.00","1,091.85","1,067.60",24.25,2.27
NBCC (India),49.80,46.85,48.45,47.40,1.05,2.22
Suprajit Eng,412.00,393.05,409.70,400.85,8.85,2.21
Dixon Technolog,"4,770.00","4,585.00","4,753.10","4,651.25",101.85,2.19
Global Health,696.35,671.00,690.10,675.40,14.7,2.18
Indigo Paints,"1,558.55","1,495.00","1,551.50","1,518.60",32.9,2.17
Tata Inv Corp,"2,518.00","2,438.85","2,510.70","2,457.35",53.35,2.17
Zensar Tech,520.00,500.80,513.30,502.55,10.75,2.14
Network 18,63.30,60.95,62.55,61.25,1.3,2.12
Suven Pharma,526.50,505.00,520.25,509.50,10.75,2.11
Motherson SWI,61.05,58.65,60.65,59.40,1.25,2.1
NTPC,217.95,212.05,217.45,213.00,4.45,2.09
Craftsman,"4,916.00","4,775.70","4,887.75","4,790.80",96.95,2.02
Phoenix Mills,"1,760.00","1,718.65","1,751.15","1,717.15",34,1.98
Max Healthcare,538.85,512.65,532.00,521.70,10.3,1.97
Ajanta Pharma,"1,805.00","1,736.25","1,772.65","1,738.60",34.05,1.96
Patanjali Foods,"1,321.00","1,288.00","1,300.15","1,276.05",24.1,1.89
Tata Motors,621.35,597.30,618.75,607.35,11.4,1.88
Tata Motors,621.35,597.30,618.75,607.35,11.4,1.88
Fortis Health,320.95,310.90,319.70,313.85,5.85,1.86
PI Industries,"3,830.00","3,733.20","3,820.95","3,753.20",67.75,1.81
Infosys,"1,419.95","1,405.40","1,418.50","1,393.55",24.95,1.79
Union Bank,95.15,91.05,93.85,92.20,1.65,1.79
Colgate,"2,002.40","1,951.50","1,997.70","1,963.05",34.65,1.77
Godrej Ind,510.00,496.55,504.25,495.55,8.7,1.76
CRISIL,"3,909.90","3,780.00","3,887.15","3,820.25",66.9,1.75
CAMS,"2,506.80","2,440.00","2,497.20","2,454.45",42.75,1.74
Zee Entertain,279.70,270.10,276.00,271.40,4.6,1.69
Astral Ltd,"2,034.90","1,966.75","2,022.35","1,989.45",32.9,1.65
Bharat Dynamics,"1,179.85","1,124.95","1,141.95","1,123.55",18.4,1.64
CG Power ,413.65,401.00,408.30,401.70,6.6,1.64
Five-Star Busin,825.45,785.55,800.50,787.55,12.95,1.64
Tata Power,235.50,228.05,234.95,231.15,3.8,1.64
Borosil Renew,472.00,454.65,463.35,456.00,7.35,1.61
Archean Chem,552.00,535.05,547.55,539.15,8.4,1.56
M&M,"1,573.00","1,538.60","1,570.60","1,546.85",23.75,1.54
Medplus Health,912.00,893.05,903.75,890.20,13.55,1.52
DLF,479.60,465.30,478.05,470.95,7.1,1.51
Intellect Desig,731.00,696.65,715.00,704.40,10.6,1.5
Power Grid Corp,248.65,243.05,248.05,244.50,3.55,1.45
Max Financial,860.65,834.00,857.90,845.75,12.15,1.44
Laurus Labs,393.40,379.10,390.25,384.75,5.5,1.43
Syngene Intl,810.90,787.00,805.30,793.95,11.35,1.43
Linde India,"4,980.00","4,880.00","4,955.90","4,886.90",69,1.41
Trent,"1,967.00","1,906.40","1,956.55","1,929.60",26.95,1.4
IIFL Finance,575.45,556.40,568.45,560.70,7.75,1.38
Bayer CropScien,"4,810.00","4,692.50","4,778.35","4,716.05",62.3,1.32
NCC,158.50,155.00,156.80,154.80,2,1.29
EID Parry,467.90,458.00,465.05,459.15,5.9,1.28
Hikal,291.55,281.20,287.70,284.15,3.55,1.25
Aster DM Health,314.05,294.35,310.75,306.95,3.8,1.24
Trident,33.20,32.25,32.80,32.40,0.4,1.23
One 97 Paytm,881.00,855.80,874.45,863.80,10.65,1.23
Adani Trans,822.90,795.00,818.10,808.30,9.8,1.21
APTUS VALUE,274.35,267.05,271.70,268.45,3.25,1.21
Delhivery,422.60,412.50,420.10,415.20,4.9,1.18
Kansai Nerolac,333.00,318.75,325.35,321.60,3.75,1.17
Larsen,"2,695.00","2,652.05","2,691.05","2,659.90",31.15,1.17
Shyam Metalics,474.00,458.50,469.75,464.35,5.4,1.16
Bajaj Holdings,"7,430.00","7,250.00","7,383.80","7,300.10",83.7,1.15
GAIL,114.45,111.85,114.15,112.85,1.3,1.15
ITI,118.00,113.45,114.60,113.30,1.3,1.15
Sun Pharma Adv,231.95,226.00,231.00,228.40,2.6,1.14
GNFC,543.00,533.50,541.25,535.20,6.05,1.13
Jyothy Labs,328.00,321.00,325.35,321.70,3.65,1.13
Abbott India,"23,980.20","23,400.00","23,904.20","23,637.80",266.4,1.13
Welspun India,117.50,113.25,116.40,115.10,1.3,1.13
Rajesh Exports,529.95,521.45,525.90,520.05,5.85,1.12
Krishna Inst.,"1,928.30","1,882.00","1,899.70","1,878.80",20.9,1.11
Mastek,"2,199.90","2,120.75","2,159.05","2,135.45",23.6,1.11
V-Guard Ind,312.80,303.05,311.15,307.80,3.35,1.09
DCM Shriram,912.00,887.20,908.60,898.95,9.65,1.07
Vedanta,236.90,232.05,236.50,234.00,2.5,1.07
Maruti Suzuki,"9,437.75","9,254.15","9,419.55","9,321.65",97.9,1.05
Birla Corp,"1,102.25","1,060.55","1,091.75","1,080.55",11.2,1.04
HFCL,69.35,67.35,68.65,67.95,0.7,1.03
Rashtriya Chem,109.50,106.20,107.90,106.80,1.1,1.03
Triveni Turbine,395.00,390.10,392.95,389.00,3.95,1.02
Blue Dart,"6,475.00","6,327.30","6,442.70","6,378.40",64.3,1.01
Biocon,258.00,251.65,257.15,254.60,2.55,1
Suzlon Energy,20.50,20.05,20.25,20.05,0.2,1
Devyani Int,200.95,195.45,199.45,197.50,1.95,0.99
