company_name,high,low,last_price,prev_close,change,percent_gain
Castrol,217.00,199.20,215.25,200.73,14.52,7.23
Affle India,"1,752.00","1,595.05","1,736.20","1,619.25",116.95,7.22
Intellect Desig,768.20,717.10,764.10,717.00,47.10,6.57
Happiest Minds ,775.25,721.35,770.40,723.30,47.10,6.51
Dixon Technolog,"16,842.70","16,020.00","16,763.90","15,807.40",956.50,6.05
Kaynes Tech,"6,356.95","5,995.35","6,319.05","5,987.45",331.60,5.54
Anant Raj,714.65,674.25,710.50,673.45,37.05,5.5
Inox Wind,209.79,188.45,200.95,191.04,9.91,5.19
J. K. Cement,"4,510.00","4,260.00","4,495.65","4,278.25",217.40,5.08
IGL,344.65,326.30,343.55,327.05,16.50,5.05
Cochin Shipyard,"1,656.15","1,620.00","1,656.15","1,577.30",78.85,5
Cochin Shipyard,"1,656.15","1,620.00","1,656.15","1,577.30",78.85,5
Torrent Power,"1,619.80","1,506.80","1,586.30","1,510.70",75.60,5
Suzlon Energy,66.12,62.28,66.12,62.98,3.14,4.99
Oracle Fin Serv,"12,299.00","11,670.90","12,266.50","11,696.45",570.05,4.87
Godrej Prop,"2,910.50","2,763.80","2,901.40","2,776.15",125.25,4.51
Vardhman Text,501.15,474.00,497.15,476.10,21.05,4.42
JK Lakshmi Cem,822.00,774.00,812.75,779.75,33.00,4.23
Swan Energy,642.00,607.00,636.65,610.95,25.70,4.21
Prestige Estate,"1,735.00","1,615.90","1,718.25","1,650.55",67.70,4.1
Max Healthcare,"1,022.90",970.15,"1,019.20",979.75,39.45,4.03
UltraTechCement,"11,780.00","11,206.70","11,648.55","11,202.15",446.40,3.98
Voltas,"1,725.00","1,656.00","1,721.10","1,658.25",62.85,3.79
Mahanagar Gas,"1,242.25","1,186.20","1,236.50","1,191.75",44.75,3.75
Phoenix Mills,"1,724.60","1,651.10","1,717.75","1,656.25",61.50,3.71
MMTC Ltd,82.44,77.39,81.46,78.62,2.84,3.61
Ircon Internati,221.00,206.76,217.22,209.75,7.47,3.56
Ircon Internati,221.00,206.76,217.22,209.75,7.47,3.56
CAMS,"5,145.00","4,970.00","5,102.30","4,928.40",173.90,3.53
Action Const,"1,359.00","1,268.95","1,354.00","1,308.10",45.90,3.51
Apollo Hospital,"7,080.00","6,821.10","7,065.80","6,828.90",236.90,3.47
Bayer CropScien,"5,910.00","5,660.10","5,887.70","5,692.30",195.40,3.43
Grasim,"2,709.00","2,591.75","2,693.55","2,606.25",87.30,3.35
Dalmia Bharat,"1,894.05","1,835.10","1,879.75","1,820.35",59.40,3.26
Aditya Birla Re,"2,849.45","2,725.00","2,840.60","2,752.80",87.80,3.19
DLF,852.80,822.25,849.10,822.95,26.15,3.18
CG Power ,759.90,730.05,755.20,732.25,22.95,3.13
Oberoi Realty,"2,084.50","1,993.90","2,069.65","2,007.35",62.30,3.1
Motilal Oswal,950.00,909.10,946.10,919.25,26.85,2.92
Patanjali Foods,"1,884.95","1,810.00","1,863.15","1,810.30",52.85,2.92
Macrotech Dev,"1,316.80","1,246.00","1,289.55","1,253.20",36.35,2.9
Natco Pharma,"1,455.00","1,380.05","1,415.10","1,375.50",39.60,2.88
Biocon,380.00,368.05,375.35,365.15,10.20,2.79
Nuvoco Vistas,361.80,348.45,360.40,350.75,9.65,2.75
Welspun Living,157.70,151.49,156.70,152.50,4.20,2.75
Page Industries,"46,431.25","44,600.05","45,864.95","44,644.90","1,220.05",2.73
Shree Cements,"27,055.00","26,000.00","26,784.00","26,076.45",707.55,2.71
PB Fintech,"2,005.00","1,848.15","1,945.10","1,893.90",51.20,2.7
Fortis Health,683.00,649.00,676.95,659.20,17.75,2.69
Aditya Birla F,325.30,310.05,322.20,313.75,8.45,2.69
IRB Infra,55.74,52.89,54.82,53.39,1.43,2.68
IRB Infra,55.74,52.89,54.82,53.39,1.43,2.68
Concord Biotech,"2,208.45","2,129.90","2,184.25","2,127.50",56.75,2.67
360 ONE WAM,"1,150.00","1,094.00","1,144.60","1,115.05",29.55,2.65
360 ONE WAM,"1,150.00","1,094.00","1,144.60","1,115.05",29.55,2.65
Jyoti CNC Auto,"1,288.95","1,221.00","1,274.80","1,242.15",32.65,2.63
Supreme Ind,"4,805.00","4,595.00","4,772.65","4,651.10",121.55,2.61
