company_name,high,low,last_price,prev_close,change,percent_gain
Tejas Networks,"1,312.95","1,165.00","1,290.45","1,151.05",139.4,12.11
HFCL,139.79,124.30,137.90,123.65,14.25,11.52
Jubilant Ing.,679.50,610.45,670.50,605.45,65.05,10.74
Sterlite Techno,144.70,132.30,143.84,132.19,11.65,8.81
RamkrishnaForge,939.00,879.35,931.70,860.85,70.85,8.23
Oil India,624.90,585.60,617.80,571.30,46.5,8.14
ONGC,330.95,312.00,329.10,306.10,23,7.51
Piramal Pharma,180.90,169.01,179.34,167.73,11.61,6.92
Bikaji Foods,794.45,738.95,786.35,735.80,50.55,6.87
TV18 Broadcast,46.80,44.68,46.39,43.43,2.96,6.82
Deepak Fert,"1,018.95",953.80,"1,012.50",948.65,63.85,6.73
Avanti Feeds,688.85,645.10,682.35,639.45,42.9,6.71
Zomato,267.60,251.81,265.67,249.08,16.59,6.66
CAMS,"4,214.00","3,980.00","4,133.95","3,880.15",253.8,6.54
HBL Power,617.50,581.15,613.40,576.00,37.4,6.49
Cummins,"3,815.80","3,452.00","3,748.55","3,522.10",226.45,6.43
Coal India,532.80,507.70,531.50,499.60,31.9,6.39
Adani Wilmar,391.45,367.15,387.15,364.40,22.75,6.24
NLC India,277.95,255.55,270.15,254.35,15.8,6.21
Jindal Saw,651.35,597.50,638.35,602.20,36.15,6
BHEL,305.60,292.30,304.60,287.55,17.05,5.93
Jio Financial,337.20,313.30,329.75,311.35,18.4,5.91
Castrol,258.50,245.95,255.85,241.85,14,5.79
Shyam Metalics,740.80,700.95,737.00,696.65,40.35,5.79
Nippon,636.50,604.30,635.30,601.25,34.05,5.66
PB Fintech,"1,551.95","1,432.00","1,513.50","1,434.85",78.65,5.48
ABB India,"7,915.00","7,470.35","7,870.40","7,465.70",404.7,5.42
Ajanta Pharma,"2,965.00","2,800.00","2,939.60","2,788.45",151.15,5.42
GMR Airports,97.31,93.71,96.98,92.09,4.89,5.31
KNR Construct,375.30,353.45,372.15,353.45,18.7,5.29
Tanla Platforms,946.30,898.60,938.00,891.20,46.8,5.25
ITI,296.45,281.50,294.25,279.85,14.4,5.15
Ircon Internati,276.40,261.55,274.45,261.05,13.4,5.13
Ircon Internati,276.40,261.55,274.45,261.05,13.4,5.13
Chambal Fert,519.45,497.65,517.20,492.00,25.2,5.12
CHEMPLAST SANMA,567.65,545.95,561.80,534.70,27.1,5.07
Elecon Eng,601.90,564.05,593.70,565.05,28.65,5.07
Elecon Eng,601.90,564.05,593.70,565.05,28.65,5.07
Balrampur Chini,493.80,471.90,492.15,468.45,23.7,5.06
Hindustan Aeron,"4,749.00","4,570.00","4,740.45","4,514.30",226.15,5.01
Hindustan Aeron,"4,749.00","4,570.00","4,740.45","4,514.30",226.15,5.01
