company_name,high,low,last_price,prev_close,change,percent_gain
Bharat Forge,"1,474.40","1,209.15","1,405.15","1,239.95",165.20,13.32
Balaji Amines,"2,424.00","2,070.30","2,296.90","2,090.30",206.60,9.88
Capri Global,237.40,212.25,233.25,213.05,20.20,9.48
Capri Global,237.40,212.25,233.25,213.05,20.20,9.48
HUDCO,228.60,203.45,223.75,208.05,15.70,7.55
Century,"2,059.95","1,851.00","1,981.85","1,843.30",138.55,7.52
Hind Zinc,487.00,444.35,471.85,445.80,26.05,5.84
NBCC (India),137.25,126.70,135.90,128.60,7.30,5.68
KSB Pumps,"4,640.00","4,318.00","4,605.65","4,359.50",246.15,5.65
CG Consumer,342.50,319.50,340.00,322.20,17.80,5.52
CHEMPLAST SANMA,492.80,455.20,483.05,458.00,25.05,5.47
REC,543.40,505.00,534.00,507.05,26.95,5.32
Prestige Estate,"1,562.85","1,422.00","1,546.80","1,470.65",76.15,5.18
Tata Inv Corp,"6,547.90","6,150.00","6,547.90","6,236.10",311.80,5
Sterling Wilson,741.10,694.35,740.60,705.85,34.75,4.92
Alkyl Amines,"2,142.10","1,962.05","2,099.90","2,004.00",95.90,4.79
Sun Pharma Adv,220.75,211.00,220.30,210.25,10.05,4.78
Power Finance,445.45,421.00,440.90,421.55,19.35,4.59
Mazagon Dock,"2,279.85","2,146.40","2,261.60","2,163.65",97.95,4.53
GAIL,201.75,193.80,201.15,192.75,8.40,4.36
ABB India,"7,218.00","6,802.80","7,186.75","6,888.45",298.30,4.33
Triveni Turbine,581.10,551.40,579.45,555.60,23.85,4.29
Varun Beverages,"1,509.80","1,438.00","1,503.30","1,442.80",60.50,4.19
Varun Beverages,"1,509.80","1,438.00","1,503.30","1,442.80",60.50,4.19
Biocon,308.00,296.00,307.00,295.05,11.95,4.05
Chambal Fert,406.55,384.50,404.70,389.05,15.65,4.02
Cochin Shipyard,"1,298.00","1,225.00","1,294.80","1,247.25",47.55,3.81
Cochin Shipyard,"1,298.00","1,225.00","1,294.80","1,247.25",47.55,3.81
Hindustan Aeron,"3,883.20","3,671.00","3,856.50","3,715.00",141.50,3.81
Hindustan Aeron,"3,883.20","3,671.00","3,856.50","3,715.00",141.50,3.81
SBFC Finance,84.75,80.40,84.20,81.15,3.05,3.76
Godfrey Phillip,"3,319.00","3,142.55","3,297.65","3,180.25",117.40,3.69
V-Guard Ind,354.90,340.05,353.95,341.95,12.00,3.51
Safari Ind,"2,047.00","1,942.80","2,041.65","1,972.95",68.70,3.48
Siemens,"6,337.00","6,022.30","6,305.00","6,094.60",210.40,3.45
IGL,468.40,428.70,451.20,436.55,14.65,3.36
Avanti Feeds,535.25,511.00,532.65,515.50,17.15,3.33
Petronet LNG,309.90,295.15,307.35,297.55,9.80,3.29
MRPL,227.35,215.50,221.75,214.70,7.05,3.28
Interglobe Avi,"4,094.40","3,929.05","4,075.65","3,948.65",127.00,3.22
NLC India,226.85,216.50,223.90,217.00,6.90,3.18
Avenue Supermar,"4,863.80","4,670.00","4,806.75","4,660.45",146.30,3.14
Hero Motocorp,"4,662.00","4,414.65","4,613.90","4,476.75",137.15,3.06
Mahanagar Gas,"1,396.80","1,327.65","1,378.60","1,337.65",40.95,3.06
Mahindra Holida,418.00,400.00,416.00,403.65,12.35,3.06
KPIL,"1,248.70","1,194.00","1,243.55","1,206.95",36.60,3.03
PCBL,263.95,252.85,262.15,254.45,7.70,3.03
Thermax,"4,773.25","4,562.05","4,693.95","4,558.70",135.25,2.97
Schneider Infra,826.50,758.00,820.55,797.00,23.55,2.95
United Spirits,"1,245.80","1,195.50","1,237.80","1,202.45",35.35,2.94
Indian Bank,544.00,510.10,532.70,517.55,15.15,2.93
TITAGARH,"1,120.00","1,053.65","1,114.35","1,083.30",31.05,2.87
Escorts Kubota,"3,570.00","3,407.55","3,538.40","3,440.70",97.70,2.84
Tata Motors DVR,684.55,655.75,681.00,662.20,18.80,2.84
Tata Motors DVR,684.55,655.75,681.00,662.20,18.80,2.84
R R Kabel,"1,660.10","1,602.00","1,651.15","1,606.00",45.15,2.81
CDSL,"2,182.00","2,090.00","2,168.65","2,109.85",58.80,2.79
IRB Infra,68.85,65.70,67.85,66.05,1.80,2.73
IRB Infra,68.85,65.70,67.85,66.05,1.80,2.73
Adani Green Ene,"1,799.00","1,725.30","1,773.00","1,726.00",47.00,2.72
SAIL,161.90,155.10,160.35,156.15,4.20,2.69
MOTHERSON,129.05,125.20,128.75,125.40,3.35,2.67
BPCL,624.30,603.45,620.30,604.30,16.00,2.65
Piramal Pharma,156.10,148.30,153.80,150.00,3.80,2.53
Zydus Life,"1,007.25",971.70,"1,005.60",980.85,24.75,2.52
DCM Shriram,"1,004.40",975.05,999.75,975.20,24.55,2.52
Sun TV Network,652.00,625.50,649.55,633.60,15.95,2.52
Gillette India,"7,089.90","6,764.60","6,967.90","6,802.75",165.15,2.43
Vodafone Idea,12.85,12.35,12.70,12.40,0.30,2.42
Campus Active,248.10,239.30,247.25,241.50,5.75,2.38
Tata Motors,"1,015.00",977.00,"1,012.10",988.55,23.55,2.38
Tata Motors,"1,015.00",977.00,"1,012.10",988.55,23.55,2.38
Aster DM Health,350.75,340.20,349.65,341.55,8.10,2.37
JK Bank,134.40,129.00,132.45,129.40,3.05,2.36
Amara Raja,"1,161.00","1,103.75","1,132.60","1,106.55",26.05,2.35
Bombay Burmah,"1,597.00","1,527.90","1,576.95","1,541.00",35.95,2.33
Endurance Techn,"1,950.00","1,901.00","1,944.65","1,900.35",44.30,2.33
