company_name,high,low,last_price,prev_close,change,percent_gain
Welspun Corp,522.00,490.10,522.00,487.85,34.15,7
Swan Energy,463.80,430.50,450.00,422.40,27.6,6.53
Global Health,958.00,925.00,957.35,902.80,54.55,6.04
Quess Corp,499.00,476.00,492.00,464.80,27.2,5.85
BSE Limited,"2,168.50","2,100.00","2,108.60","2,010.75",97.85,4.87
Engineers India,145.75,138.60,144.30,137.70,6.6,4.79
Shyam Metalics,475.00,465.30,474.60,456.30,18.3,4.01
Asahi India,583.50,570.00,580.25,558.60,21.65,3.88
MMTC Ltd,54.25,51.95,53.70,51.70,2,3.87
KFin Tech,530.35,514.30,529.45,511.05,18.4,3.6
Hind Copper,150.80,148.10,150.25,145.05,5.2,3.58
IFB Industries,960.00,922.00,954.20,921.70,32.5,3.53
Data Patterns,"1,896.05","1,860.00","1,890.00","1,832.60",57.4,3.13
CDSL,"1,840.00","1,809.00","1,830.00","1,777.05",52.95,2.98
Greenpanel Ind,333.00,322.00,332.35,322.85,9.5,2.94
New India Assur,144.25,139.35,142.00,138.05,3.95,2.86
Biocon,236.00,230.00,233.80,227.40,6.4,2.81
Amber Enterpris,"3,160.85","3,129.95","3,136.05","3,051.65",84.4,2.77
MOTHERSON,91.00,89.85,90.85,88.40,2.45,2.77
eClerx Services,"2,238.00","2,160.20","2,211.05","2,151.90",59.15,2.75
NMDC Steel,41.50,41.00,41.50,40.40,1.1,2.72
Power Finance,296.50,289.50,295.50,287.70,7.8,2.71
Lemon Tree,116.65,115.50,116.15,113.10,3.05,2.7
AAVAS Financier,"1,519.90","1,495.00","1,507.90","1,468.95",38.95,2.65
MCX India,"2,704.80","2,626.00","2,672.80","2,603.90",68.9,2.65
PNC Infratech,325.90,320.00,324.40,316.05,8.35,2.64
Mahindra Life,521.95,511.05,520.00,506.70,13.3,2.62
Coal India,336.70,328.25,331.70,323.40,8.3,2.57
GE Shipping,780.00,764.00,777.00,757.65,19.35,2.55
Finolex Ind,195.30,192.30,194.60,189.80,4.8,2.53
Sterling Wilson,286.00,276.40,285.60,278.60,7,2.51
CAMS,"2,495.00","2,463.15","2,485.15","2,425.40",59.75,2.46
Godrej Ind,691.00,676.00,684.70,668.25,16.45,2.46
NCC,157.40,155.00,157.10,153.35,3.75,2.45
Natco Pharma,787.00,775.35,785.35,766.55,18.8,2.45
CenturyPlyboard,665.00,646.80,651.40,635.95,15.45,2.43
Polyplex Corp,"1,065.00","1,045.00","1,064.15","1,039.65",24.5,2.36
C. E. Info Syst,"2,125.00","2,080.05","2,105.50","2,057.55",47.95,2.33
Gujarat Pipavav,138.50,136.85,138.15,135.00,3.15,2.33
Piramal Pharma,121.00,119.30,120.80,118.10,2.7,2.29
Lakshmi Machine,"13,138.00","13,000.00","13,130.00","12,837.75",292.25,2.28
Archean Chem,539.00,532.00,539.00,527.10,11.9,2.26
JBM Auto,"1,220.00","1,201.05","1,220.00","1,193.10",26.9,2.25
KPIT Tech,"1,415.00","1,373.05","1,399.95","1,369.20",30.75,2.25
Latent View,422.40,415.15,418.50,409.40,9.1,2.22
Prism Johnson,157.95,154.00,156.65,153.30,3.35,2.19
RITES,449.00,445.25,448.30,438.75,9.55,2.18
United Brewerie,"1,618.80","1,575.25","1,609.55","1,575.25",34.3,2.18
JSW Energy,392.10,384.80,390.75,382.70,8.05,2.1
JM Financial,83.00,82.30,82.75,81.05,1.7,2.1
G R Infra,"1,169.90","1,113.00","1,130.00","1,106.85",23.15,2.09
PCBL,216.40,212.50,214.80,210.40,4.4,2.09
APTUS VALUE,308.40,304.35,306.70,300.45,6.25,2.08
GMM Pfaudler,"1,722.45","1,687.00","1,720.95","1,686.05",34.9,2.07
Indigo Paints,"1,539.00","1,525.35","1,533.95","1,502.95",31,2.06
Zensar Tech,490.90,483.00,490.85,481.00,9.85,2.05
Go Fashion,"1,303.95","1,240.05","1,264.20","1,238.75",25.45,2.05
Rossari,730.75,715.95,730.35,715.85,14.5,2.03
BLS Internation,280.50,275.30,280.00,274.45,5.55,2.02
Campus Active,264.25,259.95,264.05,258.85,5.2,2.01
ZFCVINDIA,"16,745.30","16,610.05","16,716.05","16,387.35",328.7,2.01
Restaurant Bran,116.45,114.85,116.20,113.95,2.25,1.97
Sun Pharma Adv,262.40,257.00,258.85,253.85,5,1.97
Happiest Minds ,843.20,829.00,842.00,825.85,16.15,1.96
Bikaji Foods,527.90,519.45,525.75,515.80,9.95,1.93
NMDC,172.75,170.40,171.95,168.70,3.25,1.93
Triveni Engg,369.65,360.45,362.45,355.60,6.85,1.93
ITI,266.00,261.00,263.80,258.90,4.9,1.89
Ingersoll Rand,"2,954.35","2,900.00","2,946.80","2,892.35",54.45,1.88
SAIL,90.20,88.10,89.75,88.10,1.65,1.87
Intellect Desig,673.50,663.00,673.50,661.25,12.25,1.85
Motilal Oswal,"1,049.95","1,028.00","1,045.60","1,026.70",18.9,1.84
Rain Industries,147.20,145.00,146.75,144.10,2.65,1.84
EID Parry,517.80,510.00,512.50,503.35,9.15,1.82
Jindal Stainles,484.60,474.85,483.15,474.60,8.55,1.8
Brightcom Group,17.25,17.05,17.10,16.80,0.3,1.79
Equitas Bank,97.45,96.25,97.10,95.40,1.7,1.78
Vijaya Diagnost,649.10,632.05,641.30,630.10,11.2,1.78
Aether Ind,917.15,900.40,907.00,891.20,15.8,1.77
Godrej Agrovet,485.00,478.40,483.85,475.55,8.3,1.75
Rajesh Exports,442.45,436.55,442.10,434.60,7.5,1.73
Amara Raja,638.90,632.00,638.75,628.15,10.6,1.69
Anupam Rasayan,930.00,918.00,921.65,906.30,15.35,1.69
Sonata,"1,347.40","1,325.00","1,340.00","1,317.85",22.15,1.68
Fine Organics,"4,295.00","4,247.00","4,295.00","4,224.45",70.55,1.67
Olectra Greente,"1,185.00","1,170.00","1,182.00","1,162.55",19.45,1.67
Indiabulls Hsg,173.00,170.10,170.70,167.90,2.8,1.67
TMB,536.00,526.00,532.00,523.25,8.75,1.67
Affle India,"1,036.60","1,025.10","1,034.45","1,017.60",16.85,1.66
BEML,"2,219.95","2,190.60","2,206.95","2,170.85",36.1,1.66
Jindal Worldwid,346.00,337.45,343.40,337.80,5.6,1.66
UPL,557.85,550.25,556.20,547.15,9.05,1.65
Bombay Burmah,"1,498.65","1,461.45","1,483.90","1,459.95",23.95,1.64
Coromandel Int,"1,121.10","1,101.90","1,115.50","1,097.50",18,1.64
Motherson SWI,59.80,59.15,59.70,58.75,0.95,1.62
United Spirits,"1,066.75","1,046.40","1,060.85","1,044.35",16.5,1.58
Narayana Hruda,"1,095.00","1,084.15","1,089.20","1,072.35",16.85,1.57
Tata Inv Corp,"3,268.50","3,215.25","3,244.60","3,194.95",49.65,1.55
Nuvoco Vistas,352.85,346.85,348.80,343.50,5.3,1.54
Trident,37.00,36.50,36.75,36.20,0.55,1.52
Suven Pharma,598.95,586.00,589.50,580.70,8.8,1.52
Home First,950.00,919.10,944.90,930.85,14.05,1.51
Mahindra Logist,367.20,361.75,364.50,359.10,5.4,1.5
Solar Ind,"6,223.80","6,153.40","6,196.00","6,104.55",91.45,1.5
EIH,234.95,233.05,234.30,230.85,3.45,1.49
Apar Ind,"5,308.00","5,132.10","5,182.50","5,107.60",74.9,1.47
Rattanindia Ent,62.45,60.75,61.95,61.05,0.9,1.47
Vodafone Idea,13.95,13.80,13.90,13.70,0.2,1.46
Kajaria Ceramic,"1,305.00","1,290.70","1,294.10","1,275.75",18.35,1.44
Rail Vikas,159.05,157.55,158.45,156.20,2.25,1.44
HLE Glascoat,523.90,518.00,520.65,513.25,7.4,1.44
HLE Glascoat,523.90,518.00,520.65,513.25,7.4,1.44
