company_name,high,low,last_price,prev_close,change,percent_gain
BHEL,112.85,101.05,111.05,100.95,10.1,10
Linde India,"5,900.00","5,256.10","5,765.75","5,248.35",517.4,9.86
TataTeleservice,83.25,76.50,82.15,75.70,6.45,8.52
NBCC (India),51.40,47.60,51.05,47.45,3.6,7.59
Adani Power,349.90,331.00,347.40,324.85,22.55,6.94
Welspun India,123.00,114.95,122.45,114.95,7.5,6.52
SJVN,59.70,55.20,59.05,55.45,3.6,6.49
Network 18,68.95,63.70,67.80,63.70,4.1,6.44
Jindal Worldwid,409.40,375.75,402.40,378.70,23.7,6.26
Rainbow Child,"1,184.60","1,100.00","1,168.55","1,101.30",67.25,6.11
Hind Copper,146.35,137.10,144.85,136.70,8.15,5.96
New India Assur,136.10,124.30,131.20,123.85,7.35,5.93
KNR Construct,271.95,254.55,270.30,255.50,14.8,5.79
Trident,38.20,36.10,37.70,35.70,2,5.6
General Insuran,222.75,204.35,217.05,205.55,11.5,5.59
Aegis Logistics,372.00,350.05,369.10,349.95,19.15,5.47
IIFL Finance,612.85,581.00,608.30,577.75,30.55,5.29
Chalet Hotels,535.00,498.90,528.65,503.30,25.35,5.04
Birla Corp,"1,192.85","1,130.95","1,183.25","1,126.65",56.6,5.02
Suzlon Energy,20.85,19.95,20.85,19.90,0.95,4.77
Tata Comm,"1,787.00","1,706.00","1,782.15","1,704.00",78.15,4.59
Engineers India,161.40,152.05,158.80,151.85,6.95,4.58
GMR Airports,58.25,55.70,57.85,55.40,2.45,4.42
Poonawalla Fin,441.85,421.00,439.00,420.40,18.6,4.42
TeamLease Ser.,"2,319.00","2,205.05","2,310.10","2,212.85",97.25,4.39
Equitas Bank,86.50,82.60,86.10,82.55,3.55,4.3
Archean Chem,585.20,557.95,581.65,558.15,23.5,4.21
Torrent Power,672.45,636.45,661.95,636.00,25.95,4.08
M&M Financial,289.60,275.65,288.65,277.45,11.2,4.04
Adani Trans,976.95,923.85,960.15,923.55,36.6,3.96
KPR Mill,737.90,697.20,728.90,703.20,25.7,3.65
GSFC,162.50,157.45,161.65,156.15,5.5,3.52
Mahindra Life,554.90,524.90,528.25,510.35,17.9,3.51
Sona BLW,616.35,593.15,611.35,590.90,20.45,3.46
Max Healthcare,570.00,548.50,569.25,551.00,18.25,3.31
Bharat Dynamics,"1,150.00","1,114.15","1,146.55","1,110.15",36.4,3.28
United Spirits,"1,036.55","1,000.00","1,034.20","1,002.50",31.7,3.16
Bharat Elec,133.70,129.35,133.30,129.25,4.05,3.13
L&T Finance,125.80,119.80,123.70,120.05,3.65,3.04
Polycab,"5,008.40","4,858.25","4,997.20","4,850.10",147.1,3.03
Clean Science,"1,422.30","1,373.00","1,409.95","1,368.65",41.3,3.02
Escorts Kubota,"2,957.15","2,849.95","2,934.05","2,848.00",86.05,3.02
Krishna Inst.,"2,020.00","1,918.05","1,982.00","1,924.35",57.65,3
NLC India,129.30,124.95,128.75,125.05,3.7,2.96
Varroc Engineer,396.80,381.00,394.35,383.55,10.8,2.82
AU Small Financ,729.75,708.85,728.50,708.85,19.65,2.77
HUDCO,74.40,71.70,74.10,72.10,2,2.77
Bharat Forge,"1,011.20",982.90,"1,006.70",980.05,26.65,2.72
Rashtriya Chem,112.75,108.85,111.55,108.60,2.95,2.72
