company_name,high,low,last_price,prev_close,change,percent_gain
Blue Star,"2,090.00","1,830.35","2,056.65","1,817.55",239.10,13.16
Zensar Tech,984.95,860.05,967.75,870.00,97.75,11.24
Godfrey Phillip,"5,215.00","4,450.00","4,984.60","4,517.40",467.20,10.34
Avenue Supermar,"4,084.70","3,633.00","4,023.75","3,664.65",359.10,9.8
Radico Khaitan,"2,402.40","2,130.60","2,380.20","2,178.40",201.80,9.26
Sapphire Foods,321.90,287.50,315.75,289.60,26.15,9.03
Sapphire Foods,321.90,287.50,315.75,289.60,26.15,9.03
HFCL,106.95,97.57,106.12,98.03,8.09,8.25
Devyani Int,185.38,165.72,181.86,168.65,13.21,7.83
CG Consumer,373.00,338.85,370.00,343.40,26.60,7.75
Trent,"6,270.40","5,677.05","6,189.50","5,753.20",436.30,7.58
Phoenix Mills,"1,785.00","1,616.30","1,764.40","1,641.80",122.60,7.47
Westlife Food,810.00,712.65,779.65,725.85,53.80,7.41
Zomato,240.40,215.60,236.32,220.35,15.97,7.25
Campus Active,313.90,272.80,291.95,272.70,19.25,7.06
Anant Raj,645.00,601.00,638.40,598.30,40.10,6.7
R R Kabel,"1,355.60","1,200.00","1,308.15","1,226.00",82.15,6.7
Godrej Consumer,"1,214.50","1,118.55","1,191.70","1,121.25",70.45,6.28
Macrotech Dev,"1,292.00","1,169.70","1,280.15","1,204.50",75.65,6.28
Bata India,"1,385.15","1,288.05","1,377.15","1,296.80",80.35,6.2
Emami,629.85,582.65,625.80,589.65,36.15,6.13
Vodafone Idea,9.93,8.67,9.60,9.05,0.55,6.08
Easy Trip,14.92,13.51,14.32,13.50,0.82,6.07
Easy Trip,14.92,13.51,14.32,13.50,0.82,6.07
SBI Card,833.50,770.10,824.95,778.20,46.75,6.01
Havells India,"1,669.95","1,540.90","1,656.20","1,566.20",90.00,5.75
V-Guard Ind,388.00,362.90,385.40,364.45,20.95,5.75
Angel One,"2,520.00","2,296.50","2,478.90","2,346.10",132.80,5.66
Rattanindia Ent,60.00,55.00,57.54,54.54,3.00,5.5
Prestige Estate,"1,490.80","1,370.20","1,431.70","1,359.50",72.20,5.31
Vijaya Diagnost,"1,102.65","1,032.35","1,089.70","1,034.80",54.90,5.31
United Spirits,"1,508.00","1,385.55","1,498.10","1,424.00",74.10,5.2
Bikaji Foods,766.00,688.55,726.85,691.00,35.85,5.19
Kirloskar Bros,"1,987.90","1,861.00","1,953.20","1,857.85",95.35,5.13
Jubilant Food,753.65,691.00,739.80,703.90,35.90,5.1
Voltas,"1,331.80","1,135.00","1,323.95","1,260.85",63.10,5
Maruti Suzuki,"13,150.00","12,228.65","12,916.50","12,310.65",605.85,4.92
Indiamart Inter,"2,174.25","2,058.00","2,166.65","2,066.40",100.25,4.85
