company_name,high,low,last_price,prev_close,change,percent_gain
Hitachi Energy,"12,277.50","11,200.00","12,277.50","10,231.25","2,046.25",20
Archean Chem,644.60,563.25,605.45,547.65,57.80,10.55
Laurus Labs,598.15,557.40,588.45,543.80,44.65,8.21
JBM Auto,"1,565.00","1,410.00","1,507.25","1,399.40",107.85,7.71
Olectra Greente,"1,506.95","1,352.45","1,424.45","1,325.25",99.20,7.49
Netweb,"1,768.40","1,670.00","1,727.85","1,607.65",120.20,7.48
SRF,"2,849.00","2,636.05","2,831.15","2,664.85",166.30,6.24
Syrma SGS,554.75,507.00,536.10,505.10,31.00,6.14
Granules India,567.00,539.90,564.45,534.80,29.65,5.54
Shyam Metalics,790.60,739.35,779.60,739.25,40.35,5.46
Solar Ind,"10,299.00","9,782.70","10,063.70","9,568.55",495.15,5.17
Suzlon Energy,55.40,55.40,55.40,52.77,2.63,4.98
Schaeffler Ind,"3,353.55","3,155.55","3,332.45","3,176.70",155.75,4.9
JK Bank,105.60,94.40,99.22,94.84,4.38,4.62
IRFC,149.20,141.85,148.23,141.73,6.50,4.59
KPIT Tech,"1,479.00","1,410.65","1,432.95","1,370.05",62.90,4.59
Navin Fluorine,"3,930.00","3,746.70","3,908.25","3,740.20",168.05,4.49
GE Vernova T&D,"1,723.40","1,643.50","1,713.90","1,641.35",72.55,4.42
Ircon Internati,205.91,195.10,202.70,194.18,8.52,4.39
Ircon Internati,205.91,195.10,202.70,194.18,8.52,4.39
Bharat Elec,280.50,267.90,278.75,267.20,11.55,4.32
Dr Lal PathLab,"2,891.95","2,754.95","2,877.85","2,759.00",118.85,4.31
Vijaya Diagnost,"1,106.20",976.50,"1,017.55",976.95,40.60,4.16
Ujjivan Small,35.94,33.75,35.38,33.97,1.41,4.15
DOMS Industries,"2,461.60","2,350.00","2,442.00","2,347.10",94.90,4.04
Berger Paints,478.75,460.05,475.85,458.80,17.05,3.72
Power Finance,416.95,401.60,413.70,399.10,14.60,3.66
HBL Eng,594.00,557.20,564.10,544.70,19.40,3.56
SJVN,95.11,91.63,94.64,91.40,3.24,3.54
Anand Rathi,"3,750.00","3,530.85","3,634.35","3,515.05",119.30,3.39
SUMITOMO,530.00,503.50,519.40,502.80,16.60,3.3
