company_name,high,low,last_price,prev_close,change,percent_gain
Indiabulls Real,87.00,78.30,85.65,78.35,7.3,9.32
IRB Infra,33.10,30.10,32.10,29.80,2.3,7.72
IRB Infra,33.10,30.10,32.10,29.80,2.3,7.72
Guj Amb Exports,345.00,308.20,338.40,314.95,23.45,7.45
MCX India,"1,952.20","1,775.00","1,902.30","1,783.55",118.75,6.66
Balrampur Chini,447.00,415.10,440.25,414.30,25.95,6.26
Tata Inv Corp,"3,025.00","2,808.05","2,967.40","2,797.10",170.3,6.09
Sundaram Fin,"3,233.50","2,969.00","3,147.65","2,981.35",166.3,5.58
Sobha,688.80,647.25,684.00,649.10,34.9,5.38
Ramco Cements,910.40,860.55,904.80,858.70,46.1,5.37
GSFC,177.25,168.25,175.95,167.70,8.25,4.92
Bajaj Finance,"7,849.90","7,510.00","7,819.85","7,471.35",348.5,4.66
Sonata,"1,096.85","1,033.05","1,090.25","1,043.60",46.65,4.47
Trent,"2,173.50","2,041.10","2,157.05","2,065.90",91.15,4.41
Dalmia Bharat,"2,351.30","2,245.05","2,337.55","2,245.60",91.95,4.09
NLC India,136.50,130.00,135.20,129.90,5.3,4.08
JB Chemicals,"1,453.50","1,377.30","1,433.00","1,377.70",55.3,4.01
JB Chemicals,"1,453.50","1,377.30","1,433.00","1,377.70",55.3,4.01
IRCTC,692.20,667.00,689.20,663.35,25.85,3.9
ITI,205.35,194.10,198.30,190.85,7.45,3.9
Godfrey Phillip,"2,158.00","2,041.45","2,132.50","2,053.45",79.05,3.85
MMTC Ltd,62.00,57.55,59.60,57.40,2.2,3.83
Godrej Prop,"1,615.40","1,535.00","1,595.85","1,538.80",57.05,3.71
Praj Industries,592.00,563.00,588.75,568.80,19.95,3.51
PNB,80.55,76.55,80.20,77.50,2.7,3.48
Escorts Kubota,"3,256.95","3,105.35","3,235.05","3,126.55",108.5,3.47
Just Dial,739.95,711.35,732.35,708.20,24.15,3.41
Apar Ind,"5,470.00","5,271.00","5,438.90","5,276.05",162.85,3.09
Kajaria Ceramic,"1,377.80","1,337.95","1,375.30","1,335.85",39.45,2.95
Shriram Finance,"1,959.35","1,860.65","1,945.55","1,890.95",54.6,2.89
Hind Copper,159.90,151.50,157.40,153.15,4.25,2.78
CCL Products,639.00,616.05,635.85,619.50,16.35,2.64
Macrotech Dev,768.40,715.90,759.95,740.60,19.35,2.61
TATA Cons. Prod,905.60,870.55,900.60,877.75,22.85,2.6
Zensar Tech,541.00,515.00,530.30,516.95,13.35,2.58
AAVAS Financier,"1,714.00","1,646.10","1,695.50","1,653.45",42.05,2.54
Westlife Food,983.90,949.35,979.60,955.55,24.05,2.52
Indian Bank,435.00,418.30,430.90,420.85,10.05,2.39
Max Healthcare,561.55,531.05,556.15,543.25,12.9,2.37
IRFC,78.70,74.80,76.80,75.10,1.7,2.26
Bajaj Finserv,"1,591.00","1,546.70","1,577.40","1,543.70",33.7,2.18
Bajaj Finserv,"1,591.00","1,546.70","1,577.40","1,543.70",33.7,2.18
Apollo Hospital,"5,113.45","4,972.85","5,097.05","4,989.55",107.5,2.15
Triveni Engg,404.00,380.35,389.80,381.60,8.2,2.15
Brigade Ent,594.00,575.35,589.45,577.45,12,2.08
