company_name,high,low,last_price,prev_close,change,percent_gain
Chola Fin Hold,"1,649.80","1,444.70","1,609.30","1,453.50",155.80,10.72
Garden Reach Sh,"2,309.00","2,127.70","2,306.50","2,099.10",207.40,9.88
Mahanagar Gas,"1,756.55","1,596.10","1,746.80","1,596.90",149.90,9.39
Home First,"1,195.00","1,029.55","1,126.30","1,035.50",90.80,8.77
PB Fintech,"1,543.00","1,400.20","1,517.15","1,397.25",119.90,8.58
Castrol,218.00,202.01,216.98,200.61,16.37,8.16
Vaibhav Global,341.90,310.65,331.75,308.60,23.15,7.5
Chalet Hotels,874.90,803.25,861.35,803.35,58.00,7.22
JBM Auto,"2,277.00","2,052.00","2,197.30","2,051.30",146.00,7.12
Shyam Metalics,720.00,665.70,715.10,669.40,45.70,6.83
Patanjali Foods,"1,722.00","1,616.00","1,699.35","1,591.40",107.95,6.78
KRBL,305.70,283.00,302.50,283.65,18.85,6.65
Kajaria Ceramic,"1,512.10","1,409.50","1,496.25","1,408.15",88.10,6.26
BLS Internation,376.00,348.00,372.45,350.60,21.85,6.23
Persistent,"4,548.95","4,227.20","4,496.15","4,241.45",254.70,6.01
Persistent,"4,548.95","4,227.20","4,496.15","4,241.45",254.70,6.01
Quess Corp,651.00,599.05,634.85,601.95,32.90,5.47
Finolex Cables,"1,659.40","1,560.05","1,643.65","1,559.40",84.25,5.4
Alembic Pharma,926.05,880.45,923.50,876.60,46.90,5.35
Alok Industries,29.66,27.84,29.35,27.92,1.43,5.12
Jai Balaji Ind,916.80,873.00,916.80,873.15,43.65,5
Sterlite Techno,144.63,136.56,143.74,136.90,6.84,5
ACC,"2,769.00","2,619.10","2,749.60","2,619.05",130.55,4.98
PVR INOX,"1,513.00","1,433.15","1,497.80","1,427.35",70.45,4.94
L&T Finance,191.65,182.96,190.10,181.17,8.93,4.93
Sonata,625.00,592.35,621.50,592.45,29.05,4.9
IEX,190.00,181.00,189.34,180.54,8.80,4.87
KFin Tech,738.30,705.20,734.30,700.20,34.10,4.87
REC,553.00,526.25,550.65,525.40,25.25,4.81
Swan Energy,616.20,587.50,614.30,586.90,27.40,4.67
Fine Organics,"5,199.00","4,914.05","5,117.50","4,890.05",227.45,4.65
Emami,775.00,690.10,721.10,689.30,31.80,4.61
UNO Minda,"1,159.00","1,100.00","1,142.30","1,092.05",50.25,4.6
Deepak Nitrite,"2,645.00","2,510.00","2,616.00","2,501.95",114.05,4.56
Schneider Infra,940.90,877.90,904.65,865.30,39.35,4.55
Jyothy Labs,465.00,430.20,451.20,431.60,19.60,4.54
Sona BLW,672.00,641.85,669.60,641.00,28.60,4.46
GMM Pfaudler,"1,386.55","1,317.00","1,376.95","1,319.45",57.50,4.36
APTUS VALUE,349.80,335.00,344.25,329.95,14.30,4.33
CRISIL,"4,468.00","4,275.00","4,435.70","4,251.90",183.80,4.32
IGL,528.80,502.85,524.90,503.70,21.20,4.21
Raymond,"3,150.00","2,925.00","3,043.35","2,922.80",120.55,4.12
Vijaya Diagnost,797.75,745.00,779.35,748.90,30.45,4.07
Redington,225.00,215.00,222.75,214.22,8.53,3.98
Dixon Technolog,"12,495.85","12,086.45","12,446.45","11,971.30",475.15,3.97
CreditAccess Gr,"1,407.95","1,335.00","1,374.40","1,322.10",52.30,3.96
Birlasoft,723.90,691.10,717.60,690.30,27.30,3.95
Metropolis,"2,062.30","1,979.25","2,054.65","1,978.05",76.60,3.87
DOMS Industries,"2,129.75","2,053.75","2,118.55","2,040.20",78.35,3.84
INDUS TOWERS,391.00,372.75,389.65,375.30,14.35,3.82
APL Apollo,"1,629.00","1,559.95","1,614.00","1,555.30",58.70,3.77
Five-Star Busin,827.20,796.80,822.60,793.25,29.35,3.7
Usha Martin,406.00,384.45,402.20,387.85,14.35,3.7
Ambuja Cements,701.80,664.05,695.00,670.25,24.75,3.69
Avanti Feeds,623.00,597.55,619.50,597.55,21.95,3.67
Grindwell Norto,"2,845.00","2,737.55","2,832.80","2,733.60",99.20,3.63
Laxmi Organic,262.75,251.40,259.70,250.64,9.06,3.61
New India Assur,252.00,236.05,245.49,236.94,8.55,3.61
Balaji Amines,"2,400.00","2,289.60","2,372.05","2,289.55",82.50,3.6
Fert and Chem,"1,045.00",981.00,"1,021.75",986.75,35.00,3.55
Vedant Fashions,"1,109.50","1,045.75","1,088.90","1,051.65",37.25,3.54
Godrej Ind,893.00,858.05,886.15,855.90,30.25,3.53
Olectra Greente,"1,865.00","1,765.35","1,840.65","1,779.25",61.40,3.45
Sun TV Network,784.75,753.55,778.15,752.20,25.95,3.45
KPR Mill,934.00,885.80,912.20,882.15,30.05,3.41
MOTHERSON,199.49,192.09,196.75,190.31,6.44,3.38
KSB Pumps,"4,934.45","4,711.00","4,854.30","4,696.70",157.60,3.36
Restaurant Bran,104.50,99.46,102.69,99.38,3.31,3.33
Power Finance,503.00,486.55,501.25,485.10,16.15,3.33
Aditya Birla F,326.70,313.50,322.50,312.15,10.35,3.32
Clean Science,"1,500.00","1,446.10","1,477.85","1,430.60",47.25,3.3
Godfrey Phillip,"4,289.00","4,151.45","4,258.80","4,124.50",134.30,3.26
Chambal Fert,526.30,502.00,523.15,506.80,16.35,3.23
Network 18,83.40,80.24,82.19,79.64,2.55,3.2
Oracle Fin Serv,"10,420.00","9,890.15","10,194.25","9,882.25",312.00,3.16
Poonawalla Fin,422.65,413.00,422.00,409.10,12.90,3.15
Kaynes Tech,"4,024.90","3,870.00","3,974.05","3,853.40",120.65,3.13
Minda Corp,497.55,478.00,496.45,481.40,15.05,3.13
