company_name,high,low,last_price,prev_close,change,percent_gain
IRB Infra,36.55,32.75,34.70,32.55,2.15,6.61
IRB Infra,36.55,32.75,34.70,32.55,2.15,6.61
Ratnamani Metal,"2,892.45","2,601.00","2,743.45","2,594.25",149.2,5.75
Aarti Drugs,568.90,524.95,554.00,524.85,29.15,5.55
HLE Glascoat,568.80,524.75,552.90,524.75,28.15,5.36
HLE Glascoat,568.80,524.75,552.90,524.75,28.15,5.36
Sun Pharma Adv,246.50,228.15,240.35,228.15,12.2,5.35
Suzlon Energy,30.95,29.80,30.95,29.50,1.45,4.92
Ingersoll Rand,"3,048.90","2,887.85","3,029.95","2,888.20",141.75,4.91
CRISIL,"4,084.00","3,847.20","4,052.25","3,876.10",176.15,4.54
Godfrey Phillip,"2,357.80","2,207.70","2,304.40","2,207.60",96.8,4.38
Triveni Engg,416.50,387.60,398.40,384.10,14.3,3.72
Quess Corp,446.00,423.40,440.05,424.50,15.55,3.66
Blue Star,950.00,910.95,944.35,911.25,33.1,3.63
KPR Mill,825.00,793.35,820.30,793.05,27.25,3.44
Sundram,"1,324.00","1,272.95","1,314.05","1,270.45",43.6,3.43
Intellect Desig,709.00,673.95,693.70,670.75,22.95,3.42
Cipla,"1,219.45","1,176.15","1,210.60","1,173.50",37.1,3.16
Polyplex Corp,"1,165.00","1,125.90","1,160.00","1,125.90",34.1,3.03
Sun TV Network,664.80,641.85,661.80,642.45,19.35,3.01
JM Financial,92.80,88.05,90.90,88.25,2.65,3
ZFCVINDIA,"16,318.05","15,712.60","16,181.15","15,731.05",450.1,2.86
Prestige Estate,738.45,712.35,732.75,714.25,18.5,2.59
Angel One,"2,198.00","2,106.05","2,161.05","2,107.30",53.75,2.55
Greenpanel Ind,388.75,372.50,383.85,374.30,9.55,2.55
CCL Products,656.95,635.10,653.15,637.25,15.9,2.5
Vijaya Diagnost,593.80,568.40,587.30,573.15,14.15,2.47
KPIL,707.35,678.45,701.80,685.25,16.55,2.42
Dr Reddys Labs,"5,694.75","5,541.80","5,677.45","5,544.10",133.35,2.41
PCBL,211.45,198.15,202.90,198.15,4.75,2.4
GNFC,671.55,653.10,668.15,652.60,15.55,2.38
Endurance Techn,"1,635.95","1,573.70","1,610.20","1,573.85",36.35,2.31
Prince Pipes,738.45,686.85,702.25,686.40,15.85,2.31
Grindwell Norto,"2,214.00","2,149.70","2,188.25","2,139.20",49.05,2.29
Kalyan Jeweller,309.75,296.05,301.20,294.70,6.5,2.21
Tata Elxsi,"7,694.40","7,480.50","7,608.90","7,445.35",163.55,2.2
DCM Shriram,"1,039.30","1,000.00","1,031.10","1,009.15",21.95,2.18
KEC Intl,670.00,654.60,667.20,653.40,13.8,2.11
Firstsource Sol,167.65,161.25,166.50,163.25,3.25,1.99
PNB Housing Fin,772.00,736.60,761.45,746.60,14.85,1.99
Krishna Inst.,"1,964.15","1,901.55","1,947.00","1,909.80",37.2,1.95
Tata Motors,672.25,653.80,668.50,655.70,12.8,1.95
Tata Motors,672.25,653.80,668.50,655.70,12.8,1.95
Info Edge,"4,229.00","4,150.00","4,204.50","4,127.55",76.95,1.86
TML - D,447.50,435.45,443.85,435.90,7.95,1.82
TML - D,447.50,435.45,443.85,435.90,7.95,1.82
Supreme Ind,"4,816.95","4,509.95","4,707.30","4,625.60",81.7,1.77
Karur Vysya,152.00,145.55,146.55,144.05,2.5,1.74
Galaxy Surfacta,"2,719.00","2,618.30","2,703.85","2,662.00",41.85,1.57
JK Paper,404.85,391.00,402.00,395.95,6.05,1.53
Sun Pharma,"1,161.80","1,134.05","1,153.40","1,136.80",16.6,1.46
KEI Industries,"2,744.50","2,692.25","2,722.45","2,685.65",36.8,1.37
Elgi Equipments,497.95,480.10,494.30,488.00,6.3,1.29
Shoppers Stop,697.00,675.60,690.80,682.60,8.2,1.2
Alembic Pharma,825.00,794.15,815.00,805.50,9.5,1.18
Just Dial,777.90,750.70,758.10,749.30,8.8,1.17
Sterlite Techno,167.70,160.20,162.05,160.20,1.85,1.15
Equitas Bank,100.55,97.80,99.85,98.75,1.1,1.11
Cera Sanitary,"9,194.95","8,883.25","9,129.25","9,031.70",97.55,1.08
TMB,600.00,584.35,597.15,590.80,6.35,1.07
Gland,"1,617.75","1,587.05","1,609.50","1,592.65",16.85,1.06
CAMS,"2,639.00","2,570.05","2,596.15","2,570.05",26.1,1.02
Ajanta Pharma,"1,799.00","1,750.00","1,792.90","1,774.95",17.95,1.01
Relaxo Footwear,932.00,908.50,927.50,918.55,8.95,0.97
Radico Khaitan,"1,261.00","1,245.90","1,256.90","1,245.60",11.3,0.91
