company_name,high,low,last_price,prev_close,change,percent_gain
JK Paper,638.75,539.50,633.75,534.85,98.90,18.49
TV18 Broadcast,45.68,41.64,45.55,41.53,4.02,9.68
Solar Ind,"11,190.00","10,201.20","11,019.10","10,098.60",920.50,9.12
EPL,221.95,203.65,220.20,202.00,18.20,9.01
SUMITOMO,515.00,479.80,512.60,478.75,33.85,7.07
Archean Chem,742.00,684.75,728.10,680.90,47.20,6.93
Network 18,88.40,82.30,87.67,82.19,5.48,6.67
Firstsource Sol,228.80,214.68,226.40,213.94,12.46,5.82
Jyothy Labs,480.00,451.20,477.25,451.20,26.05,5.77
NLC India,261.75,241.41,257.63,244.14,13.49,5.53
Alembic Pharma,984.00,927.05,973.80,923.50,50.30,5.45
Jai Balaji Ind,962.60,925.00,958.80,916.80,42.00,4.58
Godrej Prop,"3,339.95","3,171.10","3,301.10","3,161.65",139.45,4.41
Sobha,"2,010.95","1,905.55","1,991.50","1,908.70",82.80,4.34
Garden Reach Sh,"2,473.95","2,331.30","2,405.55","2,306.50",99.05,4.29
Deepak Fert,722.40,688.35,715.40,686.50,28.90,4.21
Cera Sanitary,"9,143.05","8,721.00","9,080.00","8,740.15",339.85,3.89
Century,"2,420.00","2,290.00","2,387.50","2,303.20",84.30,3.66
KPIL,"1,223.30","1,162.00","1,212.15","1,169.45",42.70,3.65
NBCC (India),163.20,156.32,162.28,156.60,5.68,3.63
KFin Tech,765.00,726.35,760.15,734.30,25.85,3.52
NCC,335.00,322.65,332.30,321.05,11.25,3.5
V-Guard Ind,450.00,434.00,448.85,434.00,14.85,3.42
Safari Ind,"2,200.00","2,082.05","2,167.35","2,100.05",67.30,3.2
MOTHERSON,207.12,196.90,202.96,196.75,6.21,3.16
CAMS,"3,770.00","3,706.10","3,762.95","3,653.90",109.05,2.98
Hitachi Energy,"13,700.00","13,050.00","13,393.45","13,012.15",381.30,2.93
Larsen,"3,634.00","3,535.05","3,626.50","3,526.55",99.95,2.83
3M India,"40,856.50","37,956.00","38,908.70","37,857.10","1,051.60",2.78
MTAR Tech,"1,926.85","1,850.45","1,892.45","1,842.20",50.25,2.73
Deepak Nitrite,"2,739.00","2,630.20","2,686.70","2,616.00",70.70,2.7
Sundram,"1,408.40","1,353.20","1,392.70","1,357.20",35.50,2.62
Adani Energy,"1,063.35","1,000.40","1,024.75",999.20,25.55,2.56
Clean Science,"1,550.00","1,474.15","1,515.40","1,477.85",37.55,2.54
Zomato,209.84,202.25,209.09,203.97,5.12,2.51
COFORGE LTD.,"5,754.90","5,522.00","5,653.75","5,518.40",135.35,2.45
CIEINDIA,609.85,581.55,599.60,586.10,13.50,2.3
Fine Organics,"5,339.00","5,130.55","5,231.45","5,117.50",113.95,2.23
One 97 Paytm,423.25,409.05,421.05,411.85,9.20,2.23
Aditya Birla F,331.00,317.10,329.55,322.50,7.05,2.19
Craftsman,"5,791.20","5,515.00","5,695.30","5,576.00",119.30,2.14
Balaji Amines,"2,460.00","2,390.05","2,421.80","2,372.05",49.75,2.1
KEC Intl,906.85,874.30,902.25,883.95,18.30,2.07
Wipro,545.00,528.30,538.20,527.35,10.85,2.06
Oil India,512.00,480.15,485.35,475.90,9.45,1.99
Welspun Corp,574.00,557.10,569.65,558.60,11.05,1.98
Prince Pipes,708.00,686.00,696.85,683.40,13.45,1.97
Infosys,"1,633.80","1,586.50","1,621.05","1,590.80",30.25,1.9
CSB Bank,403.20,377.05,382.25,375.25,7.00,1.87
Adani Total Gas,938.00,889.50,904.60,888.05,16.55,1.86
Action Const,"1,498.90","1,460.50","1,486.95","1,460.50",26.45,1.81
Tata Comm,"1,905.50","1,836.55","1,889.50","1,855.85",33.65,1.81
IIFL Finance,533.00,506.50,519.70,510.85,8.85,1.73
Nuvama Wealth,"5,146.95","4,870.75","5,055.65","4,969.55",86.10,1.73
Railtel,484.00,468.00,480.30,472.15,8.15,1.73
GMM Pfaudler,"1,405.00","1,379.05","1,400.60","1,376.95",23.65,1.72
Schaeffler Ind,"4,695.00","4,617.50","4,686.25","4,610.25",76.00,1.65
TMB,485.45,473.40,481.20,473.40,7.80,1.65
Astral Ltd,"2,454.00","2,371.10","2,416.75","2,378.15",38.60,1.62
Laurus Labs,443.20,428.70,437.75,430.80,6.95,1.61
Oberoi Realty,"1,815.00","1,756.15","1,803.25","1,774.75",28.50,1.61
Bajaj Holdings,"8,965.00","8,717.50","8,896.45","8,756.40",140.05,1.6
Piramal Pharma,161.50,157.21,160.84,158.31,2.53,1.6
JM Financial,92.30,88.36,90.49,89.09,1.40,1.57
KEI Industries,"4,590.00","4,465.00","4,551.40","4,481.35",70.05,1.56
Data Patterns,"3,198.10","3,001.00","3,089.70","3,043.15",46.55,1.53
HDFC Bank,"1,734.90","1,702.75","1,730.60","1,705.20",25.40,1.49
Ircon Internati,277.65,270.70,275.20,271.25,3.95,1.46
Ircon Internati,277.65,270.70,275.20,271.25,3.95,1.46
Sonata,634.90,613.60,630.20,621.50,8.70,1.4
Elecon Eng,"1,400.00","1,330.00","1,346.65","1,328.15",18.50,1.39
IRCTC,"1,014.50",991.05,"1,006.60",992.85,13.75,1.38
Torrent Pharma,"2,837.00","2,785.05","2,819.65","2,781.20",38.45,1.38
Godrej Ind,920.40,886.30,897.85,886.15,11.70,1.32
MMTC Ltd,80.37,76.96,79.26,78.27,0.99,1.26
RITES,711.60,691.50,700.35,691.75,8.60,1.24
CHEMPLAST SANMA,550.85,538.20,546.05,539.50,6.55,1.21
Suven Pharma,836.40,810.75,834.00,824.10,9.90,1.2
Torrent Power,"1,482.05","1,455.00","1,473.95","1,456.45",17.50,1.2
Cello World,906.00,880.10,901.05,890.65,10.40,1.17
Bosch,"35,099.00","34,300.05","34,644.80","34,249.95",394.85,1.15
Brigade Ent,"1,405.85","1,359.55","1,367.75","1,352.40",15.35,1.14
DOMS Industries,"2,179.90","2,119.00","2,142.65","2,118.55",24.10,1.14
Himadri Special,412.10,394.20,401.20,396.85,4.35,1.1
Tata Inv Corp,"6,699.70","6,570.00","6,667.95","6,595.95",72.00,1.09
United Brewerie,"2,044.00","2,001.30","2,031.50","2,009.60",21.90,1.09
KSB Pumps,"5,140.00","4,881.20","4,906.70","4,854.30",52.40,1.08
Lupin,"1,637.80","1,615.00","1,632.80","1,616.05",16.75,1.04
TCS,"4,023.40","3,982.55","4,017.40","3,978.20",39.20,0.99
Blue Dart,"8,266.45","8,127.10","8,218.15","8,138.15",80.00,0.98
Adani Wilmar,343.60,333.50,335.75,332.60,3.15,0.95
Concord Biotech,"1,547.65","1,513.80","1,542.50","1,528.00",14.50,0.95
TATA Cons. Prod,"1,110.00","1,080.00","1,105.00","1,094.55",10.45,0.95
Supreme Ind,"6,070.05","5,868.00","6,022.55","5,966.35",56.20,0.94
Swan Energy,634.00,615.00,619.95,614.30,5.65,0.92
Coal India,485.00,473.35,479.10,474.80,4.30,0.91
Happy Forgings,"1,270.00","1,246.45","1,259.85","1,248.50",11.35,0.91
Quess Corp,644.70,628.50,640.45,634.85,5.60,0.88
Aarti Ind,722.65,704.10,711.00,704.85,6.15,0.87
Vedant Fashions,"1,102.00","1,070.05","1,098.35","1,088.90",9.45,0.87
Capri Global,217.70,212.18,214.62,212.78,1.84,0.86
Capri Global,217.70,212.18,214.62,212.78,1.84,0.86
Graphite India,583.55,574.00,578.05,573.30,4.75,0.83
ACC,"2,844.00","2,720.30","2,772.25","2,749.60",22.65,0.82
Bikaji Foods,733.60,719.10,723.75,717.85,5.90,0.82
HCL Tech,"1,492.45","1,473.00","1,480.80","1,468.85",11.95,0.81
Shree Renuka,50.58,47.95,49.52,49.12,0.40,0.81
Avenue Supermar,"4,825.25","4,719.55","4,773.85","4,735.90",37.95,0.8
Grindwell Norto,"2,930.00","2,822.80","2,854.20","2,832.80",21.40,0.76
Sun TV Network,791.95,775.20,784.05,778.15,5.90,0.76
Petronet LNG,341.00,333.50,336.30,333.80,2.50,0.75
NALCO,195.50,189.22,192.73,191.32,1.41,0.74
Hindalco,703.30,688.40,694.75,689.85,4.90,0.71
Minda Corp,510.00,495.00,499.95,496.45,3.50,0.71
Easy Trip,42.00,41.20,41.72,41.43,0.29,0.7
Easy Trip,42.00,41.20,41.72,41.43,0.29,0.7
Five-Star Busin,839.95,817.90,828.35,822.60,5.75,0.7
ONGC,279.80,271.50,274.85,272.95,1.90,0.7
Zydus Life,"1,080.00","1,059.00","1,074.60","1,067.30",7.30,0.68
UNO Minda,"1,207.30","1,142.95","1,150.05","1,142.30",7.75,0.68
Tejas Networks,"1,475.00","1,415.00","1,435.70","1,426.05",9.65,0.68
Cipla,"1,492.75","1,479.25","1,488.65","1,479.10",9.55,0.65
Interglobe Avi,"4,283.10","4,225.50","4,249.10","4,222.15",26.95,0.64
Endurance Techn,"2,735.95","2,692.00","2,722.10","2,705.10",17.00,0.63
DLF,841.00,817.95,830.40,825.40,5.00,0.61
Grasim,"2,762.70","2,717.00","2,742.95","2,726.40",16.55,0.61
Sanofi India,"6,629.00","6,524.05","6,591.85","6,551.85",40.00,0.61
Gujarat Gas,663.40,647.55,650.85,646.95,3.90,0.6
Engineers India,263.40,254.00,257.75,256.25,1.50,0.59
ICICI Prudentia,631.50,601.45,620.35,616.70,3.65,0.59
Jubilant Pharmo,745.00,730.00,736.85,732.60,4.25,0.58
Dixon Technolog,"12,543.30","12,330.10","12,517.40","12,446.45",70.95,0.57
Borosil Renew,517.70,507.65,510.70,507.85,2.85,0.56
United Spirits,"1,292.00","1,263.95","1,274.95","1,267.80",7.15,0.56
Narayana Hruda,"1,230.00","1,209.25","1,222.70","1,216.10",6.60,0.54
KRBL,309.30,298.00,304.10,302.50,1.60,0.53
GlaxoSmithKline,"2,698.95","2,602.10","2,618.75","2,605.20",13.55,0.52
Linde India,"8,584.00","8,401.45","8,488.20","8,445.50",42.70,0.51
eClerx Services,"2,470.00","2,442.05","2,457.20","2,444.85",12.35,0.51
India Cements,289.75,282.00,284.45,283.00,1.45,0.51
Chennai Petro,"1,003.00",979.50,986.60,981.70,4.90,0.5
LTIMindtree,"5,543.00","5,405.00","5,474.00","5,447.50",26.50,0.49
Muthoot Finance,"1,805.95","1,756.00","1,797.00","1,788.60",8.40,0.47
Medplus Health,694.00,682.70,689.70,686.45,3.25,0.47
Jindal Stainles,819.70,805.20,815.00,811.30,3.70,0.46
MphasiS,"2,574.00","2,497.05","2,506.15","2,494.90",11.25,0.45
Intellect Desig,"1,115.00","1,083.05","1,089.40","1,084.50",4.90,0.45
HBL Power,506.75,497.30,503.20,501.05,2.15,0.43
RamkrishnaForge,927.70,906.70,915.75,912.10,3.65,0.4
Oracle Fin Serv,"10,342.80","10,082.00","10,234.70","10,194.25",40.45,0.4
Voltas,"1,456.00","1,416.50","1,450.05","1,444.25",5.80,0.4
City Union Bank,169.37,165.80,166.71,166.07,0.64,0.39
IOC,169.71,167.01,168.30,167.66,0.64,0.38
Inox Wind,146.20,143.00,143.92,143.37,0.55,0.38
Devyani Int,168.47,165.10,167.50,166.88,0.62,0.37
Global Health,"1,289.25","1,257.00","1,275.25","1,270.55",4.70,0.37
Trent,"5,568.55","5,460.00","5,535.90","5,515.65",20.25,0.37
Power Grid Corp,334.40,328.05,330.80,329.60,1.20,0.36
Schneider Infra,930.00,900.05,907.95,904.65,3.30,0.36
Lemon Tree,146.47,144.05,145.37,144.88,0.49,0.34
Balrampur Chini,443.90,427.00,435.65,434.20,1.45,0.33
Colgate,"2,888.00","2,850.00","2,870.95","2,861.45",9.50,0.33
Carborundum,"1,704.00","1,674.75","1,684.10","1,678.50",5.60,0.33
Praj Industries,757.95,731.25,745.10,742.75,2.35,0.32
Reliance,"3,147.00","3,114.00","3,130.35","3,120.30",10.05,0.32
Emami,745.10,713.95,723.35,721.10,2.25,0.31
Vijaya Diagnost,789.95,779.55,781.70,779.35,2.35,0.3
C. E. Info Syst,"2,369.95","2,307.30","2,339.30","2,332.50",6.80,0.29
Laxmi Organic,269.70,258.80,260.45,259.70,0.75,0.29
Power Finance,506.80,495.60,502.65,501.25,1.40,0.28
TVS Supply,184.90,181.12,182.06,181.56,0.50,0.28
Tata Steel,175.75,173.60,174.54,174.07,0.47,0.27
Tata Steel,175.75,173.60,174.54,174.07,0.47,0.27
Dr Reddys Labs,"6,380.95","6,284.25","6,370.25","6,353.70",16.55,0.26
Sun Pharma,"1,534.90","1,508.25","1,524.05","1,520.10",3.95,0.26
AAVAS Financier,"1,917.00","1,850.10","1,859.55","1,855.05",4.50,0.24
BLS Internation,382.50,370.50,373.25,372.45,0.80,0.21
Westlife Food,836.40,816.00,828.10,826.35,1.75,0.21
Phoenix Mills,"3,598.40","3,519.00","3,578.80","3,571.40",7.40,0.21
Sona BLW,684.30,667.00,670.95,669.60,1.35,0.2
Honeywell Autom,"57,200.00","56,251.10","56,787.90","56,672.15",115.75,0.2
Amber Enterpris,"4,521.10","4,443.05","4,496.75","4,488.40",8.35,0.19
Suzlon Energy,53.38,52.43,53.03,52.93,0.10,0.19
Berger Paints,510.25,504.35,508.15,507.25,0.90,0.18
NTPC,372.60,365.15,370.40,369.75,0.65,0.18
Prestige Estate,"1,884.50","1,817.65","1,843.65","1,840.40",3.25,0.18
Zee Entertain,156.29,152.71,153.20,152.93,0.27,0.18
Cyient,"1,896.00","1,836.05","1,845.65","1,843.05",2.60,0.14
Gillette India,"7,422.60","7,202.00","7,317.70","7,308.25",9.45,0.13
ITI,313.95,305.00,310.00,309.60,0.40,0.13
IRFC,173.25,170.01,171.97,171.76,0.21,0.12
Persistent,"4,554.00","4,423.00","4,501.75","4,496.15",5.60,0.12
Persistent,"4,554.00","4,423.00","4,501.75","4,496.15",5.60,0.12
Metro Brands,"1,250.00","1,222.90","1,238.85","1,237.45",1.40,0.11
Usha Martin,408.40,395.50,402.65,402.20,0.45,0.11
Aurobindo Pharm,"1,220.95","1,203.00","1,213.05","1,211.80",1.25,0.1
Gujarat Pipavav,217.99,210.65,212.92,212.71,0.21,0.1
CCL Products,603.25,586.00,593.95,593.50,0.45,0.08
AIA Engineering,"4,280.00","4,187.60","4,215.50","4,212.50",3.00,0.07
Finolex Cables,"1,665.00","1,614.95","1,644.80","1,643.65",1.15,0.07
JK Lakshmi Cem,910.00,885.60,897.40,896.90,0.50,0.06
KPIT Tech,"1,705.00","1,636.00","1,663.60","1,662.80",0.80,0.05
ICICI Lombard ,"1,848.00","1,800.00","1,807.80","1,807.10",0.70,0.04
DCM Shriram,"1,014.95","1,000.35","1,005.90","1,005.70",0.20,0.02
Adani Ports,"1,489.60","1,455.05","1,474.85","1,474.50",0.35,0.02
Rainbow Child,"1,263.20","1,245.00","1,256.55","1,256.35",0.20,0.02
