company_name,high,low,last_price,prev_close,change,percent_gain
BSE Limited,"3,459.00","2,955.00","3,431.80","2,902.70",529.1,18.23
Godfrey Phillip,"8,480.00","7,400.00","8,235.45","7,316.80",918.65,12.56
Adani Green Ene,"1,941.65","1,833.15","1,930.80","1,788.20",142.6,7.97
Dixon Technolog,"14,056.00","13,050.50","13,990.30","13,027.65",962.65,7.39
Triveni Engg,518.00,476.35,507.50,473.90,33.6,7.09
KRBL,327.60,313.60,322.15,304.20,17.95,5.9
Thermax,"5,085.00","4,767.05","5,003.90","4,730.55",273.35,5.78
Phoenix Mills,"3,550.00","3,295.60","3,532.25","3,342.80",189.45,5.67
Action Const,"1,329.00","1,249.10","1,321.15","1,251.20",69.95,5.59
Jubilant Ing.,786.00,725.60,773.55,733.65,39.9,5.44
MCX India,"5,718.65","5,320.00","5,592.70","5,308.80",283.9,5.35
Angel One,"2,637.70","2,455.05","2,581.20","2,451.75",129.45,5.28
CHEMPLAST SANMA,525.00,490.30,515.75,490.30,25.45,5.19
Adani Power,681.55,650.80,665.95,633.45,32.5,5.13
Jai Balaji Ind,"1,086.25","1,000.05","1,086.25","1,034.55",51.7,5
PCBL,511.80,471.50,505.15,482.15,23,4.77
CDSL,"1,460.00","1,372.10","1,444.70","1,381.45",63.25,4.58
Radico Khaitan,"2,174.00","2,061.40","2,123.65","2,034.80",88.85,4.37
TV18 Broadcast,49.95,47.60,49.64,47.65,1.99,4.18
Praj Industries,762.15,723.45,758.10,727.70,30.4,4.18
One 97 Paytm,687.80,658.80,682.15,654.95,27.2,4.15
Krishna Inst.,580.00,543.00,574.30,552.35,21.95,3.97
Krishna Inst.,580.00,543.00,574.30,552.35,21.95,3.97
NALCO,190.00,183.05,189.38,182.35,7.03,3.86
Oil India,609.95,577.70,607.60,585.60,22,3.76
Macrotech Dev,"1,297.50","1,248.90","1,276.00","1,230.20",45.8,3.72
JM Financial,135.84,129.30,133.83,129.37,4.46,3.45
Himadri Special,599.70,578.15,593.30,573.80,19.5,3.4
HEG,"2,180.00","2,010.10","2,139.30","2,069.30",70,3.38
KPR Mill,878.95,855.00,869.60,842.15,27.45,3.26
Network 18,92.10,88.50,91.58,88.69,2.89,3.26
Biocon,394.85,380.30,391.20,378.95,12.25,3.23
Shyam Metalics,903.00,872.60,899.35,871.20,28.15,3.23
Graphite India,548.00,528.00,542.80,526.00,16.8,3.19
EID Parry,842.40,815.45,836.25,810.50,25.75,3.18
SBFC Finance,86.90,83.82,86.36,83.77,2.59,3.09
Triveni Turbine,801.45,772.05,787.50,764.25,23.25,3.04
Shree Renuka,48.65,47.26,48.08,46.68,1.4,3
Hitachi Energy,"13,250.00","12,654.90","13,188.35","12,822.85",365.5,2.85
Jubilant Pharmo,"1,247.15","1,166.05","1,224.20","1,191.00",33.2,2.79
CAMS,"4,544.00","4,377.15","4,520.30","4,401.25",119.05,2.7
Hind Copper,327.50,313.05,322.95,314.90,8.05,2.56
Max Healthcare,936.95,915.00,931.00,908.00,23,2.53
Union Bank,127.30,121.70,123.21,120.19,3.02,2.51
Blue Star,"1,988.40","1,888.00","1,934.90","1,888.00",46.9,2.48
IGL,531.25,517.15,529.85,517.15,12.7,2.46
Data Patterns,"2,775.00","2,656.15","2,749.80","2,684.95",64.85,2.42
NTPC,412.00,402.00,411.10,401.40,9.7,2.42
Supreme Ind,"5,411.00","5,269.00","5,394.00","5,268.85",125.15,2.38
RITES,723.65,699.50,711.60,695.50,16.1,2.31
Info Edge,"7,943.00","7,715.00","7,903.80","7,729.05",174.75,2.26
Minda Corp,558.75,536.05,555.90,543.70,12.2,2.24
Sun TV Network,847.30,823.50,843.75,825.25,18.5,2.24
Fortis Health,599.00,583.30,596.85,584.20,12.65,2.17
Gujarat Fluoro,"4,510.45","4,376.40","4,485.05","4,389.60",95.45,2.17
JK Paper,468.70,458.70,465.20,455.50,9.7,2.13
PVR INOX,"1,704.15","1,657.00","1,689.90","1,655.15",34.75,2.1
Rattanindia Ent,83.90,80.51,81.66,80.00,1.66,2.08
Balrampur Chini,575.40,562.50,568.75,557.30,11.45,2.05
NHPC,96.98,94.50,96.19,94.28,1.91,2.03
BHEL,270.70,263.75,269.50,264.30,5.2,1.97
Marico,697.40,675.55,695.20,681.95,13.25,1.94
Suzlon Energy,85.85,83.66,84.70,83.11,1.59,1.91
Avanti Feeds,691.00,669.80,687.60,674.95,12.65,1.87
Campus Active,334.00,317.85,329.80,323.80,6,1.85
Delhivery,429.90,414.75,421.35,413.80,7.55,1.82
Apar Ind,"10,624.80","10,262.50","10,584.45","10,399.75",184.7,1.78
Hindalco,687.55,676.55,685.15,673.25,11.9,1.77
Zomato,282.00,269.20,277.70,272.90,4.8,1.76
MOTHERSON,194.40,189.68,193.79,190.49,3.3,1.73
HBL Power,647.00,634.00,642.90,631.95,10.95,1.73
JSW Steel,978.55,957.10,971.00,954.55,16.45,1.72
Godrej Ind,"1,244.50","1,202.05","1,221.85","1,201.25",20.6,1.71
Jindal Saw,732.10,711.25,721.30,709.20,12.1,1.71
Guj Mineral,378.00,368.35,374.10,367.90,6.2,1.69
United Brewerie,"2,118.95","2,076.00","2,115.00","2,080.15",34.85,1.68
United Spirits,"1,552.90","1,525.40","1,547.25","1,523.35",23.9,1.57
Five-Star Busin,770.95,745.10,762.05,750.40,11.65,1.55
Syngene Intl,945.25,924.10,938.20,923.85,14.35,1.55
RHI Magnesita,591.90,572.05,583.40,574.60,8.8,1.53
Caplin Labs,"1,969.45","1,905.00","1,958.80","1,929.45",29.35,1.52
Shriram Finance,"3,439.85","3,362.60","3,418.95","3,368.25",50.7,1.51
Adani Wilmar,376.00,362.05,365.60,360.40,5.2,1.44
Kajaria Ceramic,"1,478.00","1,442.50","1,471.30","1,450.85",20.45,1.41
Vardhman Text,499.90,490.45,498.80,491.85,6.95,1.41
Glenmark Life,"1,335.10","1,252.35","1,310.90","1,292.85",18.05,1.4
Chola Fin Hold,"1,943.50","1,896.55","1,922.75","1,896.55",26.2,1.38
Chambal Fert,516.45,507.85,514.55,507.65,6.9,1.36
India Cements,381.65,367.10,372.05,367.05,5,1.36
Larsen,"3,670.00","3,613.00","3,662.25","3,613.00",49.25,1.36
CRISIL,"4,756.55","4,630.20","4,728.65","4,666.55",62.1,1.33
Sona BLW,737.50,725.00,733.65,724.25,9.4,1.3
Sundaram Fin,"4,966.35","4,825.05","4,903.20","4,841.90",61.3,1.27
Mahanagar Gas,"1,829.05","1,793.95","1,821.40","1,798.65",22.75,1.26
Craftsman,"6,450.00","6,235.00","6,409.90","6,332.00",77.9,1.23
Restaurant Bran,106.69,104.50,105.74,104.49,1.25,1.2
Trent,"7,384.95","7,211.00","7,318.80","7,233.15",85.65,1.18
Brigade Ent,"1,355.00","1,336.05","1,351.20","1,335.55",15.65,1.17
Jindal Steel,"1,049.00","1,024.90","1,043.10","1,031.10",12,1.16
GMR Airports,97.94,96.21,97.13,96.03,1.1,1.15
ICICI Securitie,858.80,841.80,856.05,846.50,9.55,1.13
Axis Bank,"1,234.00","1,215.00","1,231.05","1,217.45",13.6,1.12
Colgate,"3,691.65","3,615.10","3,664.15","3,624.75",39.4,1.09
Clean Science,"1,601.75","1,560.25","1,590.40","1,573.20",17.2,1.09
Linde India,"8,399.00","8,176.00","8,318.55","8,229.35",89.2,1.08
ABB India,"7,897.00","7,699.10","7,765.20","7,684.40",80.8,1.05
360 ONE WAM,"1,111.85","1,087.85","1,104.25","1,092.80",11.45,1.05
360 ONE WAM,"1,111.85","1,087.85","1,104.25","1,092.80",11.45,1.05
Manappuram Fin,215.00,210.37,213.55,211.33,2.22,1.05
Torrent Power,"1,797.00","1,745.05","1,780.80","1,763.00",17.8,1.01
ICICI Bank,"1,265.60","1,244.70","1,262.85","1,250.35",12.5,1
Timken,"3,859.30","3,751.10","3,798.15","3,760.60",37.55,1
KPIL,"1,404.90","1,365.55","1,394.35","1,380.80",13.55,0.98
J. K. Cement,"4,884.25","4,743.80","4,812.75","4,766.40",46.35,0.97
Exide Ind,492.20,482.00,489.95,485.40,4.55,0.94
Escorts Kubota,"3,869.50","3,806.00","3,848.10","3,812.55",35.55,0.93
Anand Rathi,"4,002.00","3,832.00","3,955.25","3,919.00",36.25,0.92
Motilal Oswal,778.00,754.00,763.50,756.70,6.8,0.9
Central Bank,61.38,59.82,60.35,59.82,0.53,0.89
Intellect Desig,"1,000.75",975.90,994.50,985.80,8.7,0.88
Cummins,"3,832.30","3,775.20","3,817.70","3,784.60",33.1,0.87
Yes Bank,23.97,23.24,23.50,23.30,0.2,0.86
IEX,222.27,216.44,220.93,219.07,1.86,0.85
Eicher Motors,"4,938.75","4,860.00","4,899.20","4,858.30",40.9,0.84
Mah Seamless,678.75,671.80,675.35,669.80,5.55,0.83
3M India,"35,934.40","35,556.00","35,807.30","35,520.15",287.15,0.81
Cyient,"2,156.80","2,103.05","2,150.65","2,133.60",17.05,0.8
Aditya Birla F,337.45,328.00,331.15,328.55,2.6,0.79
Adani Total Gas,825.00,802.00,806.75,800.75,6,0.75
EIH,386.30,373.60,382.90,380.10,2.8,0.74
Global Health,"1,138.80","1,115.05","1,131.50","1,123.30",8.2,0.73
Nestle,"2,555.60","2,500.00","2,549.60","2,531.40",18.2,0.72
