company_name,high,low,last_price,prev_close,change,percent_gain
Indiabulls Hsg,197.85,173.50,191.95,172.95,19,10.99
Archean Chem,658.95,593.30,649.55,593.85,55.7,9.38
Laxmi Organic,288.40,264.00,285.85,263.65,22.2,8.42
TataTeleservice,92.60,84.40,91.45,84.40,7.05,8.35
Jamna Auto,118.70,110.00,116.70,108.50,8.2,7.56
SJVN,61.30,56.60,60.80,56.85,3.95,6.95
Solar Ind,"4,980.00","4,601.05","4,889.90","4,597.40",292.5,6.36
Asahi India,597.00,562.00,592.45,558.70,33.75,6.04
P and G,"16,600.00","15,437.05","16,422.20","15,542.95",879.25,5.66
Restaurant Bran,127.50,116.35,122.45,116.50,5.95,5.11
RITES,490.75,458.30,482.75,460.05,22.7,4.93
Suzlon Energy,23.50,23.25,23.50,22.40,1.1,4.91
Angel One,"1,800.00","1,700.05","1,794.20","1,714.60",79.6,4.64
Kalyan Jeweller,222.85,214.00,220.60,211.00,9.6,4.55
Jubilant Pharmo,469.95,444.55,466.90,446.80,20.1,4.5
Piramal Enter,"1,123.30","1,063.35","1,106.65","1,059.35",47.3,4.47
Finolex Ind,222.75,212.00,220.10,211.30,8.8,4.16
Fine Organics,"4,750.00","4,530.00","4,713.75","4,527.20",186.55,4.12
BHEL,110.50,106.05,109.55,105.25,4.3,4.09
GSFC,172.20,165.85,171.40,164.75,6.65,4.04
India Cements,240.80,232.00,239.75,230.55,9.2,3.99
Graphite India,480.50,457.30,476.25,458.00,18.25,3.98
Indiabulls Real,75.40,72.10,74.40,71.55,2.85,3.98
Amber Enterpris,"2,919.85","2,802.05","2,894.60","2,785.95",108.65,3.9
GNFC,595.55,572.60,589.95,568.20,21.75,3.83
Glenmark,769.00,738.65,767.15,739.45,27.7,3.75
NBCC (India),51.40,49.00,50.85,49.10,1.75,3.56
Rattanindia Ent,60.70,55.20,57.80,55.85,1.95,3.49
BEML,"2,198.00","2,135.05","2,174.90","2,102.40",72.5,3.45
