company_name,high,low,last_price,prev_close,change,percent_gain
NBCC (India),169.95,150.00,168.65,141.65,27.00,19.06
SJVN,146.35,128.55,142.25,127.55,14.70,11.52
Engineers India,273.90,239.30,261.35,236.90,24.45,10.32
NHPC,103.00,92.25,100.65,91.40,9.25,10.12
BPCL,572.40,516.00,558.35,508.45,49.90,9.81
Cyient,"2,157.10","1,905.00","2,109.75","1,939.15",170.60,8.8
IOC,166.80,151.05,162.90,149.75,13.15,8.78
Abbott India,"28,280.20","26,410.00","28,064.30","25,887.00","2,177.30",8.41
AB Capital,185.40,169.00,180.35,166.85,13.50,8.09
IOB,57.00,53.10,56.15,52.05,4.10,7.88
GMR Airports,87.00,79.65,85.20,79.10,6.10,7.71
SAIL,129.65,119.80,128.30,119.30,9.00,7.54
MRPL,198.80,180.00,191.60,178.65,12.95,7.25
MCX India,"3,681.80","3,455.00","3,655.10","3,449.95",205.15,5.95
Swan Energy,693.70,648.00,686.90,649.20,37.70,5.81
Jindal Stainles,610.00,568.55,596.55,564.60,31.95,5.66
MMTC Ltd,86.40,80.50,84.15,79.75,4.40,5.52
Shree Renuka,50.70,47.10,49.70,47.10,2.60,5.52
PNB,128.25,120.10,125.40,118.85,6.55,5.51
Phoenix Mills,"2,510.00","2,355.65","2,478.90","2,350.50",128.40,5.46
Easy Trip,51.25,47.20,49.30,46.80,2.50,5.34
Easy Trip,51.25,47.20,49.30,46.80,2.50,5.34
Latent View,490.50,465.60,485.45,462.20,23.25,5.03
HINDPETRO,500.80,470.95,488.85,465.80,23.05,4.95
Castrol,208.10,195.50,198.40,189.55,8.85,4.67
Redington,190.00,180.00,188.55,180.20,8.35,4.63
Jindal Steel,782.20,746.20,776.00,742.45,33.55,4.52
NMDC,237.50,227.70,235.55,225.40,10.15,4.5
Can Fin Homes,838.00,799.90,828.85,794.95,33.90,4.26
Power Grid Corp,281.40,263.95,277.10,265.80,11.30,4.25
Bank of India,156.25,145.95,151.55,145.40,6.15,4.23
Global Health,"1,305.10","1,204.20","1,249.00","1,198.40",50.60,4.22
Central Bank,63.45,60.60,62.05,59.55,2.50,4.2
Indian Bank,553.95,526.40,545.95,523.95,22.00,4.2
Kalyan Jeweller,351.90,336.15,347.90,334.05,13.85,4.15
COFORGE LTD.,"6,469.00","6,227.65","6,425.35","6,169.75",255.60,4.14
Godfrey Phillip,"2,585.00","2,445.00","2,544.10","2,443.40",100.70,4.12
NALCO,157.00,146.65,153.00,147.05,5.95,4.05
Macrotech Dev,"1,138.45","1,082.55","1,114.80","1,072.25",42.55,3.97
ONGC,260.00,249.00,257.25,247.65,9.60,3.88
KPIL,839.55,799.05,833.65,802.80,30.85,3.84
V-Guard Ind,316.00,297.70,310.05,299.15,10.90,3.64
EIH,342.00,326.55,339.00,327.30,11.70,3.57
GlaxoSmithKline,"2,325.00","2,235.70","2,307.50","2,228.05",79.45,3.57
Adani Ports,"1,287.50","1,231.70","1,261.45","1,218.85",42.60,3.5
CDSL,"1,883.20","1,823.55","1,873.80","1,810.95",62.85,3.47
KPIT Tech,"1,597.00","1,538.05","1,577.10","1,524.65",52.45,3.44
Olectra Greente,"1,810.00","1,742.25","1,786.65","1,727.55",59.10,3.42
Mastek,"2,990.00","2,845.10","2,947.95","2,851.20",96.75,3.39
NCC,222.60,210.20,215.15,208.10,7.05,3.39
UCO Bank,51.60,48.70,50.55,48.90,1.65,3.37
Chalet Hotels,793.30,762.15,786.60,761.15,25.45,3.34
Kaynes Tech,"2,930.00","2,800.55","2,907.25","2,813.95",93.30,3.32
Mahindra Holida,465.00,403.85,418.65,405.40,13.25,3.27
Rain Industries,185.35,174.50,179.85,174.15,5.70,3.27
NTPC,333.70,323.10,332.50,322.00,10.50,3.26
Bharat Dynamics,"1,830.00","1,707.00","1,759.40","1,704.05",55.35,3.25
Coal India,422.90,409.65,419.80,406.70,13.10,3.22
Piramal Enter,931.95,897.20,921.85,894.75,27.10,3.03
Hind Copper,306.85,289.10,301.10,292.35,8.75,2.99
TATA Cons. Prod,"1,170.70","1,132.00","1,162.75","1,129.65",33.10,2.93
TCS,"3,984.40","3,872.00","3,966.30","3,854.15",112.15,2.91
Union Bank,152.45,146.15,148.80,144.60,4.20,2.9
Tata Steel,139.60,134.80,138.70,134.80,3.90,2.89
Tata Steel,139.60,134.80,138.70,134.80,3.90,2.89
Hero Motocorp,"4,769.30","4,590.05","4,717.30","4,586.70",130.60,2.85
Polycab,"4,437.90","4,269.10","4,383.70","4,263.95",119.75,2.81
BHEL,235.70,229.00,233.80,227.50,6.30,2.77
Exide Ind,347.50,334.50,343.35,334.20,9.15,2.74
JSW Steel,826.30,805.10,823.55,801.70,21.85,2.73
G R Infra,"1,270.05","1,236.00","1,265.40","1,231.95",33.45,2.72
Aditya Birla F,255.00,242.80,248.45,241.90,6.55,2.71
Jubilant Pharmo,616.70,568.20,592.25,576.65,15.60,2.71
KNR Construct,288.25,276.20,283.20,275.75,7.45,2.7
Poly Medicure,"1,532.00","1,474.50","1,520.10","1,480.20",39.90,2.7
Canara Bank,522.30,506.50,514.35,501.50,12.85,2.56
IRB Infra,69.00,66.20,66.75,65.10,1.65,2.53
IRB Infra,69.00,66.20,66.75,65.10,1.65,2.53
TVS Motor,"2,048.60","1,997.55","2,045.30","1,995.25",50.05,2.51
Wipro,486.50,475.00,483.15,471.35,11.80,2.5
Persistent,"8,515.70","8,355.10","8,502.60","8,295.75",206.85,2.49
Manappuram Fin,187.80,182.70,185.95,181.50,4.45,2.45
Sundaram Fin,"3,655.00","3,523.55","3,610.00","3,523.50",86.50,2.45
Five-Star Busin,781.95,755.65,775.55,757.10,18.45,2.44
GAIL,180.00,175.10,177.90,173.70,4.20,2.42
Oil India,449.80,433.15,446.90,436.35,10.55,2.42
AIA Engineering,"4,591.20","4,289.00","4,461.20","4,356.40",104.80,2.41
United Brewerie,"1,849.90","1,800.30","1,846.55","1,803.15",43.40,2.41
Lemon Tree,144.80,139.40,142.05,138.80,3.25,2.34
Varroc Engineer,619.40,588.15,600.35,586.75,13.60,2.32
Rattanindia Ent,92.45,86.75,88.60,86.60,2.00,2.31
NMDC Steel,73.25,69.40,70.90,69.30,1.60,2.31
Zomato,145.00,141.45,143.80,140.55,3.25,2.31
Info Edge,"5,215.00","5,092.00","5,177.15","5,062.00",115.15,2.27
General Insuran,384.20,370.10,377.20,368.85,8.35,2.26
LTIMindtree,"5,541.00","5,375.05","5,485.85","5,364.65",121.20,2.26
Brigade Ent,"1,049.95","1,009.45","1,032.10","1,009.45",22.65,2.24
Infosys,"1,718.50","1,665.00","1,693.35","1,657.05",36.30,2.19
Reliance,"2,949.80","2,866.35","2,915.40","2,853.30",62.10,2.18
Escorts Kubota,"2,979.90","2,875.00","2,944.55","2,881.95",62.60,2.17
Hindalco,589.00,573.10,583.50,571.25,12.25,2.14
Birlasoft,850.75,838.20,846.25,828.85,17.40,2.1
Cummins,"2,324.35","2,236.55","2,309.70","2,262.90",46.80,2.07
Century,"1,590.00","1,491.85","1,547.25","1,515.80",31.45,2.07
Westlife Food,856.65,833.20,846.65,829.60,17.05,2.06
Havells India,"1,343.75","1,308.20","1,341.30","1,314.60",26.70,2.03
Interglobe Avi,"3,150.00","3,072.40","3,127.10","3,066.60",60.50,1.97
Tech Mahindra,"1,354.00","1,323.05","1,338.10","1,312.50",25.60,1.95
FDC,427.25,416.45,423.20,415.15,8.05,1.94
NLC India,276.85,260.15,265.60,260.60,5.00,1.92
Gujarat Gas,599.80,584.05,590.85,579.85,11.00,1.9
Granules India,423.90,413.95,420.00,412.20,7.80,1.89
Oracle Fin Serv,"6,707.95","6,440.25","6,564.10","6,443.15",120.95,1.88
Dixon Technolog,"6,284.80","6,090.00","6,237.80","6,124.40",113.40,1.85
Infibeam Avenue,40.00,38.00,38.50,37.80,0.70,1.85
Bajaj Finserv,"1,664.00","1,626.70","1,651.50","1,622.25",29.25,1.8
Bajaj Finserv,"1,664.00","1,626.70","1,651.50","1,622.25",29.25,1.8
Pfizer,"4,712.90","4,570.05","4,659.95","4,578.20",81.75,1.79
UltraTechCement,"10,165.90","9,992.30","10,098.55","9,922.30",176.25,1.78
Biocon,280.80,270.60,274.70,269.95,4.75,1.76
Intellect Desig,900.00,883.30,894.95,879.55,15.40,1.75
TataTeleservice,95.80,91.10,92.35,90.80,1.55,1.71
Ircon Internati,239.45,226.55,232.50,228.60,3.90,1.71
Ircon Internati,239.45,226.55,232.50,228.60,3.90,1.71
Solar Ind,"6,465.85","6,275.00","6,450.55","6,341.90",108.65,1.71
Amara Raja,903.55,876.30,895.30,880.30,15.00,1.7
Glenmark Life,876.90,852.05,871.30,856.70,14.60,1.7
Bank of Mah,58.90,56.50,57.40,56.45,0.95,1.68
Supreme Ind,"4,149.50","4,025.00","4,137.70","4,070.55",67.15,1.65
Jamna Auto,121.00,116.80,118.50,116.60,1.90,1.63
Avanti Feeds,557.90,543.50,551.60,543.00,8.60,1.58
Bajaj Finance,"6,910.00","6,753.00","6,848.30","6,743.30",105.00,1.56
Anupam Rasayan,953.90,932.55,950.30,935.90,14.40,1.54
Colgate,"2,547.55","2,495.25","2,541.75","2,503.40",38.35,1.53
Sanofi India,"8,990.00","8,800.00","8,921.65","8,788.10",133.55,1.52
Vedanta,276.80,268.75,272.55,268.50,4.05,1.51
CSB Bank,393.90,387.65,392.75,387.00,5.75,1.49
TV18 Broadcast,64.25,61.55,62.15,61.25,0.90,1.47
Bandhan Bank,232.65,226.95,228.90,225.65,3.25,1.44
Bajaj Holdings,"8,485.00","8,271.05","8,461.45","8,341.90",119.55,1.43
L&T Finance,176.20,173.05,174.70,172.25,2.45,1.42
RHI Magnesita,738.10,721.55,735.50,725.25,10.25,1.41
Petronet LNG,272.40,266.55,269.45,265.70,3.75,1.41
Siemens,"4,289.95","4,112.10","4,162.30","4,104.65",57.65,1.4
Chola Invest.,"1,175.85","1,143.75","1,160.85","1,145.05",15.80,1.38
Zee Entertain,179.00,169.70,172.90,170.55,2.35,1.38
Affle India,"1,248.10","1,216.60","1,230.60","1,214.20",16.40,1.35
IGL,447.50,439.25,445.15,439.25,5.90,1.34
KEI Industries,"3,240.00","3,161.35","3,200.80","3,158.55",42.25,1.34
Godawari Power,766.40,745.25,753.05,743.15,9.90,1.33
Asahi India,536.00,519.10,523.15,516.35,6.80,1.32
KFin Tech,654.70,625.00,636.25,628.05,8.20,1.31
Alkem Lab,"4,931.00","4,781.40","4,917.70","4,854.75",62.95,1.3
CIEINDIA,490.65,482.60,486.75,480.50,6.25,1.3
Atul,"6,397.55","6,273.80","6,377.55","6,296.25",81.30,1.29
PNC Infratech,453.95,441.35,445.30,439.65,5.65,1.29
Muthoot Finance,"1,398.30","1,360.05","1,377.45","1,360.85",16.60,1.22
Orient Electric,222.45,217.05,220.25,217.60,2.65,1.22
Mahindra Life,569.00,557.10,567.45,560.65,6.80,1.21
Divis Labs,"3,744.70","3,665.00","3,699.40","3,655.40",44.00,1.2
Torrent Power,"1,098.25","1,056.90","1,064.30","1,051.70",12.60,1.2
Trident,48.35,46.55,47.00,46.45,0.55,1.18
