company_name,high,low,last_price,prev_close,change,percent_gain
Apar Ind,"4,838.85","4,310.00","4,715.90","4,294.20",421.7,9.82
Amber Enterpris,"2,878.80","2,587.55","2,837.20","2,607.95",229.25,8.79
Cochin Shipyard,904.45,811.65,875.70,807.85,67.85,8.4
JM Financial,81.15,72.90,78.25,72.50,5.75,7.93
Latent View,435.00,406.90,432.75,404.00,28.75,7.12
BEML,"2,063.70","1,925.90","2,041.55","1,925.55",116,6.02
Indian Bank,412.00,384.30,409.00,386.05,22.95,5.94
IFB Industries,915.35,850.95,892.80,845.25,47.55,5.63
JK Paper,374.90,355.00,371.65,352.35,19.3,5.48
REC,236.15,222.30,235.10,223.15,11.95,5.36
Ingersoll Rand,"3,189.00","2,999.95","3,155.80","2,996.75",159.05,5.31
Bata India,"1,768.00","1,636.25","1,733.55","1,647.15",86.4,5.25
Brightcom Group,26.50,25.80,26.45,25.25,1.2,4.75
Gland,"1,664.65","1,526.65","1,617.55","1,546.25",71.3,4.61
Jubilant Ing.,456.20,432.15,452.55,432.60,19.95,4.61
Adani Ports,813.60,776.85,809.65,776.10,33.55,4.32
BLS Internation,255.75,244.90,254.50,244.25,10.25,4.2
Birlasoft,472.00,452.00,470.10,451.55,18.55,4.11
Mahindra Holida,363.20,341.05,356.55,342.75,13.8,4.03
Rainbow Child,"1,111.20","1,044.80","1,084.05","1,042.15",41.9,4.02
Praj Industries,494.90,466.55,484.35,466.55,17.8,3.82
UNO Minda,660.90,620.00,636.85,613.80,23.05,3.76
Manappuram Fin,155.40,147.55,154.05,148.75,5.3,3.56
Rajesh Exports,548.95,528.00,544.50,525.90,18.6,3.54
HUDCO,71.80,68.30,70.60,68.20,2.4,3.52
Galaxy Surfacta,"2,662.95","2,571.80","2,650.05","2,562.50",87.55,3.42
Escorts Kubota,"2,806.85","2,692.30","2,790.40","2,702.90",87.5,3.24
Chambal Fert,264.50,252.50,263.70,255.65,8.05,3.15
Sundram,"1,244.95","1,195.55","1,232.80","1,195.50",37.3,3.12
Rashtriya Chem,113.65,108.00,111.20,107.90,3.3,3.06
KEI Industries,"2,454.15","2,350.00","2,415.30","2,345.65",69.65,2.97
Natco Pharma,860.00,834.05,856.15,831.50,24.65,2.96
Data Patterns,"2,267.95","2,173.50","2,228.30","2,164.85",63.45,2.93
Archean Chem,567.30,545.70,563.30,547.55,15.75,2.88
Gujarat Pipavav,121.00,116.15,120.15,116.90,3.25,2.78
Lux Industries,"1,510.65","1,450.00","1,489.30","1,449.20",40.1,2.77
Supreme Ind,"4,396.00","4,251.30","4,354.30","4,237.25",117.05,2.76
CG Consumer,291.75,281.15,290.45,282.70,7.75,2.74
Restaurant Bran,121.00,115.25,118.30,115.20,3.1,2.69
Shriram Finance,"1,870.00","1,811.95","1,844.40","1,796.00",48.4,2.69
BSE Limited,874.00,839.85,861.45,839.85,21.6,2.57
Elgi Equipments,503.95,490.00,501.05,488.50,12.55,2.57
Kajaria Ceramic,"1,488.50","1,448.25","1,482.35","1,445.30",37.05,2.56
