company_name,high,low,last_price,prev_close,change,percent_gain
Jyothy Labs,405.95,368.05,401.40,369.30,32.1,8.69
Ratnamani Metal,"3,250.00","2,892.75","3,141.50","2,892.75",248.75,8.6
Trent,"2,450.00","2,181.70","2,424.00","2,233.20",190.8,8.54
BSE Limited,"2,031.35","1,850.00","2,016.05","1,863.25",152.8,8.2
Solar Ind,"5,974.80","5,600.00","5,941.45","5,585.75",355.7,6.37
HINDPETRO,280.25,260.05,278.65,262.10,16.55,6.31
Alkem Lab,"4,050.00","3,814.80","4,027.35","3,825.20",202.15,5.28
IOC,104.30,98.75,104.05,99.00,5.05,5.1
Sterling Wilson,293.40,277.50,293.40,279.45,13.95,4.99
Gland,"1,676.95","1,625.05","1,653.15","1,574.85",78.3,4.97
Trident,37.55,35.25,36.80,35.10,1.7,4.84
Kalyan Jeweller,339.30,318.40,336.95,321.40,15.55,4.84
Radico Khaitan,"1,373.95","1,303.00","1,365.85","1,302.80",63.05,4.84
Varun Beverages,998.50,947.40,991.20,945.65,45.55,4.82
Varun Beverages,998.50,947.40,991.20,945.65,45.55,4.82
Tata Elxsi,"8,204.05","7,860.15","8,171.15","7,831.60",339.55,4.34
Hindustan Aeron,"2,023.00","1,930.00","2,017.15","1,934.75",82.4,4.26
Hindustan Aeron,"2,023.00","1,930.00","2,017.15","1,934.75",82.4,4.26
Piramal Pharma,116.60,108.75,113.05,108.50,4.55,4.19
BEML,"2,146.00","2,034.05","2,122.85","2,038.30",84.55,4.15
SJVN,77.30,73.60,76.50,73.45,3.05,4.15
TeamLease Ser.,"2,503.00","2,371.05","2,468.75","2,371.05",97.7,4.12
Bikaji Foods,525.00,496.00,519.55,499.15,20.4,4.09
Narayana Hruda,"1,088.00","1,036.25","1,079.30","1,037.30",42,4.05
Sundaram Fin,"3,389.75","3,200.00","3,339.55","3,211.95",127.6,3.97
MRPL,113.80,107.35,113.35,109.10,4.25,3.9
Suzlon Energy,37.40,35.00,37.35,35.95,1.4,3.89
VIP Industries,617.85,592.20,615.75,593.15,22.6,3.81
Poonawalla Fin,366.90,350.00,362.85,349.55,13.3,3.8
