company_name,high,low,last_price,prev_close,change,percent_gain
Rattanindia Ent,54.75,45.55,54.75,45.65,9.1,19.93
V-Guard Ind,335.00,284.00,315.35,285.90,29.45,10.3
JSW Energy,317.40,290.05,314.25,290.85,23.4,8.05
Five-Star Busin,843.95,771.60,832.30,774.00,58.3,7.53
Shyam Metalics,463.20,423.25,450.90,421.10,29.8,7.08
Aditya Birla F,216.95,202.15,216.10,201.90,14.2,7.03
NLC India,139.25,124.80,132.65,124.05,8.6,6.93
India Cements,230.40,214.20,229.15,215.10,14.05,6.53
JB Chemicals,"2,725.00","2,543.55","2,711.15","2,548.05",163.1,6.4
Bharat Forge,975.00,887.20,963.10,905.75,57.35,6.33
Chalet Hotels,511.00,479.95,507.95,478.80,29.15,6.09
Latent View,408.95,379.85,401.25,379.95,21.3,5.61
MMTC Ltd,38.50,35.95,38.15,36.20,1.95,5.39
Godfrey Phillip,"2,191.00","2,083.35","2,179.50","2,073.90",105.6,5.09
Suzlon Energy,19.50,18.90,19.50,18.60,0.9,4.84
BSE Limited,927.00,883.65,923.40,882.60,40.8,4.62
Vijaya Diagnost,498.00,450.00,488.10,466.65,21.45,4.6
Emami,517.20,484.00,515.15,492.55,22.6,4.59
Trent,"1,806.40","1,703.05","1,787.90","1,713.70",74.2,4.33
Welspun India,119.50,113.70,118.90,114.00,4.9,4.3
Indiabulls Hsg,170.80,160.05,169.45,162.50,6.95,4.28
Kennametal,"2,993.00","2,800.10","2,952.00","2,835.70",116.3,4.1
Voltas,851.80,819.25,849.45,816.10,33.35,4.09
Data Patterns,"2,130.00","2,057.85","2,112.30","2,031.35",80.95,3.99
Dr Reddys Labs,"5,883.75","5,671.10","5,871.00","5,657.95",213.05,3.77
Gland,"1,768.00","1,621.00","1,671.65","1,611.05",60.6,3.76
RITES,474.90,451.30,470.65,453.70,16.95,3.74
V-Mart Retail,"2,407.80","2,298.95","2,393.55","2,308.40",85.15,3.69
APL Apollo,"1,540.00","1,472.15","1,527.50","1,474.05",53.45,3.63
Hind Copper,152.50,148.05,151.90,146.75,5.15,3.51
Eris Life,844.95,811.00,838.20,809.85,28.35,3.5
Castrol,155.80,146.30,152.55,147.60,4.95,3.35
Shree Renuka,48.30,45.55,47.40,45.90,1.5,3.27
VIP Industries,685.15,647.50,680.40,659.00,21.4,3.25
IOB,27.85,26.45,27.35,26.50,0.85,3.21
Jindal Steel,680.95,658.05,678.95,658.00,20.95,3.18
Hindalco,469.80,450.90,468.90,454.75,14.15,3.11
Krishna Inst.,"1,890.00","1,823.00","1,879.80","1,823.85",55.95,3.07
Bank of Mah,37.65,36.25,37.30,36.25,1.05,2.9
Zydus Wellness,"1,588.90","1,514.65","1,559.25","1,515.75",43.5,2.87
Poly Medicure,"1,506.75","1,382.55","1,431.40","1,391.50",39.9,2.87
Godrej Ind,500.90,483.70,499.90,486.05,13.85,2.85
Metropolis,"1,431.90","1,382.50","1,427.35","1,388.15",39.2,2.82
Kalyan Jeweller,189.00,177.65,182.60,177.65,4.95,2.79
JSW Steel,828.90,801.35,823.45,801.30,22.15,2.76
Petronet LNG,233.75,224.70,231.55,225.35,6.2,2.75
Delhivery,424.40,411.75,422.50,411.25,11.25,2.74
J. K. Cement,"3,412.00","3,288.00","3,371.05","3,282.80",88.25,2.69
Route,"1,519.60","1,480.00","1,512.40","1,473.60",38.8,2.63
Rail Vikas,129.15,123.55,127.15,123.90,3.25,2.62
Tata Motors,624.00,605.35,622.55,607.30,15.25,2.51
Tata Motors,624.00,605.35,622.55,607.30,15.25,2.51
Piramal Enter,"1,043.85","1,003.00","1,039.60","1,014.25",25.35,2.5
Bharat Dynamics,"1,157.00","1,121.10","1,142.80","1,115.05",27.75,2.49
BHEL,101.95,98.60,101.25,98.85,2.4,2.43
KPIL,640.00,618.00,639.10,624.00,15.1,2.42
PVR INOX,"1,648.00","1,598.10","1,640.35","1,602.05",38.3,2.39
TML - D,405.95,394.70,404.05,394.60,9.45,2.39
TML - D,405.95,394.70,404.05,394.60,9.45,2.39
Delta Corp,188.00,181.70,186.00,181.75,4.25,2.34
M&M,"1,537.55","1,492.25","1,534.75","1,499.70",35.05,2.34
GlaxoSmithKline,"1,442.00","1,395.00","1,433.30","1,400.65",32.65,2.33
Alkem Lab,"4,234.90","4,130.60","4,227.25","4,131.85",95.4,2.31
HFCL,72.60,69.95,71.80,70.20,1.6,2.28
Pfizer,"4,055.00","3,934.95","4,032.85","3,945.00",87.85,2.23
NALCO,97.00,94.45,96.85,94.80,2.05,2.16
Ashok Leyland,188.30,182.30,187.55,183.70,3.85,2.1
Bank of India,87.95,85.30,87.75,85.95,1.8,2.09
ONGC,177.25,173.30,176.90,173.35,3.55,2.05
Natco Pharma,916.60,882.60,893.65,875.85,17.8,2.03
Bharat Elec,132.40,129.00,131.70,129.15,2.55,1.97
Nippon,318.00,310.00,316.00,309.90,6.1,1.97
Nazara,694.00,671.30,684.00,670.85,13.15,1.96
Angel One,"1,774.95","1,664.60","1,734.15","1,701.00",33.15,1.95
Coal India,235.70,230.60,234.75,230.25,4.5,1.95
Ramco Cements,867.70,839.80,864.40,847.85,16.55,1.95
TataTeleservice,80.70,76.35,78.75,77.25,1.5,1.94
Tech Mahindra,"1,236.50","1,200.20","1,228.00","1,205.40",22.6,1.87
Intellect Desig,693.90,668.55,687.95,675.50,12.45,1.84
Bikaji Foods,496.85,482.50,491.55,482.70,8.85,1.83
Clean Science,"1,414.00","1,385.00","1,403.70","1,378.65",25.05,1.82
UPL,616.90,602.80,615.20,604.35,10.85,1.8
TTK Prestige,795.00,766.20,787.65,774.05,13.6,1.76
IRB Infra,26.55,25.55,26.10,25.65,0.45,1.75
IRB Infra,26.55,25.55,26.10,25.65,0.45,1.75
COFORGE LTD.,"5,090.00","4,958.90","5,067.95","4,980.90",87.05,1.75
Tata Steel,120.50,116.90,120.20,118.15,2.05,1.74
Tata Steel,120.50,116.90,120.20,118.15,2.05,1.74
Dabur India,572.95,561.00,572.15,562.40,9.75,1.73
Apar Ind,"4,008.00","3,900.00","3,978.50","3,911.40",67.1,1.72
DCM Shriram,879.95,858.00,877.05,862.20,14.85,1.72
JM Financial,75.20,73.50,74.70,73.45,1.25,1.7
Jubilant Pharmo,413.75,398.05,404.75,398.00,6.75,1.7
IOC,94.05,92.20,93.90,92.35,1.55,1.68
Jindal Worldwid,340.80,331.25,339.30,333.70,5.6,1.68
Capri Global,797.45,765.10,788.40,775.45,12.95,1.67
Vedanta,244.50,240.25,244.05,240.05,4,1.67
Whirlpool,"1,507.30","1,461.90","1,500.95","1,476.40",24.55,1.66
Brightcom Group,25.40,23.80,24.60,24.20,0.4,1.65
Solar Ind,"3,970.00","3,877.65","3,955.65","3,891.50",64.15,1.65
Torrent Pharma,"2,093.95","2,048.05","2,073.85","2,040.35",33.5,1.64
Zee Entertain,244.60,230.50,242.25,238.35,3.9,1.64
Hitachi Energy,"4,396.40","4,241.10","4,370.30","4,300.75",69.55,1.62
Restaurant Bran,120.00,117.00,119.30,117.40,1.9,1.62
EIH,214.70,210.60,213.20,209.80,3.4,1.62
Aether Ind,"1,083.90","1,046.10","1,060.65","1,043.90",16.75,1.6
Finolex Cables,"1,108.00","1,071.95","1,101.20","1,084.05",17.15,1.58
Firstsource Sol,149.60,145.25,149.05,146.85,2.2,1.5
Sonata,"1,039.65","1,012.00","1,033.85","1,018.60",15.25,1.5
TATA Cons. Prod,862.45,847.65,860.20,847.45,12.75,1.5
Greenpanel Ind,341.00,333.50,340.10,335.10,5,1.49
Redington,159.50,154.50,156.45,154.15,2.3,1.49
Asahi India,534.05,523.10,532.60,524.90,7.7,1.47
CCL Products,614.00,601.55,611.20,602.40,8.8,1.46
Lupin,"1,109.00","1,086.85","1,099.45","1,083.70",15.75,1.45
MRPL,87.60,83.80,85.90,84.70,1.2,1.42
BLS Internation,253.00,244.50,250.55,247.10,3.45,1.4
TV18 Broadcast,40.50,39.80,40.25,39.70,0.55,1.39
ITC,459.90,446.90,458.65,452.35,6.3,1.39
Praj Industries,485.00,465.00,476.30,469.75,6.55,1.39
Marico,587.90,573.50,585.15,577.25,7.9,1.37
Adani Enterpris,"2,516.90","2,472.00","2,507.10","2,474.55",32.55,1.32
Aurobindo Pharm,885.00,865.00,879.25,867.80,11.45,1.32
CHEMPLAST SANMA,454.50,445.00,453.85,447.95,5.9,1.32
GAIL,118.15,115.60,117.90,116.40,1.5,1.29
Hindustan Aeron,"3,839.15","3,762.10","3,824.25","3,775.75",48.5,1.28
Sterlite Techno,156.60,152.30,155.95,154.00,1.95,1.27
Blue Star,749.90,729.00,745.45,736.20,9.25,1.26
Tanla Platforms,"1,212.90","1,153.35","1,187.65","1,172.95",14.7,1.25
Aegis Logistics,378.95,367.60,370.45,365.90,4.55,1.24
Zensar Tech,492.00,481.45,487.25,481.30,5.95,1.24
Guj Amb Exports,250.00,240.35,243.60,240.65,2.95,1.23
KPR Mill,638.00,625.00,633.20,625.65,7.55,1.21
NMDC,112.90,111.10,112.65,111.30,1.35,1.21
Eicher Motors,"3,415.00","3,332.00","3,412.60","3,372.00",40.6,1.2
GNFC,560.35,548.30,554.40,547.85,6.55,1.2
IEX,131.90,127.80,130.60,129.05,1.55,1.2
Titan Company,"2,962.00","2,918.15","2,955.90","2,921.25",34.65,1.19
Godrej Agrovet,493.00,486.00,490.80,485.20,5.6,1.15
Mahindra Life,517.50,505.00,514.85,509.00,5.85,1.15
NBCC (India),49.35,47.65,48.80,48.25,0.55,1.14
Central Bank,31.60,30.90,31.20,30.85,0.35,1.13
ZFCVINDIA,"13,297.65","13,000.00","13,249.80","13,101.60",148.2,1.13
Exide Ind,264.75,258.70,264.20,261.30,2.9,1.11
HDFC AMC,"2,529.60","2,476.00","2,521.60","2,494.00",27.6,1.11
KRBL,403.75,391.10,399.15,394.75,4.4,1.11
Union Bank,91.90,89.30,91.10,90.10,1,1.11
CAMS,"2,421.65","2,379.85","2,405.95","2,379.85",26.1,1.1
Home First,850.75,836.20,849.60,840.45,9.15,1.09
Interglobe Avi,"2,593.95","2,550.25","2,587.55","2,560.10",27.45,1.07
MCX India,"1,633.75","1,597.05","1,617.40","1,600.35",17.05,1.07
Timken,"3,448.95","3,375.05","3,436.90","3,400.55",36.35,1.07
AIA Engineering,"3,642.80","3,550.00","3,598.45","3,560.85",37.6,1.06
Gujarat Fluoro,"2,774.90","2,724.25","2,766.65","2,737.60",29.05,1.06
Oil India,279.40,261.55,276.55,273.65,2.9,1.06
