company_name,high,low,last_price,prev_close,change,percent_gain
Raymond,"1,836.45","1,606.00","1,799.95","1,612.15",187.8,11.65
Nippon,813.00,732.20,805.90,734.55,71.35,9.71
Varroc Engineer,607.90,534.50,585.35,534.85,50.5,9.44
Triveni Engg,481.50,435.80,474.90,437.00,37.9,8.67
Clean Science,"1,406.00","1,290.00","1,398.30","1,288.95",109.35,8.48
JBM Auto,"1,750.00","1,610.00","1,737.30","1,615.00",122.3,7.57
Intellect Desig,868.45,792.45,852.70,793.15,59.55,7.51
Nuvama Wealth,"7,475.00","6,940.05","7,361.25","6,942.70",418.55,6.03
ITI,404.00,379.25,389.90,368.10,21.8,5.92
Elecon Eng,664.00,626.00,660.60,625.65,34.95,5.59
Elecon Eng,664.00,626.00,660.60,625.65,34.95,5.59
Asahi India,797.90,749.10,791.20,751.10,40.1,5.34
360 ONE WAM,"1,210.00","1,140.00","1,198.40","1,138.60",59.8,5.25
360 ONE WAM,"1,210.00","1,140.00","1,198.40","1,138.60",59.8,5.25
Olectra Greente,"1,660.00","1,558.05","1,651.30","1,571.60",79.7,5.07
CIEINDIA,519.35,484.00,508.05,483.95,24.1,4.98
Kajaria Ceramic,"1,218.85","1,155.60","1,209.85","1,157.30",52.55,4.54
JK Lakshmi Cem,858.40,819.10,855.50,819.10,36.4,4.44
SBFC Finance,94.50,88.80,93.37,89.54,3.83,4.28
Minda Corp,548.45,512.00,542.05,519.95,22.1,4.25
Chola Invest.,"1,340.00","1,285.00","1,336.30","1,282.25",54.05,4.22
Guj State Petro,389.80,368.30,386.85,371.25,15.6,4.2
Syrma SGS,586.50,550.85,578.65,555.95,22.7,4.08
Godawari Power,235.00,222.17,230.41,221.62,8.79,3.97
Godawari Power,235.00,222.17,230.41,221.62,8.79,3.97
FSN E-Co Nykaa,174.51,165.82,172.56,166.04,6.52,3.93
RBL Bank,179.40,169.10,178.08,171.36,6.72,3.92
Craftsman,"5,112.65","4,910.25","5,088.00","4,899.30",188.7,3.85
CCL Products,844.35,782.15,816.15,786.10,30.05,3.82
Phoenix Mills,"1,902.00","1,789.20","1,863.65","1,797.15",66.5,3.7
Motherson SWI,66.20,62.60,65.15,62.85,2.3,3.66
Godrej Ind,"1,115.00","1,061.55","1,102.90","1,064.30",38.6,3.63
Jindal Steel,"1,011.45",973.00,"1,002.35",967.20,35.15,3.63
Triveni Turbine,809.75,767.25,807.05,780.65,26.4,3.38
Ujjivan Small,36.79,34.90,36.25,35.09,1.16,3.31
TBO Tek,"1,588.80","1,515.05","1,574.35","1,524.10",50.25,3.3
Navin Fluorine,"3,663.95","3,414.45","3,647.50","3,533.10",114.4,3.24
Emami,645.00,620.25,641.65,621.75,19.9,3.2
Cyient,"2,075.00","2,000.00","2,065.80","2,002.15",63.65,3.18
Equitas Bank,65.95,62.90,65.42,63.44,1.98,3.12
Mah Seamless,788.90,753.80,779.85,756.25,23.6,3.12
Manappuram Fin,176.05,171.01,175.57,170.29,5.28,3.1
Vinati Organics,"1,935.00","1,813.60","1,869.85","1,813.75",56.1,3.09
LTIMindtree,"6,624.00","6,400.30","6,579.30","6,389.05",190.25,2.98
Atul,"7,533.95","7,283.75","7,497.90","7,285.10",212.8,2.92
General Insuran,429.90,411.00,425.95,413.90,12.05,2.91
Godrej Agrovet,793.00,763.10,789.10,766.85,22.25,2.9
KEC Intl,"1,238.00","1,178.40","1,217.90","1,183.85",34.05,2.88
Poly Medicure,"3,031.00","2,837.05","2,968.45","2,887.50",80.95,2.8
Whirlpool,"1,940.00","1,859.25","1,929.45","1,878.05",51.4,2.74
HUDCO,255.80,244.40,254.26,247.59,6.67,2.69
Zensar Tech,817.95,775.05,803.10,782.55,20.55,2.63
Fert and Chem,"1,069.00",993.50,"1,023.35",997.30,26.05,2.61
Bikaji Foods,864.00,833.25,853.45,832.00,21.45,2.58
CRISIL,"5,447.95","5,263.65","5,421.05","5,284.45",136.6,2.58
Delhivery,388.00,370.00,380.60,371.10,9.5,2.56
Latent View,498.00,478.30,494.85,482.50,12.35,2.56
Shriram Finance,"3,197.15","3,109.00","3,186.50","3,106.90",79.6,2.56
MphasiS,"3,201.90","3,105.00","3,181.80","3,104.60",77.2,2.49
Cello World,860.85,827.05,852.25,831.55,20.7,2.49
R R Kabel,"1,509.40","1,454.85","1,504.05","1,468.30",35.75,2.43
Bayer CropScien,"6,320.85","6,042.45","6,209.70","6,062.80",146.9,2.42
Shyam Metalics,872.00,846.70,868.40,848.30,20.1,2.37
IIFL Finance,448.10,431.65,442.75,432.60,10.15,2.35
EID Parry,925.95,894.65,916.80,896.05,20.75,2.32
Godfrey Phillip,"5,825.00","5,610.00","5,800.65","5,677.75",122.9,2.16
Muthoot Finance,"2,054.65","1,995.10","2,033.25","1,991.30",41.95,2.11
BLS Internation,481.85,447.00,456.40,447.00,9.4,2.1
Deepak Nitrite,"2,737.95","2,682.05","2,729.20","2,674.30",54.9,2.05
Jubilant Ing.,804.80,767.80,785.30,769.75,15.55,2.02
Godrej Prop,"2,910.10","2,843.50","2,899.20","2,842.95",56.25,1.98
Fine Organics,"5,273.95","5,060.00","5,189.15","5,089.15",100,1.96
PB Fintech,"2,200.00","2,048.30","2,172.65","2,131.15",41.5,1.95
M&M Financial,289.05,279.15,284.55,279.15,5.4,1.93
Piramal Enter,"1,271.90","1,238.45","1,264.85","1,241.10",23.75,1.91
Glenmark,"1,576.50","1,521.00","1,542.65","1,514.15",28.5,1.88
United Brewerie,"2,007.50","1,955.15","1,994.55","1,958.35",36.2,1.85
V-Guard Ind,449.50,430.80,443.75,435.70,8.05,1.85
Macrotech Dev,"1,407.05","1,377.00","1,401.60","1,376.50",25.1,1.82
SRF,"2,367.70","2,295.00","2,343.60","2,302.35",41.25,1.79
Can Fin Homes,826.00,807.25,818.85,804.50,14.35,1.78
KPR Mill,"1,024.95",998.05,"1,021.95","1,004.05",17.9,1.78
Cera Sanitary,"8,014.95","7,706.10","7,961.75","7,822.35",139.4,1.78
Persistent,"6,383.45","6,200.70","6,345.35","6,234.25",111.1,1.78
Persistent,"6,383.45","6,200.70","6,345.35","6,234.25",111.1,1.78
Archean Chem,715.35,691.05,711.60,699.45,12.15,1.74
AU Small Financ,592.90,581.45,591.30,581.20,10.1,1.74
CenturyPlyboard,801.90,781.55,799.10,785.65,13.45,1.71
AB Capital,202.50,196.81,200.13,196.83,3.3,1.68
Pidilite Ind,"3,219.00","3,150.10","3,213.15","3,160.75",52.4,1.66
Jaiprakash Pow,19.30,18.41,19.06,18.75,0.31,1.65
Chambal Fert,537.90,525.55,536.80,528.15,8.65,1.64
ABB India,"7,710.00","7,570.20","7,693.25","7,569.75",123.5,1.63
Balrampur Chini,587.00,575.85,585.25,575.85,9.4,1.63
Bajaj Finserv,"1,673.00","1,637.10","1,663.40","1,637.05",26.35,1.61
Bajaj Finserv,"1,673.00","1,637.10","1,663.40","1,637.05",26.35,1.61
Colgate,"2,863.00","2,800.05","2,849.20","2,804.25",44.95,1.6
KEI Industries,"4,590.00","4,400.00","4,559.20","4,487.80",71.4,1.59
Tata Chemicals,"1,134.90","1,109.90","1,123.50","1,106.05",17.45,1.58
