company_name,high,low,last_price,prev_close,change,percent_gain
Alok Industries,29.30,25.44,28.10,25.39,2.71,10.67
PNB Housing Fin,909.00,826.00,892.85,810.90,81.95,10.11
Adani Wilmar,393.55,359.80,393.55,357.80,35.75,9.99
Deepak Fert,"1,081.30",964.00,"1,052.00",959.70,92.30,9.62
FSN E-Co Nykaa,228.30,190.62,210.79,192.62,18.17,9.43
Century,"2,443.00","2,145.00","2,306.30","2,151.60",154.70,7.19
Castrol,274.40,250.75,268.50,250.70,17.80,7.1
Just Dial,"1,383.95","1,267.85","1,354.75","1,265.95",88.80,7.01
Narayana Hruda,"1,270.00","1,187.20","1,256.60","1,180.40",76.20,6.46
CESC,193.50,177.11,187.75,176.89,10.86,6.14
GlaxoSmithKline,"3,088.00","2,888.95","3,061.45","2,892.25",169.20,5.85
New India Assur,276.40,258.50,273.40,258.80,14.60,5.64
Lemon Tree,132.49,122.70,131.31,124.33,6.98,5.61
Mazagon Dock,"4,633.65","4,111.10","4,539.65","4,299.55",240.10,5.58
PCBL,449.90,415.00,445.50,423.30,22.20,5.24
Jupiter Wagons,570.90,539.00,568.20,542.05,26.15,4.82
Suven Pharma,"1,040.00",975.50,"1,020.60",974.35,46.25,4.75
Mastek,"3,014.75","2,905.00","3,004.25","2,870.15",134.10,4.67
KFin Tech,"1,063.35",995.00,"1,049.55","1,003.30",46.25,4.61
Mah Seamless,656.00,614.05,639.70,611.95,27.75,4.53
Anand Rathi,"3,898.00","3,600.00","3,752.60","3,591.25",161.35,4.49
Welspun Living,194.90,185.80,193.88,185.74,8.14,4.38
Patanjali Foods,"1,915.00","1,810.25","1,901.35","1,821.90",79.45,4.36
RBL Bank,228.95,218.82,228.10,218.72,9.38,4.29
HFCL,148.50,138.72,146.61,140.79,5.82,4.13
Ajanta Pharma,"3,125.00","2,917.40","3,077.65","2,958.70",118.95,4.02
Cyient,"2,049.95","1,952.55","2,012.20","1,934.80",77.40,4
Schaeffler Ind,"4,145.00","3,935.05","4,121.35","3,963.60",157.75,3.98
Nippon,735.30,706.90,731.05,704.00,27.05,3.84
Divis Labs,"4,963.35","4,734.95","4,900.80","4,723.15",177.65,3.76
United Brewerie,"2,015.05","1,945.55","2,010.30","1,937.70",72.60,3.75
Varun Beverages,"1,553.40","1,509.75","1,546.10","1,491.60",54.50,3.65
Varun Beverages,"1,553.40","1,509.75","1,546.10","1,491.60",54.50,3.65
Chambal Fert,525.95,503.00,523.75,505.35,18.40,3.64
Affle India,"1,677.00","1,596.60","1,663.10","1,605.35",57.75,3.6
Prism Johnson,163.00,156.83,161.88,156.39,5.49,3.51
Bandhan Bank,204.76,197.00,203.77,196.91,6.86,3.48
Capri Global,226.00,205.40,211.87,204.83,7.04,3.44
Capri Global,226.00,205.40,211.87,204.83,7.04,3.44
Jubilant Food,656.70,627.05,646.75,625.30,21.45,3.43
Karur Vysya,229.48,220.01,227.92,220.72,7.20,3.26
CG Consumer,468.75,451.15,468.00,453.55,14.45,3.19
Timken,"3,734.15","3,551.70","3,712.20","3,598.00",114.20,3.17
DOMS Industries,"2,358.95","2,262.55","2,345.25","2,274.15",71.10,3.13
Devyani Int,177.00,170.11,175.12,169.82,5.30,3.12
Metro Brands,"1,396.00","1,328.60","1,383.45","1,343.45",40.00,2.98
Zee Entertain,142.70,135.35,139.30,135.30,4.00,2.96
Glenmark Life,"1,052.50",995.95,"1,024.35",995.85,28.50,2.86
Gillette India,"8,299.00","8,001.60","8,266.60","8,037.35",229.25,2.85
Supreme Ind,"5,720.00","5,470.00","5,586.40","5,431.35",155.05,2.85
Granules India,698.00,672.20,694.60,675.45,19.15,2.84
FDC,529.65,500.00,524.25,509.80,14.45,2.83
Max Financial,"1,050.00","1,015.40","1,047.25","1,018.40",28.85,2.83
Swan Energy,718.85,681.05,698.00,678.95,19.05,2.81
Chola Fin Hold,"1,685.30","1,582.90","1,651.30","1,606.55",44.75,2.79
HINDPETRO,411.80,394.00,407.50,396.50,11.00,2.77
Thermax,"4,550.00","4,356.60","4,497.50","4,376.95",120.55,2.75
Syrma SGS,443.80,426.05,439.50,428.10,11.40,2.66
Glenmark,"1,684.85","1,630.95","1,680.75","1,637.95",42.80,2.61
UTI AMC,"1,163.00","1,103.45","1,150.90","1,121.85",29.05,2.59
Krishna Inst.,"2,488.00","2,373.00","2,434.35","2,373.20",61.15,2.58
Motilal Oswal,716.50,665.10,694.85,677.45,17.40,2.57
Guj Amb Exports,141.96,136.00,138.74,135.29,3.45,2.55
