company_name,high,low,last_price,prev_close,change,percent_gain
Mazagon Dock,"5,621.45","4,670.00","5,585.50","4,684.55",900.95,19.23
Honasa Consumer,503.00,436.55,486.70,435.05,51.65,11.87
AstraZeneca,"7,572.20","6,398.10","7,128.85","6,398.10",730.75,11.42
NBCC (India),189.90,170.72,186.68,169.03,17.65,10.44
Inox Wind,164.00,147.72,157.01,142.48,14.53,10.2
Cochin Shipyard,"2,679.95","2,405.05","2,679.95","2,436.35",243.60,10
Cochin Shipyard,"2,679.95","2,405.05","2,679.95","2,436.35",243.60,10
Garden Reach Sh,"2,697.00","2,419.00","2,668.80","2,459.10",209.70,8.53
Concord Biotech,"1,745.00","1,551.05","1,716.90","1,589.80",127.10,7.99
Lupin,"1,767.00","1,651.15","1,759.30","1,630.60",128.70,7.89
HUDCO,327.80,308.00,325.05,301.95,23.10,7.65
RITES,754.00,700.05,747.70,698.35,49.35,7.07
Bajaj Holdings,"9,980.00","9,280.05","9,902.90","9,296.75",606.15,6.52
Solar Ind,"12,379.95","11,720.00","12,170.25","11,476.10",694.15,6.05
Linde India,"9,265.00","8,530.00","9,068.00","8,591.00",477.00,5.55
C. E. Info Syst,"2,484.00","2,324.85","2,447.45","2,322.35",125.10,5.39
HFCL,126.59,120.58,125.02,118.71,6.31,5.32
Mastek,"2,890.00","2,764.55","2,878.10","2,747.30",130.80,4.76
Sobha,"2,050.00","1,949.90","2,038.85","1,946.75",92.10,4.73
Poly Medicure,"2,077.90","1,951.00","2,048.40","1,957.25",91.15,4.66
New India Assur,260.00,241.65,255.84,245.31,10.53,4.29
Jupiter Wagons,736.70,689.00,721.20,693.10,28.10,4.05
Laurus Labs,460.45,436.05,454.45,436.90,17.55,4.02
KEI Industries,"4,696.00","4,530.00","4,685.80","4,508.10",177.70,3.94
COFORGE LTD.,"5,906.45","5,690.00","5,898.70","5,680.90",217.80,3.83
Zydus Life,"1,144.90","1,093.25","1,137.05","1,095.25",41.80,3.82
Firstsource Sol,235.00,224.76,232.61,224.16,8.45,3.77
Honeywell Autom,"59,000.00","56,484.15","58,628.10","56,501.65","2,126.45",3.76
Allcargo,66.00,62.00,64.17,61.91,2.26,3.65
Sonata,657.30,627.25,647.60,625.45,22.15,3.54
Whirlpool,"2,011.85","1,942.60","2,003.10","1,935.95",67.15,3.47
Persistent,"4,760.00","4,600.00","4,750.90","4,593.40",157.50,3.43
Persistent,"4,760.00","4,600.00","4,750.90","4,593.40",157.50,3.43
Castrol,255.45,241.25,251.25,243.17,8.08,3.32
Metropolis,"2,095.50","2,011.70","2,086.45","2,024.20",62.25,3.08
Bharat Dynamics,"1,715.00","1,635.90","1,683.90","1,633.80",50.10,3.07
Bharat Dynamics,"1,715.00","1,635.90","1,683.90","1,633.80",50.10,3.07
Cello World,"1,025.00",981.00,989.60,960.10,29.50,3.07
Welspun Corp,613.70,591.40,610.45,592.35,18.10,3.06
Dr Lal PathLab,"2,926.95","2,822.10","2,906.65","2,821.05",85.60,3.03
IRB Infra,68.20,65.10,67.69,65.71,1.98,3.01
IRB Infra,68.20,65.10,67.69,65.71,1.98,3.01
Tube Investment,"4,424.90","4,160.00","4,326.90","4,201.35",125.55,2.99
SJVN,142.00,136.35,140.40,136.35,4.05,2.97
Mahindra Life,618.40,595.10,610.70,593.80,16.90,2.85
Granules India,517.00,495.35,514.40,500.20,14.20,2.84
Jubilant Ing.,543.50,522.40,541.60,526.65,14.95,2.84
Aegis Logistics,900.00,867.00,890.80,866.30,24.50,2.83
HCL Tech,"1,534.55","1,485.00","1,522.35","1,481.00",41.35,2.79
Cummins,"4,114.95","3,951.35","4,064.30","3,957.95",106.35,2.69
ICICI Bank,"1,234.95","1,214.30","1,233.00","1,201.60",31.40,2.61
REC,581.00,564.00,575.65,562.30,13.35,2.37
Guj Amb Exports,140.25,136.20,139.82,136.64,3.18,2.33
Tata Motors,"1,004.00",979.60,998.20,975.65,22.55,2.31
Tata Motors,"1,004.00",979.60,998.20,975.65,22.55,2.31
HDFC AMC,"4,248.75","4,107.90","4,220.80","4,125.95",94.85,2.3
Tata Motors DVR,681.40,660.80,676.40,661.20,15.20,2.3
Tata Motors DVR,681.40,660.80,676.40,661.20,15.20,2.3
Engineers India,270.00,260.00,268.95,263.05,5.90,2.24
Atul,"6,792.35","6,508.45","6,744.65","6,597.80",146.85,2.23
LIC India,"1,024.50",991.00,"1,010.20",988.20,22.00,2.23
TVS Motor,"2,393.95","2,317.75","2,365.95","2,314.60",51.35,2.22
Rashtriya Chem,207.50,196.13,202.43,198.11,4.32,2.18
Aditya Birla F,339.40,326.50,334.20,327.15,7.05,2.15
Indian Hotels,619.95,600.45,612.65,599.80,12.85,2.14
Ipca Labs,"1,181.15","1,149.00","1,177.80","1,153.45",24.35,2.11
Bosch,"35,331.45","34,571.00","35,276.40","34,546.45",729.95,2.11
NHPC,104.34,101.80,103.60,101.46,2.14,2.11
KPR Mill,914.60,883.60,902.65,884.15,18.50,2.09
Star Health,592.45,570.00,588.30,576.25,12.05,2.09
FDC,509.70,493.00,507.30,497.05,10.25,2.06
Syrma SGS,509.55,497.30,506.45,496.30,10.15,2.05
Phoenix Mills,"3,760.00","3,673.05","3,730.85","3,656.80",74.05,2.02
BEML,"4,749.00","4,565.05","4,655.50","4,563.90",91.60,2.01
TVS Supply,190.35,183.70,189.24,185.52,3.72,2.01
Kajaria Ceramic,"1,520.00","1,466.30","1,514.00","1,484.30",29.70,2
Jubilant Pharmo,758.50,732.05,749.50,735.20,14.30,1.95
Fine Organics,"5,423.45","5,170.05","5,315.35","5,214.80",100.55,1.93
Hind Zinc,695.00,680.00,686.05,673.15,12.90,1.92
KSB Pumps,"5,089.00","4,941.00","5,033.25","4,938.95",94.30,1.91
INDUS TOWERS,408.40,389.65,404.05,396.50,7.55,1.9
Trent,"5,620.00","5,493.75","5,597.45","5,494.10",103.35,1.88
Bayer CropScien,"6,598.00","6,446.00","6,569.10","6,453.60",115.50,1.79
Swan Energy,634.00,616.85,628.25,617.60,10.65,1.72
Ujjivan Small,45.05,44.26,44.98,44.24,0.74,1.67
DOMS Industries,"2,275.00","2,155.00","2,185.60","2,150.75",34.85,1.62
ICICI Securitie,781.00,772.10,780.30,767.90,12.40,1.61
City Union Bank,174.75,168.19,172.79,170.07,2.72,1.6
Godfrey Phillip,"4,449.00","4,277.55","4,356.25","4,287.45",68.80,1.6
Rainbow Child,"1,326.80","1,300.00","1,316.60","1,295.85",20.75,1.6
Mankind Pharma,"2,199.65","2,144.00","2,173.00","2,139.50",33.50,1.57
Sun Pharma,"1,571.00","1,526.00","1,557.90","1,533.95",23.95,1.56
NLC India,265.00,254.01,262.56,258.56,4.00,1.55
Usha Martin,412.00,402.95,409.45,403.50,5.95,1.47
Guj Mineral,409.30,392.30,397.40,391.70,5.70,1.46
Narayana Hruda,"1,250.95","1,228.00","1,241.70","1,224.00",17.70,1.45
Infosys,"1,660.00","1,628.00","1,650.65","1,627.40",23.25,1.43
TCS,"4,047.35","3,982.10","4,020.95","3,965.25",55.70,1.4
Alkyl Amines,"2,160.00","2,108.30","2,145.65","2,116.65",29.00,1.37
KRBL,319.60,309.00,316.20,311.95,4.25,1.36
Mah Seamless,667.40,645.35,652.45,643.95,8.50,1.32
HDFC Life,607.30,594.30,603.95,596.15,7.80,1.31
Aurobindo Pharm,"1,257.90","1,226.50","1,254.65","1,238.80",15.85,1.28
Kotak Mahindra,"1,838.55","1,801.30","1,833.85","1,810.70",23.15,1.28
Amber Enterpris,"4,548.95","4,456.05","4,499.35","4,443.10",56.25,1.27
Archean Chem,747.55,723.45,736.25,727.15,9.10,1.25
Ircon Internati,284.00,277.05,279.75,276.30,3.45,1.25
Ircon Internati,284.00,277.05,279.75,276.30,3.45,1.25
HEG,"2,288.00","2,225.00","2,248.45","2,220.95",27.50,1.24
Brigade Ent,"1,429.00","1,374.25","1,384.60","1,368.10",16.50,1.21
JM Financial,92.29,90.43,91.76,90.66,1.10,1.21
Alembic Pharma,990.20,955.00,961.65,950.35,11.30,1.19
KPIT Tech,"1,774.10","1,725.00","1,741.65","1,721.25",20.40,1.19
Just Dial,"1,041.60","1,021.00","1,033.55","1,021.50",12.05,1.18
HBL Power,544.50,526.20,530.00,523.80,6.20,1.18
Torrent Pharma,"2,880.00","2,799.85","2,870.30","2,837.50",32.80,1.16
Deepak Fert,767.00,727.50,749.85,741.30,8.55,1.15
ABB India,"8,808.70","8,580.15","8,715.80","8,617.85",97.95,1.14
Bata India,"1,513.00","1,485.50","1,509.65","1,492.65",17.00,1.14
Balkrishna Ind,"3,165.00","3,091.60","3,147.80","3,112.30",35.50,1.14
Railtel,495.00,480.50,486.50,481.00,5.50,1.14
Torrent Power,"1,517.95","1,503.00","1,513.90","1,496.90",17.00,1.14
V-Guard Ind,469.90,453.55,465.95,460.75,5.20,1.13
Restaurant Bran,112.50,100.19,108.51,107.31,1.20,1.12
Vedanta,473.45,463.45,469.10,463.90,5.20,1.12
Sun Pharma Adv,245.00,238.04,242.93,240.27,2.66,1.11
Abbott India,"28,127.95","27,549.30","27,902.35","27,598.15",304.20,1.1
Jindal Stainles,835.50,824.25,833.65,824.70,8.95,1.09
AU Small Financ,680.00,661.80,673.45,666.25,7.20,1.08
Birla Corp,"1,617.40","1,566.20","1,615.15","1,597.90",17.25,1.08
Glenmark,"1,303.15","1,272.00","1,295.50","1,281.80",13.70,1.07
Macrotech Dev,"1,525.00","1,486.70","1,509.65","1,493.75",15.90,1.06
Syngene Intl,729.70,713.80,725.75,718.15,7.60,1.06
Grindwell Norto,"2,960.00","2,905.90","2,950.95","2,920.15",30.80,1.05
EID Parry,767.70,754.05,761.05,753.20,7.85,1.04
IDFC,122.60,119.12,121.51,120.26,1.25,1.04
PNB Housing Fin,809.90,795.05,808.85,800.55,8.30,1.04
Hindustan Aeron,"5,568.70","5,459.30","5,515.10","5,459.30",55.80,1.02
Hindustan Aeron,"5,568.70","5,459.30","5,515.10","5,459.30",55.80,1.02
Indian Bank,545.00,531.50,541.55,536.10,5.45,1.02
Container Corp,"1,046.30","1,024.05","1,032.55","1,022.55",10.00,0.98
Zensar Tech,769.45,743.00,752.30,745.05,7.25,0.97
Navin Fluorine,"3,700.00","3,588.50","3,659.15","3,624.30",34.85,0.96
Coal India,492.80,485.30,489.55,484.95,4.60,0.95
Suzlon Energy,55.67,53.37,54.03,53.53,0.50,0.93
Bharat Elec,318.50,313.05,317.35,314.50,2.85,0.91
Minda Corp,498.30,491.00,497.00,492.65,4.35,0.88
PCBL,262.00,257.40,259.65,257.40,2.25,0.87
Bank of Baroda,271.45,265.50,270.15,267.85,2.30,0.86
CenturyPlyboard,728.00,707.50,723.25,717.10,6.15,0.86
Birlasoft,725.55,711.95,717.40,711.30,6.10,0.86
M&M,"2,922.00","2,885.05","2,902.80","2,877.95",24.85,0.86
ONGC,278.90,273.05,277.05,274.70,2.35,0.86
Indiabulls Hsg,174.80,170.05,171.14,169.71,1.43,0.84
Dr Reddys Labs,"6,542.00","6,370.10","6,479.35","6,425.90",53.45,0.83
Laxmi Organic,267.80,258.20,263.50,261.35,2.15,0.82
Siemens,"7,948.90","7,743.45","7,866.90","7,803.05",63.85,0.82
Happiest Minds ,849.40,828.00,832.35,825.75,6.60,0.8
Bharat Forge,"1,680.40","1,627.25","1,670.30","1,657.60",12.70,0.77
Page Industries,"38,800.00","38,375.00","38,691.65","38,395.45",296.20,0.77
SBI Life Insura,"1,518.85","1,492.25","1,507.75","1,496.35",11.40,0.76
Happy Forgings,"1,299.95","1,266.30","1,275.80","1,266.25",9.55,0.75
Metro Brands,"1,274.55","1,210.65","1,249.40","1,240.10",9.30,0.75
Elecon Eng,"1,364.00","1,338.05","1,346.20","1,336.35",9.85,0.74
Muthoot Finance,"1,820.00","1,778.05","1,804.15","1,791.30",12.85,0.72
CRISIL,"4,385.00","4,273.00","4,316.10","4,285.90",30.20,0.7
IRFC,180.20,176.50,177.72,176.48,1.24,0.7
Safari Ind,"2,161.00","2,110.00","2,141.05","2,126.40",14.65,0.69
Aether Ind,934.50,911.25,926.90,920.95,5.95,0.65
Deepak Nitrite,"2,705.00","2,617.60","2,677.10","2,660.25",16.85,0.63
UTI AMC,"1,050.55","1,036.40","1,044.35","1,037.85",6.50,0.63
GNFC,738.90,712.70,727.95,723.50,4.45,0.62
CIEINDIA,601.95,590.60,599.10,595.45,3.65,0.61
Vardhman Text,492.00,477.80,485.15,482.20,2.95,0.61
PVR INOX,"1,482.00","1,455.30","1,469.95","1,461.00",8.95,0.61
Carborundum,"1,729.00","1,675.90","1,710.10","1,699.90",10.20,0.6
Guj State Petro,309.00,301.90,306.70,304.90,1.80,0.59
Poonawalla Fin,422.90,414.00,419.25,416.85,2.40,0.58
Aarti Ind,728.00,706.50,718.45,714.40,4.05,0.57
Gujarat Fluoro,"3,299.00","3,211.15","3,244.65","3,226.35",18.30,0.57
SignatureGlobal,"1,498.00","1,472.00","1,485.50","1,477.05",8.45,0.57
PNC Infratech,491.80,479.20,490.00,487.25,2.75,0.56
Max Financial,"1,023.75",999.65,"1,002.45",996.95,5.50,0.55
Tata Power,442.25,433.25,436.25,433.85,2.40,0.55
MphasiS,"2,619.00","2,564.00","2,583.20","2,569.45",13.75,0.54
Kaynes Tech,"4,090.00","3,975.00","4,008.00","3,986.50",21.50,0.54
Chambal Fert,525.65,510.00,518.10,515.35,2.75,0.53
Apollo Hospital,"6,244.00","6,161.00","6,225.05","6,192.70",32.35,0.52
TITAGARH,"1,798.80","1,764.00","1,788.95","1,779.70",9.25,0.52
