company_name,high,low,last_price,prev_close,change,percent_gain
Blue Star,946.80,802.20,907.30,800.05,107.25,13.41
SJVN,83.65,75.10,81.75,76.65,5.1,6.65
Nazara,888.80,817.85,880.75,833.20,47.55,5.71
Brightcom Group,19.25,19.25,19.25,18.35,0.9,4.9
Suzlon Energy,25.95,24.50,25.85,24.75,1.1,4.44
Varroc Engineer,515.20,465.35,493.90,473.15,20.75,4.39
Thermax,"2,935.95","2,780.00","2,908.85","2,787.85",121,4.34
Apar Ind,"5,739.95","5,217.30","5,451.10","5,236.90",214.2,4.09
Indiabulls Real,80.80,75.15,79.90,76.80,3.1,4.04
AU Small Financ,759.20,725.25,755.45,729.05,26.4,3.62
Fortis Health,337.90,325.05,336.75,325.40,11.35,3.49
JSW Energy,414.05,395.00,407.50,393.95,13.55,3.44
Polycab,"5,300.00","5,118.25","5,287.60","5,135.25",152.35,2.97
M&M Financial,314.15,295.85,309.50,301.45,8.05,2.67
NHPC,56.35,52.90,55.50,54.20,1.3,2.4
Graphite India,523.65,485.90,503.45,492.15,11.3,2.3
Dr Lal PathLab,"2,429.80","2,329.00","2,415.40","2,361.60",53.8,2.28
Power Grid Corp,205.95,198.45,204.65,200.10,4.55,2.27
Mazagon Dock,"2,285.00","2,150.15","2,247.65","2,198.75",48.9,2.22
Guj State Petro,288.90,279.30,287.70,281.85,5.85,2.08
Ajanta Pharma,"1,732.75","1,667.05","1,701.45","1,667.05",34.4,2.06
Zensar Tech,532.80,506.80,524.50,514.10,10.4,2.02
CHEMPLAST SANMA,502.00,481.75,497.85,488.10,9.75,2
KNR Construct,282.70,273.10,280.35,274.95,5.4,1.96
Shree Renuka,55.90,53.15,55.10,54.05,1.05,1.94
C. E. Info Syst,"1,728.95","1,661.65","1,722.15","1,690.55",31.6,1.87
Cera Sanitary,"8,703.90","8,482.05","8,671.70","8,521.20",150.5,1.77
Tata Inv Corp,"2,794.00","2,642.00","2,735.20","2,689.15",46.05,1.71
Apollo Tyres,379.85,370.00,378.95,373.05,5.9,1.58
