company_name,high,low,last_price,prev_close,change,percent_gain
Tata Inv Corp,"7,414.00","6,178.35","7,385.45","6,178.35","1,207.10",19.54
Tata Elxsi,"9,080.00","7,750.00","8,971.40","7,683.05","1,288.35",16.77
KFin Tech,"1,189.00","1,013.10","1,148.00","1,009.20",138.80,13.75
Zee Entertain,154.90,134.80,150.83,135.20,15.63,11.56
CESC,210.00,187.71,208.41,188.72,19.69,10.43
TataTeleservice,102.85,92.21,100.57,92.34,8.23,8.91
Guj Amb Exports,148.40,135.20,145.91,135.18,10.73,7.94
JSW Infra,334.95,310.50,332.50,309.15,23.35,7.55
Caplin Labs,"1,984.90","1,823.30","1,957.20","1,841.80",115.40,6.27
Godrej Ind,"1,023.90",954.25,"1,009.60",951.05,58.55,6.16
Nuvama Wealth,"6,694.00","6,320.00","6,673.45","6,310.00",363.45,5.76
Century,"2,525.00","2,367.40","2,511.80","2,376.35",135.45,5.7
Laxmi Organic,305.60,283.40,301.60,285.60,16.00,5.6
Tejas Networks,"1,350.00","1,243.45","1,334.25","1,266.90",67.35,5.32
Medplus Health,679.25,642.95,669.65,637.45,32.20,5.05
Sundaram Fin,"4,615.00","4,360.85","4,579.10","4,361.90",217.20,4.98
Tata Tech,"1,107.00","1,021.55","1,099.40","1,048.65",50.75,4.84
REC,620.30,586.55,617.35,589.85,27.50,4.66
TITAGARH,"1,509.80","1,431.65","1,494.25","1,429.15",65.10,4.56
Castrol,284.40,263.05,274.85,263.40,11.45,4.35
Power Finance,538.00,512.25,536.45,514.40,22.05,4.29
Tanla Platforms,983.40,942.10,977.65,938.10,39.55,4.22
Triveni Turbine,761.90,719.45,749.95,720.15,29.80,4.14
Jubilant Pharmo,950.50,900.50,938.85,902.70,36.15,4
Torrent Power,"1,705.90","1,633.00","1,688.85","1,627.65",61.20,3.76
Amara Raja,"1,610.00","1,508.25","1,571.65","1,514.90",56.75,3.75
Guj State Petro,407.00,379.45,390.95,376.95,14.00,3.71
IEX,195.99,189.45,195.56,188.95,6.61,3.5
Chola Invest.,"1,449.90","1,381.00","1,443.80","1,395.05",48.75,3.49
Mah Seamless,696.90,670.55,691.60,669.70,21.90,3.27
Mankind Pharma,"2,448.00","2,370.00","2,427.10","2,352.95",74.15,3.15
Brigade Ent,"1,193.00","1,147.05","1,188.40","1,154.35",34.05,2.95
JB Chemicals,"1,982.60","1,898.55","1,958.10","1,902.55",55.55,2.92
JB Chemicals,"1,982.60","1,898.55","1,958.10","1,902.55",55.55,2.92
ICICI Prudentia,747.85,721.00,744.15,723.25,20.90,2.89
3M India,"35,919.90","35,010.35","35,870.40","34,865.00","1,005.40",2.88
Fine Organics,"5,684.95","5,405.10","5,658.20","5,501.10",157.10,2.86
One 97 Paytm,553.70,535.70,545.15,530.40,14.75,2.78
Jupiter Wagons,563.70,545.00,558.75,543.70,15.05,2.77
Birlasoft,647.50,621.00,646.35,629.00,17.35,2.76
FSN E-Co Nykaa,227.80,219.26,225.55,219.52,6.03,2.75
LIC Housing Fin,686.95,661.90,684.10,665.85,18.25,2.74
Quess Corp,808.95,771.60,801.85,781.25,20.60,2.64
Sun TV Network,818.70,787.60,813.05,792.15,20.90,2.64
FDC,545.00,520.80,538.20,524.45,13.75,2.62
Lupin,"2,179.00","2,121.15","2,171.55","2,116.20",55.35,2.62
GE Shipping,"1,324.00","1,282.00","1,309.10","1,275.95",33.15,2.6
EPL,262.90,251.55,259.82,253.27,6.55,2.59
LIC India,"1,090.00","1,045.00","1,079.15","1,052.05",27.10,2.58
Muthoot Finance,"2,001.60","1,921.50","1,986.25","1,936.25",50.00,2.58
Abbott India,"29,801.10","28,900.00","29,737.50","29,013.15",724.35,2.5
JSW Energy,737.50,716.15,733.10,715.55,17.55,2.45
SBFC Finance,87.73,84.78,87.04,84.99,2.05,2.41
Ratnamani Metal,"3,639.00","3,504.85","3,606.80","3,522.90",83.90,2.38
SBI Life Insura,"1,848.60","1,784.10","1,838.95","1,796.25",42.70,2.38
Balaji Amines,"2,229.95","2,174.30","2,223.05","2,172.45",50.60,2.33
HDFC AMC,"4,527.95","4,385.30","4,507.35","4,405.55",101.80,2.31
NLC India,285.00,275.20,279.55,273.25,6.30,2.31
Oil India,729.80,708.00,718.55,702.35,16.20,2.31
SBI Card,739.95,719.65,736.75,720.35,16.40,2.28
Alkyl Amines,"2,179.35","2,081.25","2,127.75","2,080.55",47.20,2.27
Chambal Fert,517.80,504.00,515.75,504.30,11.45,2.27
Blue Star,"1,749.95","1,690.30","1,726.80","1,688.95",37.85,2.24
Network 18,98.50,95.43,97.78,95.70,2.08,2.17
Varroc Engineer,591.75,566.80,582.75,570.55,12.20,2.14
Aarti Ind,644.30,629.20,640.20,626.85,13.35,2.13
Shriram Finance,"3,268.90","3,116.00","3,229.45","3,162.15",67.30,2.13
Bank of Mah,63.30,61.76,63.07,61.76,1.31,2.12
Blue Dart,"8,389.00","8,060.25","8,282.85","8,111.55",171.30,2.11
Maruti Suzuki,"12,530.00","12,225.10","12,496.90","12,243.80",253.10,2.07
Berger Paints,586.00,569.50,584.15,572.35,11.80,2.06
Alok Industries,28.74,27.71,28.43,27.87,0.56,2.01
Rashtriya Chem,207.89,199.21,203.21,199.20,4.01,2.01
KPIL,"1,342.25","1,295.85","1,332.90","1,307.10",25.80,1.97
Usha Martin,344.65,333.60,343.10,336.50,6.60,1.96
Bajaj Finserv,"1,729.00","1,652.00","1,719.00","1,686.20",32.80,1.95
Bajaj Finserv,"1,729.00","1,652.00","1,719.00","1,686.20",32.80,1.95
NALCO,187.00,181.50,185.53,181.98,3.55,1.95
Emami,855.60,814.65,834.00,818.15,15.85,1.94
Aether Ind,895.00,873.00,891.10,874.20,16.90,1.93
Anand Rathi,"3,769.00","3,667.80","3,735.65","3,665.25",70.40,1.92
HDFC Life,742.45,719.30,739.55,725.65,13.90,1.92
BLS Internation,435.90,418.40,433.75,425.60,8.15,1.91
eClerx Services,"2,960.95","2,732.65","2,809.25","2,756.80",52.45,1.9
NCC,327.95,320.85,327.05,321.05,6.00,1.87
Macrotech Dev,"1,288.55","1,211.75","1,237.30","1,215.05",22.25,1.83
Deepak Nitrite,"2,903.85","2,822.80","2,869.65","2,819.10",50.55,1.79
Piramal Enter,"1,093.15","1,046.15","1,082.40","1,064.10",18.30,1.72
IGL,535.35,519.95,534.15,525.15,9.00,1.71
JK Lakshmi Cem,802.95,785.55,800.85,787.45,13.40,1.7
Jyothy Labs,561.80,541.50,555.35,546.10,9.25,1.69
Krishna Inst.,"2,538.95","2,470.90","2,521.75","2,480.05",41.70,1.68
