company_name,high,low,last_price,prev_close,change,percent_gain
HUDCO,86.60,72.30,85.80,72.20,13.60,18.84
ITI,190.85,174.15,190.85,173.50,17.35,10
Central Bank,51.75,47.30,50.85,46.90,3.95,8.42
JSW Energy,425.00,396.00,422.10,393.80,28.30,7.19
Century,"1,109.90","1,011.25","1,086.50","1,016.90",69.60,6.84
Berger Paints,679.75,624.00,669.30,627.71,41.59,6.63
Tata Inv Corp,"2,855.95","2,634.00","2,797.10","2,632.05",165.05,6.27
Guj Amb Exports,326.45,301.60,314.95,296.80,18.15,6.12
Union Bank,102.90,97.50,101.85,96.40,5.45,5.65
Canara Bank,386.00,368.50,382.95,364.45,18.50,5.08
Rail Vikas,167.95,158.70,166.85,158.80,8.05,5.07
3M India,"31,450.00","29,806.00","31,285.10","29,913.05","1,372.05",4.59
Bank of Mah,47.25,45.05,46.90,44.85,2.05,4.57
REC,272.00,259.35,270.90,259.10,11.80,4.55
Granules India,338.55,320.80,336.80,323.20,13.60,4.21
Vaibhav Global,446.90,423.00,440.45,422.65,17.80,4.21
Vodafone Idea,11.65,10.65,11.30,10.85,0.45,4.15
Thermax,"2,998.50","2,828.05","2,976.40","2,862.85",113.55,3.97
Bank of Baroda,218.00,208.70,215.35,207.15,8.20,3.96
Indian Bank,434.15,407.40,420.85,404.90,15.95,3.94
Power Finance,239.60,230.40,238.40,229.70,8.70,3.79
PNB Housing Fin,693.05,665.40,688.15,663.40,24.75,3.73
Triveni Engg,385.25,372.80,381.60,368.40,13.20,3.58
UCO Bank,44.00,41.60,43.05,41.60,1.45,3.49
Elgi Equipments,515.00,492.50,509.55,492.40,17.15,3.48
PNB,77.75,75.05,77.50,75.00,2.50,3.33
P and G,"17,819.95","17,095.85","17,677.70","17,163.35",514.35,3
IndusInd Bank,"1,463.50","1,413.00","1,452.90","1,411.30",41.60,2.95
RBL Bank,236.25,226.60,233.00,226.35,6.65,2.94
INDUS TOWERS,186.90,176.80,183.40,178.50,4.90,2.75
GE Shipping,816.50,789.70,811.15,789.55,21.60,2.74
IDBI Bank,72.65,69.75,71.25,69.35,1.90,2.74
Carborundum,"1,261.90","1,161.60","1,191.25","1,160.20",31.05,2.68
CSB Bank,337.50,322.70,329.50,321.15,8.35,2.6
CG Power ,443.00,422.60,440.50,429.50,11.00,2.56
Bayer CropScien,"5,445.00","5,248.90","5,394.10","5,260.20",133.90,2.55
360 ONE WAM,530.00,511.50,528.90,516.00,12.90,2.5
360 ONE WAM,530.00,511.50,528.90,516.00,12.90,2.5
Maruti Suzuki,"10,566.75","10,308.45","10,535.15","10,284.30",250.85,2.44
Manappuram Fin,141.40,138.15,140.80,137.50,3.30,2.4
Fert and Chem,543.95,513.55,537.90,525.35,12.55,2.39
ICICI Prudentia,580.00,564.45,578.20,565.05,13.15,2.33
Vedant Fashions,"1,349.95","1,300.05","1,342.25","1,312.45",29.80,2.27
Mastek,"2,450.00","2,382.05","2,434.95","2,381.20",53.75,2.26
Sundaram Fin,"2,992.75","2,886.00","2,981.35","2,916.05",65.30,2.24
Sundram,"1,234.00","1,194.15","1,227.65","1,201.35",26.30,2.19
IOB,46.30,42.25,43.85,42.95,0.90,2.1
Lemon Tree,115.95,112.90,115.35,113.00,2.35,2.08
EIH,233.70,225.25,233.35,228.65,4.70,2.06
Global Health,695.35,680.30,694.00,680.20,13.80,2.03
Deepak Fert,629.00,613.05,624.25,612.15,12.10,1.98
MCX India,"1,797.00","1,724.05","1,783.55","1,749.45",34.10,1.95
NBCC (India),59.50,56.90,58.30,57.20,1.10,1.92
Grindwell Norto,"2,103.00","2,030.00","2,091.60","2,054.70",36.90,1.8
Bank of India,111.70,107.50,109.20,107.30,1.90,1.77
BSE Limited,"1,206.50","1,154.80","1,196.35","1,175.65",20.70,1.76
SBI,602.00,591.40,598.15,588.15,10.00,1.7
SJVN,74.10,69.35,72.25,71.05,1.20,1.69
India Cements,236.35,229.20,233.50,229.70,3.80,1.65
Chalet Hotels,551.70,540.40,549.25,540.40,8.85,1.64
Persistent,"5,859.75","5,706.05","5,849.35","5,755.05",94.30,1.64
CDSL,"1,321.00","1,279.00","1,312.90","1,291.85",21.05,1.63
Sapphire Foods,"1,499.00","1,448.05","1,483.95","1,460.10",23.85,1.63
Honeywell Autom,"41,000.00","39,901.05","40,850.00","40,201.70",648.30,1.61
Bandhan Bank,251.85,247.05,249.35,245.50,3.85,1.57
Piramal Pharma,98.80,95.85,98.15,96.65,1.50,1.55
Vardhman Text,395.00,384.50,393.25,387.35,5.90,1.52
M&M,"1,617.95","1,566.10","1,607.15","1,583.25",23.90,1.51
Garware Technic,"3,215.60","3,135.00","3,194.55","3,147.20",47.35,1.5
Aster DM Health,332.80,324.30,330.70,325.85,4.85,1.49
Intellect Desig,722.60,701.55,719.25,709.05,10.20,1.44
Rainbow Child,"1,056.95","1,021.05","1,049.20","1,034.40",14.80,1.43
Indiabulls Real,79.80,76.05,78.35,77.25,1.10,1.42
Coromandel Int,"1,107.00","1,071.50","1,101.95","1,086.90",15.05,1.38
Nazara,893.00,854.55,873.55,861.65,11.90,1.38
Just Dial,710.15,693.05,708.20,698.75,9.45,1.35
General Insuran,227.00,221.75,225.65,222.70,2.95,1.32
Shree Renuka,54.60,52.70,54.35,53.65,0.70,1.3
Amber Enterpris,"2,986.00","2,899.85","2,967.30","2,929.85",37.45,1.28
Mahindra Holida,406.00,393.85,401.25,396.20,5.05,1.27
Five-Star Busin,702.00,679.60,697.10,688.65,8.45,1.23
Kalyan Jeweller,218.85,210.05,215.70,213.10,2.60,1.22
Nippon,333.00,328.10,331.05,327.10,3.95,1.21
Sun TV Network,602.45,586.05,594.05,587.25,6.80,1.16
Bajaj Finserv,"1,551.00","1,524.90","1,543.70","1,526.20",17.50,1.15
Bajaj Finserv,"1,551.00","1,524.90","1,543.70","1,526.20",17.50,1.15
Guj Alkali,702.90,680.55,698.05,690.20,7.85,1.14
ZFCVINDIA,"15,515.65","15,105.00","15,463.90","15,289.70",174.20,1.14
FSN E-Co Nykaa,145.70,141.10,143.50,141.90,1.60,1.13
Asahi India,644.85,609.85,616.65,609.85,6.80,1.12
Blue Dart,"6,800.00","6,690.00","6,790.05","6,715.55",74.50,1.11
L&T Finance,126.25,123.00,124.55,123.20,1.35,1.1
Phoenix Mills,"1,851.15","1,811.30","1,831.55","1,811.65",19.90,1.1
TataTeleservice,101.70,98.20,99.60,98.55,1.05,1.07
MRPL,95.35,93.40,94.45,93.45,1.00,1.07
LIC Housing Fin,466.00,453.70,460.45,455.60,4.85,1.06
One 97 Paytm,854.60,835.10,850.00,841.05,8.95,1.06
Tech Mahindra,"1,320.00","1,284.00","1,305.35","1,291.65",13.70,1.06
Network 18,68.50,65.90,68.05,67.35,0.70,1.04
Coal India,286.10,279.20,283.35,280.45,2.90,1.03
